Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
,,2347,141927,0,2027858,4,32,-1,6,7,0
,,2349,141909,0,1722953,5,1072,-1,6,7,0
,,2350,141932,0,1722953,5,1072,-1,6,7,0
Not much is known about this otherworldly minion.,|cFFFFD200Pet Battle:|r Baa'l|n,2352,141941,277461,1722953,5,82,4,6,7,0
,,2353,141955,0,2027881,4,32,-1,6,7,0
,,2354,141951,0,1738685,4,32,-1,6,7,0
,,2355,141950,0,1929246,2,32,-1,6,7,0
,"
",2356,141969,0,2027888,6,33826,-1,6,7,0
,,2357,142058,0,2399287,4,32,-1,6,7,0
,,2358,142059,0,454066,4,32,-1,6,7,0
,,2359,142061,0,134935,4,32,-1,6,7,0
,,2360,142105,0,2027846,7,32,-1,6,7,0
,,2361,142102,0,2027900,2,32,-1,6,7,0
,,2363,142098,0,538518,2,32,-1,6,7,0
,,2364,142120,0,2027949,4,32,-1,6,7,0
,,2365,142121,0,2399239,7,32,-1,6,7,0
,,2366,142123,0,132202,2,32,-1,6,7,0
,,2367,142151,0,838688,7,33824,-1,6,7,0
,,2368,142237,0,2399235,4,32,-1,6,7,0
,,2370,142236,0,1045161,2,32,-1,6,7,0
,,2371,142235,0,804969,8,32,-1,6,7,0
Even the toughest of crabs with the toughest of shells can succumb to the dark mysteries of the shadows.,|cFFFFD200Pet Battle:|r Stormsong Valley|n,2372,143031,0,2027883,8,26,4,6,7,0
The river frogs of Stormsong Valley have been known to try to hypnotize people by staring directly into their eyes and making a low rumbling noise.,|cFFFFD200Pet Battle: |rStormsong Valley,2373,143032,0,804969,8,26,4,6,7,0
"The hermit crabs of Stormsong Valley will use whatever they can find that fits them for their shell.  If it fits, they sits.",|cFFFFD200Pet Battle: |rStormsong Valley,2374,143033,0,2027918,8,26,4,6,7,0
Vale Marmots are very quick on their feet and are masters of digging holes for their burrows.  Children like to chase them around and try to bop them on the head when they poke their head out to catch some sunlight.,|cFFFFD200Pet Battle: |rStormsong Valley,2375,143034,0,2126349,7,26,4,6,7,0
"Long ago, the population of chickens in Stormsong Valley was so high, there was fear that the chickens would eat all of the corn from the fields and leave the other residents hungry.",|cFFFFD200Pet Battle: |rStormsong Valley,2376,143035,0,2027863,2,26,4,6,7,0
The sandyback crawlers get their name from having a slightly sticky outer shell that sand sticks to as they walk around.,"|cFFFFD200Pet Battle: |rStormsong Valley, Tiragarde Sound",2377,143036,0,2027867,8,26,4,6,7,0
"River otters start growing whiskers at a very young age and never stop.  By the time they are fully grown and reach old age, they have more whiskers on their face than any other known creature.","|cFFFFD200Pet Battle: |rDrustvar, Stormsong Valley",2378,143037,0,645906,8,26,4,6,7,0
It is rumored that these honey bees can detect the pollen of a newly blossomed plant in northern Stormsong Valley when they are all the way down in Drustvar.,|cFFFFD200Pet Battle: |rStormsong Valley,2379,143038,0,2027853,2,26,4,6,7,0
The stinger of a Ravager Wasp can cause intense pain for up to three hours.  Consult a physician immediately if stung.,|cFFFFD200Pet Battle: |rTiragarde Sound,2380,143039,0,2027900,2,26,4,6,7,0
Shack crabs are the only species of hermit crabs known to regenerate limbs if torn off in battle.,|cFFFFD200Pet Battle: |rTiragarde Sound,2381,143040,0,2027906,8,26,4,6,7,0
"The mucus secreted from inland croakers is so effective at repelling water, the ship builders of Kul Tiras have been using it in the wood sealant for many years.",|cFFFFD200Pet Battle: |rTiragarde Sound,2382,143041,0,804968,8,26,4,6,7,0
"The giant woodworm can burrow into almost any surface they crawl on, except solid stone.",|cFFFFD200Pet Battle: |rTiragarde Sound,2383,143042,0,134933,4,26,4,6,7,0
"Butterflies taste with their feet! I tried it once, but I only made a mess.",|cFFFFD200Pet Battle: |rZuldazar,2384,143043,0,2059632,2,26,4,6,7,0
The 'door ditch' prank is not as effective when the house can chase you.,|cFFFFD200Pet Battle: |rZuldazar,2385,143044,0,2027922,8,26,4,6,7,0
"The purple coloration helps this species blend into the rocks and shadows, but the crabs become easy prey for seagulls when they linger too long on the open sand.",|cFFFFD200Pet Battle: |rDrustvar,2386,143045,0,2027883,8,26,4,6,7,0
Many ancient tribes revered these enormous beetles.,|cFFFFD200Pet Battle: |rZuldazar,2387,143046,0,134933,4,26,4,6,7,0
"While completely harmless to trolls, the animal life within Nazmir fear these creatures.",|cFFFFD200Pet Battle: |rNazmir,2388,143047,0,2027961,7,26,4,33,7,0
"Water Skimmers use the tension of water and long, hydrophobic legs to help them walk along the water's surface.",|cFFFFD200Pet Battle: |rNazmir,2389,143048,0,643423,8,26,4,6,7,0
"When perched on a tree, this species can be almost invisible to any prey.",|cFFFFD200Pet Battle: |rZuldazar,2390,143049,0,2059637,2,26,4,6,7,0
This species looks through the sand for the buried remains of rotting creatures. It keeps our beaches clean!,|cFFFFD200Pet Battle: |rNazmir,2392,143050,0,2027910,8,26,4,6,7,0
It's a repulsive creature. No one should want this.,|cFFFFD200Pet Battle: |rNazmir,2393,143051,0,1500940,5,26,4,6,7,0
A terror in life. A terror in death.,|cFFFFD200Pet Battle: |rNazmir,2394,143052,0,458255,3,26,4,6,7,0
Apply directly to the forehead.,|cFFFFD200Pet Battle: |rNazmir,2395,143053,0,1723700,4,26,4,6,7,0
Suddenly there came a tapping...,|cFFFFD200Pet Battle: |rNazmir,2397,143054,0,1733736,3,26,4,6,7,0
How many bogs has it hopped? No one knows.,|cFFFFD200Pet Battle: |rNazmir,2398,143055,0,804966,8,26,4,6,7,0
"When you're a hoarder, but want to stay on the move!",|cFFFFD200Pet Battle: |rVol'dun,2399,143056,0,2027914,8,26,4,6,7,0
"A quite annoying species. No matter how high you build your walls, these creatures still manage to hop over.",|cFFFFD200Pet Battle: |rNazmir,2400,143057,0,804966,8,26,4,6,7,0
"Built to dig holes by a gnomish farmer, Rooter quickly and predictably went haywire, with disastrous results.",|cFFFFD200Achievement: |rPet Emporium|n|cFFFFD200Category: |rCollect,2401,143142,279129,2126357,9,82,5,6,7,0
"Built with ever-wagging tail technology, Brutus is a mechanically-certified good boy.",|cFFFFD200Achievement: |rToybox Tycoon|n|cFFFFD200Category: |rToy Box,2402,143160,279171,1567068,9,82,5,6,7,0
"When the Naga invaded Stormsong, they brought their favored pets: Abyssal Eels.",|cFFFFD200Vendor: |rMadeline Netley|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2403,143175,279205,2027958,8,2,2,6,7,0
"These hardy bees form the backbone of a great honey and mead industry. For decades, the Tidesages forbade anyone from taking them outside of Stormsong.",|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Revered|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2404,143176,279206,2027854,2,2,2,6,7,0
Corlain Falcons are trained from birth to be scouts and fighting companions. The few spared from the Heartsbane curse serve the Order of Embers in the same capacity.,|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Revered|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2405,143177,279207,132188,2,2,2,6,7,0
This piglet avoided being turned into sausage at the hands of Roland with the help of a cunning spider.,|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2406,143178,279208,1721029,7,2,2,6,7,0
This red-nosed bunny is incredibly soft to the touch; just watch your fingers.,|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2407,143179,279209,2399278,4,2,2,6,7,0
Silver dust sparkling on each of this spider's legs attracts prey; unwittingly drawn into an inescapable web.,|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2408,143181,279210,2027859,3,2,2,6,7,0
Best not to park your mount beneath this one.,|cFFFFD200Vendor: |rDana Pull|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2409,143184,279211,1716280,2,2,2,6,7,0
"This adorable mass of whirlers, cogs, and sprockets wasn't assembled in Gnomeregan. Where then?",|cFFFFD200Vendor: |rDana Pull|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2410,143188,279212,2126363,9,2,2,6,7,0
She loves tummy rubs. Just watch out for splinters.,|cFFFFD200Zone: |rDrustvar,2411,143189,279213,2030683,3,2,0,6,7,0
"A popular pet among children, despite frequent accidental gorings.",|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2412,143191,279214,1958452,7,2,2,6,7,0
Known to chomp on the shins of everything from saurids to brutosaurs.,|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n,2413,143193,279215,797327,7,2,2,6,7,0
"Exceptionally squishy, especially after a big meal.",|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rBlind Wunja|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2414,143194,279216,1723703,4,2,2,6,7,0
Krag'wa reluctantly sent Tragg to the Talanji Expedition with the hope that they could find someone suitable to escort him on a tour of Azeroth.,|cFFFFD200Vendor: |rProvisioner Lija|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Faction: |rTalanji's Expedition - Revered|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2415,143195,279217,1802889,8,2,2,6,7,0
"White Brutosaurs were on the brink of extinction until some enterprising adventurers took action. Lil' Ben'fon may have inherited her father's size, but definitely has her mother's temper!",|cFFFFD200Vendor: |rHappy Holaua|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n,2416,143196,279218,1881827,7,2,2,6,7,0
"Always hungry, and has a shockingly good personality.",|cFFFFD200Vendor: |rJenoh|n|cFFFFD200Zone: |rVol'dun|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2417,143197,279219,2399286,0,2,2,6,7,0
The scavenger Loa thinks you can teach this saurid a thing or two. Just don't lose sight of your coin purse.,|cFFFFD200Vendor: |rHappy Holaua|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2418,143198,279220,2399239,7,2,2,6,7,0
These toads do not appreciate having their legs pulled off.,|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2419,143199,279221,804969,8,2,2,6,7,0
"No one knows where this haunted tiki mask came from, or why its so angry all the time. It seems to like you though!",|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rBlind Wunja|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2420,143200,279224,1726347,5,2,2,241,238,0
They are so cute before they develop razor-sharp teeth and venom.,|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2421,143202,279225,2027847,1,2,4,6,7,0
So pretty you could eat it. But don't. It's poisonous.,|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2422,143203,279226,2059632,2,2,4,6,7,0
Finding freshwater pearls with this crab by your side will be a pinch.,|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Jenoh|n|cFFFFD200Zone:|r Vol'dun|n|cFFFFD200Cost:|r 250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2423,143204,279227,2027880,8,2,4,6,7,0
This frog's peculiar red color appears to have evolved specifically for camouflage in blood. Spooky.,|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2424,143205,279228,804966,8,2,2,6,7,0
She just wanted to get away. Find a nice shell. Sit on a beach. Now she's your pet.,|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Jenoh|n|cFFFFD200Zone:|r Vol'dun|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2425,143206,279230,2027921,8,2,4,6,7,0
"It is a well-established fact that wasps produce far higher quality honey than bees. Well-established in very, very small circles of wasp farmers.",|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Jenoh|n|cFFFFD200Zone:|r Vol'dun|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2426,143207,279231,2027902,2,2,4,6,7,0
"He is a real trooper, faithfulling tagging along with Kojo for years. He enjoys hide and seek as well as some serious shell sliding.",|cFFFFD200Vendor: |rCollector Kojo|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rTortollan Seekers - Revered|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCollector Kojo|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Faction: |rTortollan Seekers - Revered|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2427,143209,279232,1738685,8,2,2,6,7,0
"This horrific, flesh-eating plant promises it can make all of your wildest wishes come true. If you feed it.",|cFFFFD200Vendor: |rJenoh|n|cFFFFD200Zone: |rVol'dun|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rMadeline Netley|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2428,143211,279233,2027889,6,2,2,6,7,0
A chip off the ol' girl's block. Azeriti is fiercely protective and will strike out against anyone wishing to do her mother harm.,|cFFFFD200Vendor: |rMagni Bronzebeard|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rChampions of Azeroth - Revered|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2429,143214,279234,2032607,6,2,2,6,7,0
"The platysaur species has been roaming around the lands since before time was even measured. An ancient species that has adapted to walking on the land, and also for some reason has adapted to repeating some short sounds three times in a row.",|cFFFFD200Vendor: |rTalutu|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTricky Nick|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r100000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,2430,143360,279433,1888348,8,18,2,6,7,0
"The Dreadticks have grown to be a very invasive and dominant species wherever they wind up, they are incredibly quick to assault any new species until they find a weakness to exploit.",|cFFFFD200Achievement: |rBattle Safari|n|cFFFFD200Category: |rCollect,2431,143464,279576,1618564,2,82,5,6,7,0
"The young of Arathi Highlands' plains spiders may kick clouds of barbed abdomen hairs into predators' eyes. All this, and poisonous web-spitters, too.",|cFFFFD200Drop: |rVenomarus|n|cFFFFD200Zone: |rArathi Highlands,2432,143499,279631,2027962,7,2,0,6,7,0
"So long as one of his Sproutlings remains, Branchlord Aldrus will never truly die.",|cFFFFD200Drop: |rBranchlord Aldrus|n|cFFFFD200Zone: |rArathi Highlands,2433,143503,279638,135437,6,2,0,6,7,0
"Either Darbel Montrose was a terrible warlock, or she simply adored cute things. Perhaps both.",|cFFFFD200Drop: |rDarbel Montrose|n|cFFFFD200Zone: |rArathi Highlands,2434,143507,279643,136221,5,2,0,6,7,0
"Constructs designed to assist the titans with sundry small tasks, this example is oddly small. Teeny Titan Orb! Let's Go!",|cFFFFD200Drop: |rEcho of Myzrael|n|cFFFFD200Zone: |rArathi Highlands,2435,143515,279657,632352,5,2,0,6,7,0
"While Yogursa managed to survive the blight infesting many of Hillsbrad's ursines, she was driven mad, and her cubs forever tainted.",|cFFFFD200Drop: |rYogursa|n|cFFFFD200Zone: |rArathi Highlands,2436,143533,279686,648803,7,2,0,6,7,0
"Part owl, part bear... and part stag, which handily avoids potential lawsuits.",|cFFFFD200Drop: |rRagebeak|n|cFFFFD200Zone: |rArathi Highlands,2437,143563,279723,132150,7,2,0,6,7,0
Plaguefeather and her brood feed well on the carrion the battle for Stromgarde has left scattered across the Highlands.,|cFFFFD200Drop: |rPlaguefeather|n|cFFFFD200Zone: |rArathi Highlands,2438,143564,279724,1929248,2,2,0,6,7,0
These drops of Azerite are volatile and prone to explosive reactions when prodded.,|cFFFFD200Vendor: |rMagni Bronzebeard|n|cFFFFD200Zone: |rSilithus|n|cFFFFD200Faction: |rChampions of Azeroth - Revered|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h,2439,143611,279365,2065616,5,2,2,6,7,0
"A living piece of Arathi's most infamous stone-faced behemoth, Fozruk.",|cFFFFD200Drop: |rFozruk|n|cFFFFD200Zone: |rArathi Highlands,2440,143627,279929,451165,6,2,0,6,7,0
Boulderfist legend recounts a cloud of carrion birds following ogre warriors through the Dark Portal during the Second War; it may be that all two-headed scavengers in Azeroth are their descendants.,|cFFFFD200Drop: |rMan-Hunter Rog|n|cFFFFD200Zone: |rArathi Highlands,2441,143628,279930,132200,2,2,0,6,7,0
"Bumbles may not have been the largest bee of the millions within the hive, but that doesn't mean he can't grow into a champion.",|cFFFFD200Achievement: |rLet's Bee Friends|n|cFFFFD200Category: |rBattle for Azeroth,2442,143730,280157,2027852,2,82,5,6,7,0
A mighty war machine of adorable proportions.,|cFFFFD200Vendor: |rVindicator Jaelaana|n|cFFFFD200Location: |rBoralus|n|cFFFFD200Faction: |r7th Legion,2443,143738,280185,132486,9,514,2,6,7,0
A mighty war machine of adorable proportions.,|cFFFFD200Vendor: |rRansa Greyfeather|n|cFFFFD200Location: |rZuldazar|n|cFFFFD200Faction: |rThe Honorbound,2444,143739,280188,132485,9,258,2,6,7,0
"Scuttle was named after the ships he destroys, not his movement patterns, and don't you forget it.",|cFFFFD200Drop:|r Island Expeditions|n,2445,143794,177244,2061891,8,2,0,6,7,0
The shells of this particular group of crabs shimmer like gems on the sand.,|cFFFFD200Drop:|r Island Expeditions|n,2446,143801,177237,2027881,8,2,0,6,7,0
"The kindleweb spider species is known amongst the island tribes for its warm, threadable webbing.",|cFFFFD200Drop:|r Island Expeditions|n|n,2447,143802,177236,520757,6,2,0,34,7,0
The hooves of this subgroup of goats have evolved to be equally surefooted on sand or stone.,|cFFFFD200Drop:|r Island Expeditions|n,2448,143803,177235,877477,7,2,0,35,7,0
"Someone put this mechanical gorilla on the island to monitor the species, but who, and why?",|cFFFFD200Drop:|r Island Expeditions|n,2449,143804,177231,132189,9,2,0,6,7,0
"The only balls this hound chases are diamond-hard, fireproof rocks. Very heavy, not fun to throw.",|cFFFFD200Drop:|r Island Expeditions|n|n,2450,143805,177230,318343,6,2,0,34,7,0
Is that a venomous worm in your pocket or... why is that in your pocket?,|cFFFFD200Drop:|r Island Expeditions|n|n,2451,143816,280332,236197,7,2,0,6,7,0
"Poro cannot fly, but enjoys a long lifespan hopping along the ground and shaking the fruits from trees.",|cFFFFD200Drop:|r Island Expeditions|n,2452,143797,177241,2061724,2,2,0,6,7,0
"Even young brineshell are drawn to the line in the sky that meets the waves, it calls them.",|cFFFFD200Drop:|r Island Expeditions|n,2453,143819,280335,1508497,8,2,0,6,7,0
"Based on the size, the mantid appear to be re-growing their swarm, likely due to the presence of a new empress.",|cFFFFD200Drop:|r Island Expeditions|n,2454,143820,280336,624010,7,2,0,6,7,0
Captain Nibs was once the leader of an ill-fated sea voyage of slightly-too-smart-for-their-own-good monkies that quickly capsized.,|cFFFFD200Drop:|r Island Expeditions|n,2455,143795,177243,2055038,3,2,0,6,7,0
"A wealthy pirate captain met with a strange man on the docks of an unknown city and bartered for everlasting life for his faithful companion. As with most monkey-related wishes, something went wrong.",|cFFFFD200Drop:|r Island Expeditions|n,2456,143796,177242,2055034,3,2,0,6,7,0
"The coldlight once were quite common across the oceans, to the grumbles of many hunters, but no longer.",|cFFFFD200Drop:|r Island Expeditions|n,2457,143821,280337,970832,0,2,0,6,7,0
Getting just one of these fragrant beasts damp is the olfactory equivalent to rolling around in a pile of wet dogs.,|cFFFFD200Drop:|r Island Expeditions|n,2458,143818,280334,1029741,7,2,0,6,7,0
"Particularly partial to coastal scrub grasses, this hardy species has survived many years in uncharted lands.",|cFFFFD200Drop:|r Island Expeditions|n,2459,143817,280333,616693,7,2,0,6,7,0
"The voru'kar are fiercely loyal to their leader, Vorus'arak, who led them to safety from the Lich King's grasp.",|cFFFFD200Drop:|r Island Expeditions|n,2460,143822,280338,237393,2,2,0,6,7,0
"Whatever the story of his mysterious eyepatch is, he's not talking.",|cFFFFD200Drop:|r Island Expeditions|n,2461,143799,177239,2101159,8,2,0,6,7,0
"A baby octopode is technically referred to as a ""squish.""",|cFFFFD200Drop:|r Island Expeditions|n,2462,143798,177240,2101158,8,2,0,6,7,0
"During the warm summer months, the noise that these pests make is enough to drive a person mad.",|cFFFFD200Drop:|r Island Expeditions|n,2463,143806,177229,134967,4,2,0,6,7,0
"It's sting is worse than... well nothing, really. Are you sure you want to keep this as a pet?",|cFFFFD200Drop:|r Island Expeditions|n,2464,143807,177228,464143,7,2,0,6,7,0
You know how disappointing it is when you return to your beverage and the ice has all melted? This guy's fault.,|cFFFFD200Drop:|r Island Expeditions|n,2465,143811,177222,656560,6,2,0,36,7,0
"The most nefarious of the trickster spirits, and the reason why the pandaren invented fireproof pants.",|cFFFFD200Drop:|r Island Expeditions|n,2466,143809,177225,774324,6,2,0,36,7,0
