Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Dominant Gladiator's Storm Dragon,|cFFFFD200Achievement: |rGladiator: Legion Season 6|n|cFFFFD200Category: |rPlayer vs. Player,"Born in the mountains of Stormheim, this terrifying fusion of storm and scale sets the sky ablaze in pursuit of its prey.",853,248,192,5,227995,0,0,4,0,0
Great Northern Elderhorn,|cFFFFD200Profession: |rLeatherworking,"One of the heartiest of species that inhabit the slopes of Highmountain, they can survive for months in freezing blizzards.",854,230,0,3,213339,0,0,45,0,0
Darkwater Skate,|cFFFFD200Vendor: |rGalissa Sundew|n|cFFFFD200Zone: |rDarkmoon Island,"Little is known about this elusive species of ray, found only in the dark waters surrounding Darkmoon Island.",855,254,2064,2,228919,0,0,4,0,0
Archmage's Prismatic Disc,|cFFFFD200Quest:|r Dispersion of the Discs|n,"Three elements have been fused to create this magical disc, which is attuned to your specific magical powers.",860,248,1024,1,229376,39985,0,4,0,0
High Priest's Lightsworn Seeker,|cFFFFD200Quest:|r The Sunken Vault|n,"Once plentiful, only three seekers remain on Azeroth after generations of battling the corruption of the cosmos.",861,248,0,1,229377,39986,0,4,0,0
"Ban-Lu, Grandmaster's Companion",|cFFFFD200Quest:|r The Trial of Ban-Lu|n,"The child of Xuen, Ban-Lu has served each Grandmaster faithfully for many years.",864,248,0,1,229385,42791,0,4,0,0
Huntmaster's Loyal Wolfhawk,|cFFFFD200Quest:|r Night of the Wilds|n,"The spirit of the Great Hunter found you worthy, and now its children will answer your call forevermore.",865,248,0,1,229386,42790,0,4,0,0
Deathlord's Vilebrood Vanquisher,|cFFFFD200Quest:|r The Lost Glacier|n|n,"A powerful red dragon raised in undeath by its own life energies, a true mockery of life.",866,248,0,1,229387,42787,0,4,0,0
Battlelord's Bloodthirsty War Wyrm,|cFFFFD200Quest:|r The Trial of Rage|n,"Also responds to ""Mister Bitey.""",867,248,0,1,229388,42794,0,44,0,0
Slayer's Felbroken Shrieker,|cFFFFD200Quest:|r To Fel and Back|n,"You broke it, you bought it.",868,248,0,1,229417,42788,0,4,0,0
Huntmaster's Fierce Wolfhawk,|cFFFFD200Vendor:|r Pan the Kind Hand|n|cFFFFD200Zone:|r Trueshot Lodge,A jumble of talons and claws that can fly and swim. No one is safe.,870,248,0,1,229438,42790,0,4,0,0
Huntmaster's Dire Wolfhawk,|cFFFFD200Vendor:|r Pan the Kind Hand|n|cFFFFD200Zone:|r Trueshot Lodge,"If asked to fetch, will most likely bring you back the head of a small mammal or humanoid.",872,248,0,2,229439,42790,0,4,0,0
Vicious War Bear,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Almost twice as vicious as its Horde counterpart.,873,230,4,2,229487,0,0,45,0,0
Vicious War Bear,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,Nearly twice as vicious as its Alliance counterpart.,874,230,4,2,229486,0,0,45,0,0
Midnight,|cFFFFD200Drop: |rAttumen the Huntsman|n|cFFFFD200Location:|r Return to Karazhan,Still one of the most vicious steeds stabled in Karazhan.,875,230,0,0,229499,0,0,45,0,0
Vicious War Lion,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Many squires were harmed in the making of this mount.,876,230,4,2,229512,0,0,4,0,0
Ivory Hawkstrider,|cFFFFD200Vendor: |rTrinket|n|cFFFFD200Zone: |rHighmountain|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""My winged children fill the skies. Not this one though.""

-Aviana",877,230,0,2,230401,0,0,44,0,0
Brawler's Burly Basilisk,|cFFFFD200Vendor: |rQuackenbush|n|cFFFFD200Zone: |rDeeprun Tram|n|cFFFFD200Cost: |r4000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r4000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,The spikes on this beast can pierce plate armor with ease -- only the most elite riders can even consider mounting this deadly pincushion.,878,230,0,2,230844,0,0,4,0,0
Arcanist's Manasaber,|cFFFFD200Quest: |rFate of the Nightborne|n|cFFFFD200Zone: |rSuramar,"Upon her return to The Nighthold, First Arcanist Thalyssra saw to it that adventurers who helped her liberate Suramar were rewarded with prized mounts from the royal stable.

Summoning this mount in Suramar City will also apply Masquerade.",881,248,0,1,230987,0,1.5,4,0,0
Vicious War Scorpion,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,Has very few non-pointy ends.,882,230,4,2,230988,0,0,4,0,0
Smoldering Ember Wyrm,|cFFFFD200Zone:|r Return to Karazhan|n,"Arcanagos sought to turn Medivh away from experiments into the arcane, but the influence of Sargeras had corrupted the wizard too deeply, and the great dragon paid for the transgression with eternal, burning agony.",883,248,128,0,231428,0,0,4,0,0
Shadowblade's Murderous Omen,|cFFFFD200Quest:|r Hiding In Plain Sight|n|n,"The preferred vehicle for assassinations, they make no sounds when flying - really great for sneaking up on people.",884,248,0,1,231434,42230,0,4,0,0
Highlord's Golden Charger,|cFFFFD200Quest:|r Stirring in the Shadows|n|n,The fanciest of all of the horses.,885,248,0,1,231435,42792,0,4,0,0
Farseer's Raging Tempest,|cFFFFD200Quest:|r Gathering of the Storms|n|n,Windfury. Overload: (2).,888,248,0,1,231442,42793,0,4,0,0
Shadowblade's Lethal Omen,|cFFFFD200Vendor: |rZan Shivsproket|n|cFFFFD200Zone: |rDalaran,They'll never hear you coming.,889,248,0,2,231523,42230,0,4,0,0
Shadowblade's Baneful Omen,|cFFFFD200Vendor: |rZan Shivsproket|n|cFFFFD200Zone: |rDalaran,For the toxin-inclined.,890,248,0,2,231524,42230,0,4,0,0
Shadowblade's Crimson Omen,|cFFFFD200Vendor: |rZan Shivsproket|n|cFFFFD200Zone: |rDalaran,"The blood of your enemies won't even show up, blends right in.",891,248,0,2,231525,42230,0,4,0,0
Highlord's Vengeful Charger,|cFFFFD200Vendor: |rCrusader Lord Dalfors|n|cFFFFD200Zone: |rSanctum of Light,What's he so mad about?,892,248,0,1,231587,42792,0,4,0,0
Highlord's Vigilant Charger,|cFFFFD200Vendor: |rCrusader Lord Dalfors|n|cFFFFD200Zone: |rSanctum of Light,"His blank horse stare is ""vigilance,"" actually.",893,248,0,1,231588,42792,0,4,0,0
Highlord's Valorous Charger,|cFFFFD200Vendor: |rCrusader Lord Dalfors|n|cFFFFD200Zone: |rSanctum of Light,Has many valorous points.,894,248,0,2,231589,42792,0,4,0,0
Primal Flamesaber,|cFFFFD200Promotion|r Heroes of the Storm,The primal landscape of Azeroth was once swarming with elemental creatures of all types.,896,230,64,7,232405,0,1.5,4,0,0
Netherlord's Chaotic Wrathsteed,|cFFFFD200Quest:|r The Wrathsteed of Xoroth|n|n,A deadly combination of fel and horse.,898,248,0,1,232412,39987,0,44,0,0
Abyss Worm,|cFFFFD200Drop: |r Mistress Sassz'ine|n|cFFFFD200Location:|r Tomb of Sargeras,"The shadows that trail off of its scales are otherworldly, is this creature from the depths of Azeroth's oceans?",899,248,0,0,232519,0,0,4,0,0
Vicious War Turtle,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Now you can literally turtle up in the flag room.,900,230,4,2,232523,0,0,4,0,0
Vicious War Turtle,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Now you can literally turtle up in the flag room.,901,230,4,2,232525,0,0,4,0,0
Leywoven Flying Carpet,|cFFFFD200Drop:|r Nightfallen Cache|n|n,"The threads are so thin and well-stitched, you can't imagine it wasn't made by magic, strand by strand.",905,248,1024,0,233364,0,0,4,0,0
Darkspore Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",906,248,0,0,235764,0,0,4,0,0
Alabaster Hyena,|cFFFFD200Vendor: |rHoarder Jena|n|cFFFFD200Zone: |rVol'dun|n|cFFFFD200Faction: |rVoldunai - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These hyena are used by the Voldunai to quickly move unseen throughout the sands.,926,230,4,2,237287,0,0,4,0,0
Dune Scavenger,|cFFFFD200Zone:|r Vol'dun|n,These resilient scavengers can survive for months in the wastes of Vol'dun with scarce access to food and water.,928,230,0,0,237286,0,0,4,0,0
Netherlord's Brimstone Wrathsteed,|cFFFFD200Vendor: |rCalydus|n|cFFFFD200Zone: |rDreadscar Rift,"The smell isn't particularly pleasant, and it REALLY stays with you.",930,248,0,2,238452,39987,0,44,0,0
Netherlord's Accursed Wrathsteed,|cFFFFD200Drop: |rLord Hel'Nurath|n|cFFFFD200Zone: |rBroken Shore,"Shadow plus fire, what could go wrong?",931,248,0,0,238454,39987,0,44,0,0
Lightforged Warframe,|cFFFFD200Vendor: |rVindicator Jaelaana|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArmy of the Light - Exalted|n|cFFFFD200Cost: |r625000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"The Army of the Light conducts quick, brutal hit-and-run attacks using these agile war machines.",932,248,0,2,239013,0,0,45,0,0
Obsidian Krolusk,|cFFFFD200Achievement: |rGlory of the Wartorn Hero|n|cFFFFD200Category: |rDungeons & Raids,This krolusk is marked with proof of surviving scores of trials and hardships.,933,230,0,5,239049,0,0,4,0,0
Swift Spectral Hippogryph,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.,934,242,64,5,239363,0,0,4,0,0
Blue Qiraji War Tank,|cFFFFD200World Event:|r Call of the Scarab|n,"The Qiraji War Tank has only been seen recently during the Call of the Scarab, could this hint at a resurfacing of the deadly creatures?",935,230,64,6,239766,0,0,4,0,0
Red Qiraji War Tank,|cFFFFD200World Event:|r Call of the Scarab|n,"The Qiraji War Tank has only been seen recently during the Call of the Scarab, could this hint at a resurfacing of the deadly creatures?",936,230,64,6,239767,0,0,4,0,0
Black Qiraji War Tank,|cFFFFD200Legacy|r |n,"The Qiraji War Tank has only been seen recently during the Call of the Scarab, could this hint at a resurfacing of the deadly creatures?",937,230,64,1,239770,0,0,4,0,0
Sable Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",939,230,0,2,242305,0,0,45,0,0
Highmountain Elderhorn,|cFFFFD200Drop:|r Highmountain Supplies|n,"The favored mount of Highmountain hunters, they can easily leap across the rushing rivers of Pinerock Basin even when saddled with a full-sized Tauren.",941,230,0,0,242874,0,0,45,0,0
Wild Dreamrunner,|cFFFFD200Drop:|r Dreamweaver Cache,"Dreamrunners flit between this world and the Emerald Dream at will, reveling in their wild nature.",942,248,0,0,242875,0,0,4,0,0
Cloudwing Hippogryph,|cFFFFD200Drop:|r Farondis Chest|n,"Moreso than normal hippogryphs, the cloudwings of Azsuna prefer to nest high up in mountain caves far above the cloud line.",943,248,0,0,242881,0,0,4,0,0
Valarjar Stormwing,|cFFFFD200Drop:|r Valarjar Strongbox|n,The beating of its wings sound like the rolling of thunder in the distance.,944,248,128,0,242882,0,0,4,0,0
Vicious War Fox,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Vicious as a fox.,945,230,4,2,242896,0,0,227,0,0
Vicious War Fox,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,Vicious as a fox.,946,230,4,2,242897,0,0,227,0,0
Riddler's Mind-Worm,|cFFFFD200Drop: |r Gift of the Mind-Seekers,"It feeds on your thoughts, even the ones you are thinking as you read this.",947,248,64,0,243025,0,0,4,0,0
Demonic Gladiator's Storm Dragon,|cFFFFD200Achievement: |rGladiator: Legion Season 7|n|cFFFFD200Category: |rPlayer vs. Player,"Born in the mountains of Stormheim, this terrifying fusion of storm and scale sets the sky ablaze in pursuit of its prey.",948,248,192,5,243201,0,0,4,0,0
Luminous Starseeker,|cFFFFD200In-Game Shop|r,"Energetic apex hunters of Argus, the panthara hunt by sensing the energy within living things. A panthara approaching a powerful energy source will visibly change color and become more excited.",949,248,0,9,243512,0,1.5,4,0,0
Shackled Ur'zul,|cFFFFD200Drop:|r Argus the Unmaker (Mythic)|n,"Formed from the tormented bodies and souls of fallen members of the Army of the Light, the Ur'zul is both fascinating and horrifying.",954,248,0,0,243651,0,0,4,0,0
Vile Fiend,"|cFFFFD200Drop: |rHoundmaster Kerrax
|cFFFFD200Zone: |rAntoran Wastes","Infused with acidic blood through a terrifying ritual, you can feel your control over this beast is tenuous at best.",955,230,0,0,243652,0,0,4,0,0
Leaping Veinseeker,|cFFFFD200Zone:|r Nazmir|n,"Bug spray and a hat with netting aren't going to do much in the swamps of Nazmir, bring a club.",956,248,0,0,243795,0,0,4,0,0
Spectral Pterrorwing,|cFFFFD200Vendor: |rNatal'hakata|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Faction: |rZandalari Empire - Exalted|n|cFFFFD200Cost: |r90000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Vengeful spectres abound in the spirit realm surrounding Dazar'alor.,958,248,4,2,244712,0,0,4,0,0
Stormwind Skychaser,|cFFFFD200Blizzcon 2017 |r,"""Give me all the engines you got."" - Engineer Cogspinner",959,248,68,7,245723,20068,0,4,0,0
Orgrimmar Interceptor,|cFFFFD200Blizzcon 2017 |r,A forward-mounted wolf's head cannon makes this air superiority fighter especially good at dogfighting.,960,248,68,7,245725,20069,0,4,0,0
Lucid Nightmare,|cFFFFD200Drop:|r Puzzler's Desire,"When riding this mount, your thoughts often wander to far-off places.",961,248,0,0,247402,0,0,4,0,0
Darkmoon Dirigible,|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r1000|Hcurrency:515|h|TInterface\ICONS\INV_Misc_Ticket_Darkmoon_01.blp:0|t|h,"Silas considered using his fleet of blimps for marketing, but decided that selling them directly was all the marketing he needed.",962,248,0,2,247448,0,0,4,0,0
Bloodgorged Crawg,|cFFFFD200Achievement: |rGlory of the Uldir Raider|n|cFFFFD200Category: |rDungeons & Raids,This crawg was left alone to feast on G'huun's corrupted blood and rot. He was so happy.,963,230,0,5,250735,0,0,4,0,0
Amethyst Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",964,230,0,2,253004,0,0,45,0,0
Cerulean Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",965,230,0,2,253007,0,0,45,0,0
Beryl Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",966,230,0,2,253005,0,0,45,0,0
Umber Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",967,230,0,2,253008,0,0,45,0,0
Russet Ruinstrider,|cFFFFD200Vendor: |rToraan the Revered|n|cFFFFD200Zone: |rArgus|n|cFFFFD200Faction: |rArgussian Reach - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Talbuks, native to Argus, have evolved chitinous plates to survive the decades of ceaseless war that ravages the landscape.",968,230,0,2,253006,0,0,45,0,0
Maddened Chaosrunner,|cFFFFD200Drop: |rWrangler Kravos|n|cFFFFD200Zone: |rEredath,The Army of the Light could only save so many of Argus' native species; countless numbers were lost to chaos.,970,230,0,0,253058,0,0,45,0,0
Antoran Charhound,"|cFFFFD200Drop: |rShatug|n|cFFFFD200Zone: |rAntorus, the Burning Throne","Sargeras' own hound was maybe once a felstalker, but over the years the Dark Titan reforged and reshaped his companion into something much more powerful. When, at last, he was pleased with his creation, he set about creating more of the hounds, and imbuing them with shadow and flame.",971,248,0,0,253088,0,0,4,0,0
Antoran Gloomhound,|cFFFFD200Achievement: |rGlory of the Argus Raider|n|cFFFFD200Category: |rDungeons & Raids,"Sargeras' own hound was maybe once a felstalker, but over the years the Dark Titan reforged and reshaped his companion into something much more powerful. When, at last, he was pleased with his creation, he set about creating more of the hounds, and imbuing them with shadow and flame.",972,248,0,5,253087,0,0,4,0,0
Lambent Mana Ray,|cFFFFD200Drop: |rVenomtail Skyfin|n|cFFFFD200Zone: |rEredath,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",973,248,0,0,253107,0,0,4,0,0
Vibrant Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",974,248,0,0,253106,0,0,4,0,0
Felglow Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,The Army of the Light could only save so many of Argus' native species; countless numbers were lost to chaos.,975,248,0,0,253108,0,0,4,0,0
Scintillating Mana Ray,|cFFFFD200Drop:|r Fel-Spotted Egg,"Some of the natural wildlife of Argus, like the mana ray, has survived and adapted to life on the shattered world.",976,248,0,0,253109,0,0,4,0,0
Violet Spellwing,|cFFFFD200Quest:|r Blood of a Titan|n|cFFFFD200Zone:|r Dalaran|n,A gift from the Council of Six for saving Azeroth from the threat of the Legion once more.,978,248,0,1,253639,0,1,4,0,0
Crimson Slavermaw,|cFFFFD200Drop: |rBlistermaw|n|cFFFFD200Zone: |rAntoran Wastes,"Answers to a series of noises that cannot be made by non-demonic creatures but roughly translates to ""Deathslobber.""",979,230,0,0,253661,0,0,4,0,0
Acid Belcher,|cFFFFD200Drop: |rSkreeg the Devourer|n|cFFFFD200Zone: |rEredath,Twice as acid-filled as the usual fiend.,980,230,0,0,253662,0,0,4,0,0
Biletooth Gnasher,|cFFFFD200Drop: |rArgus,Its bite is definitely worse than its bark-like gurgling sound.,981,230,0,0,253660,0,0,4,0,0
Pond Nettle,|cFFFFD200Profession: |rFishing,"This miraculous aquatic species can survive in the harshest environments, perhaps even the void of space.",982,254,2064,3,253711,0,1,44,0,0
Glorious Felcrusher,|cFFFFD200Drop:|r Gleaming Footlocker,"After Alleria and Turalyon explained the usefulness of the Draenei's long-time companion animal, the Army of the Light brought several into the fold for training.",983,230,0,0,254069,0,0,44,0,0
Blessed Felcrusher,|cFFFFD200Drop:|r Gleaming Footlocker,"After Alleria and Turalyon explained the usefulness of the Draenei's long-time companion animal, the Army of the Light brought several into the fold for training.",984,230,0,0,254258,0,0,44,0,0
Avenging Felcrusher,|cFFFFD200Drop:|r Gleaming Footlocker,"After Alleria and Turalyon explained the usefulness of the Draenei's long-time companion animal, the Army of the Light brought several into the fold for training.",985,230,0,0,254259,0,0,44,0,0
Bleakhoof Ruinstrider,"|cFFFFD200Achievement: |r...And Chew Mana Buns
|cFFFFD200Category: |rLegion",The Army of the Light could only save so many of Argus' native species; countless numbers were lost to chaos.,986,230,0,5,254260,0,0,45,0,0
Valorous Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,987,291,264,1,254471,0,0,4,0,0
Vengeful Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,989,291,264,1,254472,0,0,4,0,0
Vigilant Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,990,291,264,1,254473,0,0,4,0,0
Golden Charger,|cFFFFD200Paladin|r,Redeemed by the Light. Devoted to your cause.,991,291,264,1,254474,0,0,4,0,0
Squawks,|cFFFFD200Drop:|r Island Expeditions|n,"Guess why he's called that? It's not because he's a nice, quiet pet.",993,248,0,0,254811,0,0,43,0,0
Sharkbait,|cFFFFD200Drop: |rHarlan Sweete|n|cFFFFD200Zone: |rFreehold (Mythic)|n|n|cFFFFD200Treasure: |rChallenger's Cache|n|cFFFFD200Zone: |rFreehold,Sharkbait's loyalty lies with whomever keeps the crackers coming.,995,248,0,0,254813,0,0,43,0,0
Seabraid Stallion,|cFFFFD200Promotion:|r Battle for Azeroth Collector's Edition|n,"Horses in the Kul Tiran military are bred from an early age not to fear the sea, and revel in galloping along the shoreline and through the spray.",996,230,4,7,255695,20068,0,4,0,0
Gilded Ravasaur,|cFFFFD200Promotion:|r Battle for Azeroth Collector's Edition|n,"A mount fit for Zandalari high priests and councilers, gilded with only the finest decoration and blessed by Rezan, the great devilsaur loa.",997,230,4,7,255696,20069,0,4,0,0
Xiwyllag ATV,|cFFFFD200Profession:|r Blacksmithing & Engineering|n,It was said that this invention was modeled after the likeness of a very wealthy goblin. Although others don't really see the resemblance.,999,248,0,3,256123,0,0,45,0,0
Lightforged Felcrusher,|cFFFFD200Achievement: |rAllied Races: Lightforged Draenei,"A gift of thanks from the Lightforged draenei, this stalwart elekk is conditioned to charge headlong into darkness without fear.",1006,230,68,5,258022,20068,0,44,0,0
Highmountain Thunderhoof,|cFFFFD200Achievement: |rAllied Races: Highmountain Tauren,A gift from the tauren who trained this sure-footed highland moose to safely traverse the paths and peaks of Highmountain.,1007,230,68,5,258060,20069,0,45,0,0
Nightborne Manasaber,|cFFFFD200Achievement: |rAllied Races: Nightborne,"Born capable of sniffing out concentrations of arcane energy, this noble cat was presented with thanks to a proven ally of the nightborne.",1008,230,68,5,258845,20069,0,4,0,0
Starcursed Voidstrider,|cFFFFD200Achievement: |rAllied Races: Void Elf,This shadow-infused strider embodies the elves' commitment to harness the power of the Void in the name of the Alliance.,1009,230,68,5,259202,20068,0,4,0,0
Admiralty Stallion,|cFFFFD200Vendor: |rProvisioner Fray|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Faction: |rProudmoore Admiralty - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,These sleek white stallions are the few mounts allowed to embark on Kul Tiran ships.,1010,230,4,2,259213,0,0,43,0,0
"Shu-Zen, the Divine Sentinel",|cFFFFD200In-Game Shop|r |n,"As the Golden Lotus worked tirelessly to repair the Vale of Eternal Blossoms, a single statue came to life and wordlessly defended them from the Sha that assaulted them. Believed by some to be a sign of good fortune and others to be a gift from the Light, Shu-Zen provides faithful companionship to any that would defend Azeroth from the maddening whispers of the Old Gods.",1011,248,0,9,259395,0,2,4,0,0
Green Marsh Hopper,|cFFFFD200Vendor: |rGottum|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r333333|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Gottum collects spawns of Krag'wa from all around the Frogmarsh, but only the most bulbous are used as mounts.",1012,230,0,2,259740,0,0,4,0,0
Honeyback Harvester,|cFFFFD200Quest: |rLeaving the Hive: Harvester|n|cFFFFD200Zone: |rStormsong Valley,"While most Harvesters dream only of honey and flowers, this adventurous specimen looks to the wide world beyond Stormsong Valley.",1013,248,0,1,259741,0,0,4,0,0
Dapple Gray,|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,A favored mount of the sea priests who call Stormsong home.,1015,230,4,2,260172,0,0,43,0,0
Smoky Charger,|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Among the oldest horse breeds in Kul Tiras, they even led many a charge in the original struggle with the drust.",1016,230,4,2,260173,0,0,43,0,0
Terrified Pack Mule,|cFFFFD200Zone:|r Drustvar|n,This poor mule was around Drustvar when the witches took over. He's seen too much.,1018,230,0,0,260174,0,0,43,0,0
Goldenmane,|cFFFFD200Zone:|r Stormsong|n,"Lord Stormsong ordered his cronies to steal this horse from the Norwington Estate in Tiragarde, as he was covetous of its luscious golden mane.",1019,230,0,0,260175,0,0,43,0,0
The Hivemind,|cFFFFD200Drop:|r The Hivemind|n,A true union of minds.,1025,248,5314,0,261395,0,0,4,0,0
Vicious War Basilisk,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|Hitem:103533|h|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t|h,Its breath is worse than its bite.,1026,230,4,2,261434,0,0,43,0,0
Vicious War Basilisk,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Its breath is worse than its bite.,1027,230,4,2,261433,0,0,43,0,0
Mecha-Mogul Mk2,|cFFFFD200Profession:|r Engineering|n,The Mk2 is an updated design with a focus on comfort and reliability over firepower.,1028,248,0,3,261437,0,0,4,0,0
Dread Gladiator's Proto-Drake,|cFFFFD200Achievement:|r Gladiator: Battle for Azeroth Season 1|n|cFFFFD200Category:|r Player vs. Player|n,They say that proto-drakes can smell fear. This iron-bound monster FEEDS off of it.,1030,248,192,5,262022,0,0,44,0,0
