Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,MinimapAtlasMemberID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
"Silver Tide Hollow, Vashj'ir",-6105.61,4285.08,-350.5,0,0.015,0,0,522,0,0,54,3,0,4689,0,0,0,40848,40848
"Tranquil Wash, Vashj'ir",-6616.4,4308.28,-564.077,0.002,-0.002,0,0,523,0,0,60,1,0,4689,0,0,0,0,40848
"Darkbreak Cove, Vashj'ir",-6902.25,5943.82,-766.516,0.02,-0.055,0,0,524,0,0,59,1,0,4689,0,0,0,0,40848
"Legion's Rest, Vashj'ir",-6805.63,4199.85,-480.947,-0.007,-0.03,0,0,525,0,0,157,2,0,4689,0,0,0,40848,0
"Tenebrous Cavern, Vashj'ir",-6507.99,6075.25,-671.461,0.072,0.025,0,0,526,0,0,161,2,0,4689,0,0,0,40848,0
"Dawnrise Expedition, Tanaris",-9487.89,-2467.13,16.7286,0,0,0,0,531,1,0,78,2,0,4689,0,0,0,2224,0
"Gunstan's Dig, Tanaris",-9493.71,-2953.99,12.6826,0,0,0,0,532,1,0,81,1,0,4689,0,0,0,0,541
"Sen'jin Village, Durotar",-780.267,-4890.28,19.6215,-0.005,0,0,0,536,1,0,63,2,0,4689,0,0,0,3574,0
"Razor Hill, Durotar",269.917,-4766.76,11.4946,0,0.008,0,0,537,1,0,62,2,0,4689,0,0,0,2224,0
test - JZB - Orgrim's Hammer,4.65694,-2.34398,34.3213,0,0,0,0,538,622,0,0,0,0,4689,0,0,0,0,0
"Bootlegger Outpost, Tanaris",-8683.09,-4088.1,40.0553,0.01,0.014,0,0,539,1,0,77,3,0,4689,0,0,0,2224,541
"The Sludgewerks, Stonetalon Mountains",1825.94,727.208,162.123,0.01,0,0,0,540,1,0,165,2,0,4689,0,0,0,2224,0
"Mirkfallon Post, Stonetalon Mountains",1379.42,1034.86,165.088,0.011,0,0,0,541,1,0,170,1,0,4689,0,0,0,0,3837
"Whelgar's Retreat, Wetlands",-3222.93,-1989.49,50.5475,0.016,0,0,0,551,0,0,168,1,0,4689,0,0,0,0,541
"Greenwarden's Grove, Wetlands",-3306.65,-2718.69,20.4836,-0.006,0,0,0,552,0,0,162,1,0,4689,0,0,0,0,3837
"Dun Modr, Wetlands",-2656.54,-2464.28,80.3378,0,0,0,0,553,0,0,176,1,0,4689,0,0,0,0,541
"Slabchisel's Survey, Wetlands",-4113.6,-2741.21,18.9911,0.01,-0.005,0,0,554,0,0,169,1,0,4689,0,0,0,0,541
"Farstrider Lodge, Loch Modan",-5668.31,-4253.44,407.015,0.02,0.005,0,0,555,0,924,84,1,0,4689,0,0,0,0,541
"Shrine of Aviana, Hyjal",4987.87,-2676.19,1426.36,0,0,0,0,557,1,0,137,3,0,4689,0,0,0,3837,3837
"Grove of Aessina, Hyjal",5163.51,-1760.58,1338.47,0.01,-0.015,0,0,558,1,0,91,3,0,4689,0,0,0,3837,3837
"Nordrassil, Hyjal",5584.06,-3569.84,1570.6,0,0,0,0,559,1,0,90,3,0,4689,0,0,0,3837,3837
"Quest Path 2171: [3.x] Transport, Org -> Undercity (Thundercaller)",1281.25,-4803.46,19.6778,0,0,0,0,560,1,0,0,0,0,4689,0,0,0,3574,3574
"Quest Path 2172: [3.x] Transport, Thunder Bluff -> Org (Zephyr)",1338.45,-4788.79,23.7209,0,0,0,0,561,1,0,0,0,0,4689,0,0,0,3574,3574
"Quest Path 2173: [3.x] Transport, Borean Tundra -> Org (Mighty Wind)",1288.01,-4702.07,18.9683,0,0,0,0,562,1,0,0,0,0,4689,0,0,0,3574,3574
"Quest Path 2174: [3.x] Transport, Grom'gol -> Orgrimmar (The Iron Eagle)",1283.84,-4644.63,34.7567,0,0,0,0,563,1,0,0,0,0,4689,0,0,0,3574,3574
Quest Path 2175: Stonetalon 4.x - Taxi to Thal'darah Overlook Start,2146.43,1538.28,341.244,0,0,0,0,564,1,0,0,0,0,4689,0,0,0,27127,27127
"Dreamer's Rest, Feralas",-3136.62,1951.67,41.5988,0.01,-0.01,0,0,565,1,0,155,1,0,4689,0,0,0,0,3837
"Tower of Estulan, Feralas",-4863.64,1478.16,84.8475,0,0,0,0,567,1,0,88,1,0,4689,0,0,0,0,3837
"Camp Ataya, Feralas",-3081.7,2560.1,50.1791,-0.007,0,0,0,568,1,0,158,2,0,4689,0,0,0,2224,0
"Stonemaul Hold, Feralas",-4606.52,1898.19,107.849,0,0,0,0,569,1,0,89,2,0,4689,0,0,0,2224,0
Quest Path 2201: Dun Morogh - Quest - Flight to Ironforge Airfield,-4490.06,-1585.56,509.005,0,0,0,0,574,0,0,0,0,0,4689,0,0,0,28625,28625
Quest Path 2203: Dun Morogh - Quest - Striking Back (Bombing Run),-4560.15,-1641.19,503.324,0,0,0,0,575,0,0,0,0,0,4689,0,0,0,42097,42097
"Quest Path 2206: Ironforge, Dun Morogh - Quest - Breadcrumb to Loch Modan",-5530.82,-2377.98,400.609,0,0,0,0,577,0,0,0,0,0,4689,0,0,0,541,541
Quest Path 2207: Dun Morogh - Quest - Flight to Gol'Bolar from Ironforge Airfield,-5689.37,-1568.73,383.231,0,0,0,0,578,0,0,0,0,0,4689,0,0,0,28625,28625
"Goldshire, Elwynn",-9433.99,85.1493,56.734,0.005,-0.01,0,0,582,0,0,96,1,0,4689,0,0,0,0,541
"Moonbrook, Westfall",-10876.9,1542.88,54.5289,0,0,0,0,583,0,0,92,1,0,4689,0,0,0,0,541
"Furlbrow's Pumpkin Farm, Westfall",-9838.51,1273.93,40.7067,0.01,0,0,0,584,0,0,95,1,0,4689,0,0,0,0,541
"Quest Path 293: Transport, Auberdine -> Rut'theran Village, Teldrassil (NO LONGER USED in 4.x)",8334.76,1029.83,22.7917,0,0,0,0,585,1,0,0,0,0,4689,0,0,0,3574,3574
Justin Test Node 1,2186.69,1241.3,465.705,0,0,0,0,586,1,0,0,0,0,4689,0,0,0,42886,27397
Justin Test Node 2,2186.69,1241.3,465.705,0,0,0,0,587,1,0,0,0,0,4689,0,0,0,27397,27397
"Eastvale Logging Camp, Elwynn",-9475.71,-1306.74,44.1496,0.005,0.007,0,0,589,0,0,97,1,0,4689,0,0,0,0,541
"Fort Livingston, Stranglethorn",-12828.8,-413.71,12.9666,0,0.003,0,0,590,0,0,98,1,0,4689,0,0,0,0,541
"Explorers' League Digsite, Stranglethorn",-13600.9,-85.5486,37.8078,0.01,-0.015,0,0,591,0,0,103,1,0,4689,0,0,0,0,541
"Hardwrench Hideaway, Stranglethorn",-13288.3,722.028,3.75389,0.007,0,0,0,592,0,0,175,2,0,4689,0,0,0,2224,0
"Bambala, Stranglethorn",-12092.2,-814.099,42.3411,-0.007,0,0,0,593,0,0,174,2,0,4689,0,0,0,2224,0
"Whisperwind Grove, Felwood",6078.51,-844.998,412.274,0,-0.024,0,0,594,1,0,104,3,0,4689,0,0,0,54271,3837
"Wildheart Point, Felwood",4734.16,-883.806,342.934,0,0,0,0,595,1,0,105,3,0,4689,0,0,0,2224,3837
"Shalewind Canyon, Redridge",-9641.67,-3479.37,121.956,0,0.01,0,0,596,0,0,173,1,0,4689,0,0,0,0,541
"Irontree Clearing, Felwood",6892.69,-1620.41,503.106,0,-0.008,0,0,597,1,0,106,2,0,4689,0,0,0,2224,0
"Marshtide Watch, Swamp of Sorrows",-10176.6,-3836.54,17.986,0,0.027,0,0,598,0,0,108,1,0,4689,0,0,0,0,541
"Bogpaddle, Swamp of Sorrows",-9737.08,-3890.72,22.73,-0.007,-0.005,0,0,599,0,0,107,3,0,4689,0,0,0,2224,541
"The Harborage, Swamp of Sorrows",-10118.6,-2852.48,23.4641,-0.01,0.015,0,0,600,0,0,109,5,0,4689,0,0,0,0,3837
"Galen's Fall, Arathi",-952.377,-1585.74,51.3004,0,0,0,0,601,0,64389,172,14,0,4689,0,0,0,3574,0
"Surwich, Blasted Lands",-12761.9,-2919.04,7.04836,-0.008,0.005,0,0,602,0,46758,110,9,0,4689,0,0,46758,0,3837
"Sunveil Excursion, Blasted Lands",-12357.6,-3058.23,90.3242,0,0,0,0,603,0,46791,111,10,0,4689,0,0,0,19917,0
"Dreadmaul Hold, Blasted Lands",-10933.3,-2790.98,25.6968,-0.01,0.015,0,0,604,0,46791,112,14,0,4689,0,0,0,2224,0
"Voldrin's Hold, Vashj'ir",-7209.71,3925.85,14.7466,0,0,0,0,605,0,0,134,1,0,4689,0,0,0,0,541
"Sandy Beach, Vashj'ir",-5310.85,3914.42,3.22433,0,0,0,0,606,0,0,133,1,0,4689,0,0,0,0,541
"Sandy Beach, Vashj'ir",-5267.35,3900.27,0.974906,0,0,0,0,607,0,0,131,1,0,4689,0,0,0,0,40848
"Sandy Beach, Vashj'ir",-5671.02,3720.07,1.91569,0,0,0,0,608,0,0,115,2,0,4689,0,0,0,2224,0
"Sandy Beach, Vashj'ir",-5669.19,3711.81,1.16278,0,0,0,0,609,0,0,114,2,0,4689,0,0,0,40848,0
"Stygian Bounty, Vashj'ir",-6878.52,4244.71,9.77592,0.04,0,0,0,610,0,0,116,2,0,4689,0,0,0,2224,0
"Voldrin's Hold, Vashj'ir",-7198.97,3912.36,3.8512,0,0,0,0,611,0,0,132,1,0,4689,0,0,0,0,40848
"Stygian Bounty, Vashj'ir",-6880.17,4278.06,2.1513,0.05,0,0,0,612,0,0,178,2,0,4689,0,0,0,40848,0
"Southern Rocketway, Azshara",2647.79,-6214.4,100.111,0.004,0,0,0,613,1,0,135,2,0,4689,0,0,0,28625,0
"Northern Rocketway, Azshara",4611.38,-7041.8,153.843,0.007,0,0,0,614,1,0,136,2,0,4689,0,0,0,28625,0
"Camp Everstill, Redridge",-9446.64,-2836.99,64.5761,0.01,-0.008,0,0,615,0,0,171,1,0,4689,0,0,0,0,541
"Gates of Sothann, Hyjal",4059.4,-3966.75,970.149,0.012,-0.01,0,0,616,1,0,138,3,0,4689,0,0,0,43538,43538
"Hiri'watha Research Station, The Hinterlands",-25.776,-2821.78,125.17,0,0.008,0,0,617,0,0,143,2,0,4689,0,0,0,3574,0
"Stormfeather Outpost, The Hinterlands",312.326,-4105.36,118.289,0.007,0.003,0,0,618,0,0,142,1,0,4689,0,0,0,0,541
"Kharanos, Dun Morogh",-5660.8,-494.851,397.008,0.007,0,0,0,619,0,0,144,1,0,4689,0,0,0,0,541
"Gol'Bolar Quarry, Dun Morogh",-5714.14,-1578.64,383.204,0.012,0.008,0,0,620,0,0,145,1,0,4689,0,0,0,0,541
Quest Path 2367: QA's Test Path 1,2845.94,769.965,0,0,0,0,0,621,606,0,0,0,0,4689,0,0,0,13161,13161
"Raven Hill, Duskwood",-10737.6,267.043,42.3478,0,-0.009,0,0,622,0,0,177,1,0,4689,0,0,0,0,541
Quest Path 2374: Deeopholm Test Copy,1222.72,-278.976,42.0255,0,0,0,0,623,646,0,0,0,0,4689,0,0,0,3574,3574
"Azure Watch, Azuremyst Isle",-4130.08,-12520.5,44.3305,0.01,-0.01,0,0,624,530,924,146,1,0,4689,0,0,0,0,3837
"Fairbreeze Village, Eversong Woods",8745.78,-6654.12,69.9166,-0.006,0,0,0,625,530,0,181,2,0,4689,0,0,0,19917,0
"Quest Path 508: zzzThe Exodar -> Blood Watch, Bloodmyst Isle",-3864.99,-11643.3,-137.646,0,0,0,0,626,530,0,0,0,0,4689,0,0,0,3837,3837
"Quest Path 2376: zzzThe Exodar -> Azure Watch, Azuremyst Isle",-3864.26,-11646.1,-137.637,0,0,0,0,627,530,0,0,0,0,4689,0,0,0,3837,3837
"Quest Path 507: zzzBlood Watch, Bloodmyst Isle -> The Exodar",-3865.95,-11644.6,-137.649,0,0,0,0,628,530,0,0,0,0,4689,0,0,0,3837,3837
"Quest Path 2375: zzzAzure Watch, Azuremyst Isle -> The Exodar",-3870.3,-11645.7,-137.672,0,0,0,0,629,530,0,0,0,0,4689,0,0,0,3837,3837
"Light's Shield Tower, Eastern Plaguelands",2262.1,-4411.52,111.652,0.015,0,0,0,630,0,0,148,3,0,4689,0,0,0,44248,44248
"Falconwing Square, Eversong Woods",9501.93,-6767.09,16.4936,0,0.01,0,0,631,530,0,180,2,0,4689,0,0,0,19917,0
"Bloodwatcher Point, Badlands",-6898.25,-3513.99,242.085,0,-0.015,0,0,632,0,0,186,2,0,4689,0,0,0,2224,0
"Dustwind Dig, Badlands",-6594.09,-3401.18,279.209,0,0,0,0,633,0,0,188,1,0,4689,0,0,0,0,541
"Dragon's Mouth, Badlands",-7034.53,-2570.79,252.153,0.007,-0.009,0,0,634,0,0,182,1,0,4689,0,0,0,0,541
"Fuselight, Badlands",-6574.94,-3875.13,390.94,0.007,0,0,0,635,0,0,187,3,0,4689,0,0,0,2224,541
"Forsaken High Command, Silverpine Forest",1421.02,1018.23,52.6672,0,-0.015,0,0,645,0,0,193,2,0,4689,0,0,0,3574,0
"Forsaken Forward Command, Gilneas",-910.221,1638.6,68.3696,0,0,0,0,646,0,10723,189,2,0,4689,0,0,0,3574,0
"Andorhal, Western Plaguelands",1511.8,-1586.95,64.3419,0.004,0,0,0,649,0,0,194,2,0,4689,0,0,0,3574,0
"Andorhal, Western Plaguelands",1374.23,-1281.94,59.174,0,0,0,0,650,0,10988,197,1,0,4689,0,0,0,0,541
"The Menders' Stead, Western Plaguelands",1864.32,-1755.82,59.662,0.01,-0.007,0,0,651,0,0,198,3,0,4689,0,0,0,3837,3837
"Ramkahen, Uldum",-9415.02,-1042.97,113.396,0,0,0,0,652,1,0,221,3,0,4689,0,0,0,2224,541
"Oasis of Vir'sar, Uldum",-8375.47,791.259,148.422,0,0,0,0,653,1,0,219,3,0,4689,0,0,0,48277,48277
"The Forsaken Front, Silverpine Forest",-114.142,1312.32,56.7416,-0.008,0,0,0,654,0,0,199,2,0,4689,0,0,0,3574,0
"Crushblow, Twilight Highlands",-4831.76,-4848.93,198.947,0,0,0,0,656,0,0,201,2,0,4689,0,0,0,2224,0
"The Gullet, Twilight Highlands",-3494.63,-4379.48,210.492,0.017,-0.0005,0,0,657,0,0,206,2,0,4689,0,0,0,2224,0
"Vermillion Redoubt, Twilight Highlands",-3032.76,-3940.97,282.327,0.013,-0.008,0,0,658,0,10950,204,3,0,4689,0,0,0,26899,26899
"Bloodgulch, Twilight Highlands",-3637.56,-5288.19,42.6442,0.01,-0.007,0,0,659,0,0,210,2,0,4689,0,0,0,2224,0
"The Krazzworks, Twilight Highlands",-2780.18,-6409.28,231.905,0,0,0,0,660,0,0,200,2,0,4689,0,0,0,28625,0
"Dragonmaw Port, Twilight Highlands",-4012.45,-6329.25,39.309,0,0,0,0,661,0,0,211,2,0,4689,0,0,0,2224,0
"Highbank, Twilight Highlands",-4863.1,-6740.61,9.41677,0,0,0,0,662,0,0,203,1,0,4689,0,0,0,0,541
"Victor's Point, Twilight Highlands",-4170.55,-4748.93,126.787,0,0,0,0,663,0,0,202,1,0,4689,0,0,0,0,541
"Firebeard's Patrol, Twilight Highlands",-4183.9,-5620.15,25.2103,0,-0.008,0,0,664,0,0,207,1,0,4689,0,0,0,0,541
"Thundermar, Twilight Highlands",-3146.92,-4994.28,128.485,-0.007,-0.015,0,0,665,0,0,208,1,0,4689,0,0,0,0,541
"Kirthaven, Twilight Highlands",-2689.43,-5427.53,190.207,0.015,-0.008,0,0,666,0,0,209,1,0,4689,0,0,0,0,541
"Ruins of Southshore, Hillsbrad",-661.837,-536.493,28.215,0,0.009,0,0,667,0,0,212,2,0,4689,0,0,0,3574,0
"Southpoint Gate, Hillsbrad",-605.184,435.465,79.4447,-0.006,0,0,0,668,0,0,214,2,0,4689,0,0,0,3574,0
"Eastpoint Tower, Hillsbrad",-566.889,-1051.2,59.4055,0,-0.007,0,0,669,0,0,215,2,0,4689,0,0,0,3574,0
"Strahnbrad, Alterac Mountains",622.851,-979.578,169.621,0.009,0.02,0,0,670,0,0,216,2,0,4689,0,0,0,3574,0
"Hearthglen, Western Plaguelands",2839.78,-1500.51,146.089,0,0.03,0,0,672,0,0,217,3,0,4689,0,0,0,44248,44248
"Iron Summit, Searing Gorge",-7123.06,-1236.63,290.131,0,-0.005,0,0,673,0,0,218,3,0,4689,0,0,0,2224,541
"Schnottz's Landing, Uldum",-10711.9,1059.62,24.149,0,0,0,0,674,1,0,220,3,0,4689,0,0,75733,28360,28360
"Flamestar Post, Burning Steppes",-8092.26,-1025.79,132.666,-0.012,0,0,0,675,0,0,222,3,0,4689,0,0,0,2224,541
"Chiselgrip, Burning Steppes",-7865.93,-1919.53,144.722,0,-0.015,0,0,676,0,0,223,3,0,4689,0,0,0,2224,541
"Forsaken Rear Guard, Silverpine Forest",1056.06,1518.9,30.1384,0,0,0,0,681,0,0,224,2,0,4689,0,0,0,3574,0
Quest Path 1843: Transport - Gadgetzan to ??? JZB RVM Test [DISABLED],-7141.79,-3977.98,6.68657,0,0,0,0,682,1,0,0,0,0,4689,0,0,0,36071,36071
"Valormok, Azshara",2988.13,-4161.36,101.27,0,-0.01,0,0,683,1,0,225,6,0,4689,0,0,0,2224,0
Quest Path 2653: 4.1 - ZG Event - Rebel Camp -> Explorers' League,-13602.4,-81.4219,36.7916,0,0,0,0,728,0,0,0,0,0,4689,0,0,0,541,541
Quest Path 2695: PattyMac Taxi Path Speed Test,16626.7,16747.6,40.5766,0,0,0,0,757,451,0,0,0,0,4689,0,0,0,28783,28783
"Sanctuary of Malorne, Hyjal",4397.79,-2107.53,1204.34,0,0,0,0,781,1,0,229,3,0,4689,0,0,0,3837,3837
Quest Path 2837: Quest - Jade Forest: (DLA) - Dawnblossom to Jade Mines,2403.86,-2097.16,227.342,0,0,0,0,888,870,0,0,0,0,4689,0,0,0,61559,61559
"Grookin Hill, Jade Forest",1418.57,-487.703,355.96,0.01,-0.01,0,0,894,870,17197,262,6,0,4689,0,0,0,2224,0
"Dawn's Blossom, Jade Forest",1503.71,-1832.13,246.2,0.01,-0.01,0,0,895,870,0,228,3,0,4689,0,0,0,61559,61587
Dragon Soul Raid - Wyrmrest Temple Base,-1786.57,-2393.29,45.5805,0,0,0,0,906,967,0,0,0,0,4689,0,0,0,31717,31717
Dragon Soul Raid - East Sarlac,-1768.58,-3034.75,149.94,0,0,0,0,907,967,0,241,0,0,4689,0,0,0,31717,31717
Quest Path 2954: Quest - Valley of the Four Winds (Flyback: Chen A) PRK,516.089,-698.269,247.142,0,0,0,0,918,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2955: Quest - Valley of the Four Winds (Flyback: Chen B) PRK,-44.6667,-22.2465,154.05,0,0,0,0,919,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2956: Quest - Valley of the Four Winds (Flyback: Chen C) PRK,-203.743,481.774,187.189,0,0,0,0,920,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2957: Quest - Valley of the Four Winds (Flyback: Chen D) PRK,-688.641,1415.73,135.846,0,0,0,0,921,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2958: Quest - Valley of the Four Winds (Flyback: Sad Panda A) PRK,-351.762,-633.401,118.358,0,0,0,0,922,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2959: Quest - Valley of the Four Winds (Flyback: Sad Panda B) PRK,-1159.09,1035.21,21.8841,0,0,0,0,923,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2960: Quest - Valley of the Four Winds (Flyback: Horde A) PRK,-894.295,123.981,13.1515,0,0,0,0,924,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2961: Quest - Valley of the Four Winds (Flyback: Alliance A) PRK,-1123.55,-191.705,31.3927,0,0,0,0,925,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2962: Quest - Valley of the Four Winds (Flyback: Horde B) PRK,-1679.97,1593.72,16.0129,0,0,0,0,926,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2963: Quest - Valley of the Four Winds (Flyback: Alliance B) PRK,-1157.73,1768.96,16.989,0,0,0,0,927,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 2986: Jade Forest: -hmc (Taxi: Glassfin Village to Dawnblossom),1502.52,-1831.86,246.199,0,0,0,0,935,870,0,0,0,0,4689,0,0,0,61201,61201
Quest Path 3002: Jade Forest: -hmc (Taxi: Serpent's Spine to Statue Top),832.38,-1861.92,172.21,0,0,0,0,949,870,0,0,0,0,4689,0,0,0,61559,61559
Quest Path 3003: Jade Forest: -hmc (Taxi: Statue Top to Serpent's Spine),859.642,-1916.19,63.513,0,0,0,0,950,870,0,0,0,0,4689,0,0,0,61559,61559
Quest Path 3004: Quest - Jade Forest - Fort Grookin -> Ka Pao Rise ,522.434,-1665.89,198.9,0,0,0,0,951,870,0,0,0,0,4689,0,0,0,60799,60799
Quest Path 3018: Quest - Jade Forest - Glassfin Village -> Ka Pao Rise ,522.434,-1665.89,198.9,0,0,0,0,963,870,0,0,0,0,4689,0,0,0,60799,60799
"Paw'Don Village, Jade Forest",-307.2,-1762.77,61.5927,0.01,-0.01,0,0,966,870,0,232,1,0,4689,0,0,0,0,61587
"The Arboretum, Jade Forest",1600.66,-2530.27,152.212,0.01,-0.01,0,0,967,870,0,231,3,0,4689,0,0,0,61559,61587
"Jade Temple Grounds, Jade Forest",773.247,-2358.96,120.98,0.01,-0.01,0,0,968,870,0,233,3,0,4689,0,0,0,61559,61587
"Sri-La Village, Jade Forest",2550.76,-2418.32,23.9507,0.01,-0.01,0,0,969,870,0,230,3,0,4689,0,0,0,61559,61587
"Emperor's Omen, Jade Forest",2400.75,-2099.43,228.034,0.01,-0.01,0,0,970,870,0,50,3,0,4689,0,0,0,61559,61587
"Tian Monastery, Jade Forest",2505.9,-1590.89,400.868,0.01,-0.01,0,0,971,870,0,3,3,0,4689,0,0,0,61559,61587
"Pearlfin Village, Jade Forest",-186.097,-2594.61,0.944614,0.01,-0.01,0,0,972,870,0,261,1,0,4689,0,0,0,0,61559
"Honeydew Village, Jade Forest",2927.16,-509.184,268.856,0,0,0,0,973,870,0,1,2,0,4689,0,0,0,61559,0
"Pang's Stead, Valley of the Four Winds",543.915,-637.814,257.775,0,0,0,0,984,870,0,239,7,0,4689,0,0,0,61559,61587
"Halfhill, Valley of the Four Winds",-221.326,464.559,185.442,0,0,0,0,985,870,0,238,3,0,4689,0,0,0,61559,61587
"Zhu's Watch, Krasarang Wilds",-375.684,-647.965,117.516,0,0,0,0,986,870,0,234,3,0,4689,0,0,0,61559,61587
"Thunder Cleft, Krasarang Wilds",-878.276,171.403,13.4901,0,0,0,0,987,870,0,237,6,0,4689,0,0,0,2224,0
"The Incursion, Krasarang Wilds",-1125.31,-227.747,31.3673,0,0,0,0,988,870,0,236,1,0,4689,0,0,0,0,3837
"Stoneplow, Valley of the Four Winds",-436.54,1886.7,131.13,0,0,0,0,989,870,0,243,3,0,4689,0,0,0,61559,61587
"Dawnchaser Retreat, Krasarang Wilds",-1685.68,1590.34,16.1384,0,0,0,0,990,870,0,242,2,0,4689,0,0,0,2224,0
"Sentinel Basecamp, Krasarang Wilds",-1156.61,1770.38,16.989,0,0,0,0,991,870,0,240,5,0,4689,0,0,0,0,3837
"Cradle of Chi-Ji, Krasarang Wilds",-2082.3,1483.63,0.550604,0,0,0,0,992,870,0,285,3,0,4689,0,0,0,61559,61587
"Marista, Krasarang Wilds",-2504.09,491.583,2.33204,0,0,0,0,993,870,0,235,3,0,4689,0,0,0,61559,61587
Quest Path 3154: Quest - Kun-Lai Summit - Neverrest Peak -> Valley of Emperors,3575.23,1217.76,748.747,0,0,0,0,998,870,0,0,0,0,4689,0,0,0,60799,60799
Quest Path 3173: Quest - Kun-Lai Summit - Valley -> Whispercloud Rise,3622.09,839.25,479.209,0,0,0,0,1009,870,0,0,0,0,4689,0,0,0,60799,60799
Quest Path 3066: Quest - Jade Forest - Serpent's Spine -> VotFW - JLR,578.351,-715.823,229.284,0,0,0,0,1016,870,0,0,0,0,4689,0,0,0,59101,59101
"Binan Village, Kun-Lai Summit",1690.11,303.958,478.587,0,0,0,0,1017,870,0,263,3,0,4689,0,0,0,61559,61587
"Temple of the White Tiger, Kun-Lai Summit",3504.04,690.677,608.185,0,0,0,0,1018,870,0,264,3,0,4689,0,0,0,61559,61587
"Eastwind Rest, Kun-Lai Summit",2250.59,931.569,481.146,0,0,0,0,1019,870,0,265,2,0,4689,0,0,0,2224,0
"Westwind Rest, Kun-Lai Summit",2103.35,1463.83,487.886,0,0,0,0,1020,870,0,266,1,0,4689,0,0,0,0,541
"Zouchin Village, Kun-Lai Summit",4362.96,932.118,110.039,0,0,0,0,1021,870,0,267,3,0,4689,0,0,0,61559,61587
"One Keg, Kun-Lai Summit",3124.52,1224.28,654.231,0,0,0,0,1022,870,0,268,3,0,4689,0,0,0,61559,61587
"Kota Basecamp, Kun-Lai Summit",2716.43,2163.31,589.098,0,0,0,0,1023,870,0,269,3,0,4689,0,0,0,61559,61587
"Shado-Pan Fallback, Kun-Lai Summit",1880.59,2088.58,500.854,0,0,0,0,1024,870,0,270,3,0,4689,0,0,0,61559,61587
"Winter's Blossom, Kun-Lai Summit",3151.85,2677.76,579.735,0,0,0,0,1025,870,0,271,3,0,4689,0,0,0,61559,61587
"Tavern in the Mists, The Veiled Stair",784.899,-203.67,402.192,0,0,0,0,1029,870,0,272,3,0,4689,0,0,0,61559,61587
Quest Path 3244: Jade Forest: -hmc (Taxi: Serpent's Spine to East Temple),996.7,-2435.43,169.36,0,0,0,0,1030,0,0,0,0,0,4689,0,0,0,61559,61559
Quest Path 3246: Quest - Kun-Lai Summit - GoWB - To the Wall! (NLC),3018.01,3006.14,540.534,0,0,0,0,1032,870,0,0,0,0,4689,0,0,0,61559,61559
Quest Path 3248: Quest - Kun-Lai Summit - GoWB - Back from the Wall (NLC),3107.36,2846.57,479.14,0,0,0,0,1038,870,0,0,0,0,4689,0,0,0,61559,61559
Jade Forest - Cliff path 04 Start,3377.12,-473.212,7.51541,0,0,0,0,1046,870,0,0,0,0,4689,0,0,0,61588,61588
Jade Forest - Cliff path 04 End,3279.92,-502.613,232.936,0,0,0,0,1047,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 3263: Jade forest - Cliff path 04,3284.88,-513.502,233.432,0,0,0,0,1048,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 3264: Jade Forest - Cliff Path 01,3371.58,-736.672,206.273,0,0,0,0,1049,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 3265: Jade Forest - Cliff Path 02,1612.1,-2627.39,149.892,0,0,0,0,1050,870,0,0,0,0,4689,0,0,0,61588,61588
Quest Path 3266: Jade Forest - Cliff Path 03,2230.37,-145.372,304.151,0,0,0,0,1051,870,0,0,0,0,4689,0,0,0,61588,61588
"Grassy Cline, Valley of the Four Winds",460.54,-100.467,179.535,0,0,0,0,1052,870,0,273,3,0,4689,0,0,0,61559,61587
"Longying Outpost, Townlong Steppes",2363.23,2994.39,420.568,0,0,0,0,1053,870,0,274,3,0,4689,0,0,0,61559,61587
"Gao-Ran Battlefront, Townlong Steppes",1440.72,2804.49,301.922,0,0,0,0,1054,870,0,275,3,0,4689,0,0,0,61559,61587
"Rensai's Watchpost, Townlong Steppes",1531.73,3963.7,227.666,0,0,0,0,1055,870,0,276,3,0,4689,0,0,0,61559,61587
"Shado-Pan Garrison, Townlong Steppes",1803.32,4204.23,157.508,0,0,0,0,1056,870,0,277,3,0,4689,0,0,0,61559,61587
"Shrine of Seven Stars, Vale of Eternal Blossoms",896.453,334.351,506.085,0,0,0,0,1057,870,0,278,1,0,4689,0,0,0,0,61587
