Name_lang,InitialRotation_0,InitialRotation_1,InitialRotation_2,ID,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,FirstTimeAcquisitionXP,OrderIndex,Field_12_0_0_63534_015,StartingQuantity,UiModelSceneID
"[DNT] Gnomeregan Recyli-Kiln - DO NOT USE - duplicate",0,0,0,10353,0,192,1,1,2929684,7425619,100,254414,1,0,1513,0,0,0
"Miniature Charging Station",0,0,0,10354,580024,3,1,1,2932044,7425623,1,254415,1,10,1514,3,0,0
"Galvanic Storage and Maintenance Device",0,0,0,10355,0,3,1,1,3279745,7425627,1,254416,1,10,1515,3,0,0
"Spring Blossom Hanging Chair",0,0,0,10356,580026,259,1,1,7096218,7425631,3,254417,1,0,1516,2,0,0
"[DNT] Sandy Vulpera Banner - do not use - duplicate",0,0,0,10366,0,192,1,1,1674723,7425503,100,254556,1,0,1517,0,0,0
"Small Razorwind Square Table",0,0,0,10367,0,3,1,1,7135879,7425641,1,254560,1,0,1518,1,0,0
"Ogre Champion's Prized Skull",0,0,0,10368,0,3,1,1,6654718,7425643,1,254561,1,10,1519,2,0,0
"Razorwind Logger's Axe",0,0,0,10381,0,3,1,1,6938190,7425639,1,254678,1,0,1520,1,0,0
"Ineffective Mechanical Privacy Screen",0,0,0,10537,0,3,1,1,2958572,7425649,1,254766,1,10,1521,2,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Decor_RopeHanging02_NonAnimated.m2",0,0,0,10538,0,131,2,1,5163326,7368502,1,254767,1,0,1522,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Cooking_BBQRoaster01.m2",0,0,0,10539,0,131,1,1,6654707,7425655,1,254769,1,0,1523,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Plate01.m2",0,0,0,10540,0,131,1,1,6654712,7425659,1,254770,1,0,1562,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Crafting_Canvas09.m2",0,0,0,10541,0,131,1,1,7241250,7368521,1,254772,1,0,1524,0,0,0
"""Eversong Lantern"" Painting",0,0,0,10542,0,3,2,1,7241260,7425667,1,254773,1,10,1525,2,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_Chandelier01_Void.m2",0,0,0,10543,0,131,3,1,7361279,7368564,1,254776,1,0,1526,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging04_Void.m2",0,0,0,10544,0,131,1,1,7361281,7368571,1,254777,1,0,1527,0,0,0
"Root-Woven Window",0,0,0,10778,584163,3,1,1,6225720,7425679,5,254878,1,10,1564,2,0,0
"[DNT] [AUTOGEN] 12XP_Generic_Furniture_Canvas01.m2",0,0,0,10784,0,131,1,1,7356056,7425683,1,254884,1,0,1565,0,0,0
"[DNT] [AUTOGEN] 12XP_Generic_Furniture_Canvas04.m2",0,0,0,10788,0,131,1,1,7356059,7425687,1,254889,1,0,1566,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Special_EnergyFocus01.m2",0,0,0,10790,0,131,1,1,7241271,7370492,1,254892,1,0,1567,0,0,0
"Large Razorwind Gazebo",0,0,0,10791,0,3,1,1,7080298,7425695,5,254893,1,0,1568,1,0,0
"Undermine Mechanic's Hanging Lamp",0,0,0,10852,0,3,3,1,5657266,7425699,1,255641,1,10,1569,2,0,0
"Undermine Alleyway Sconce",-90,0,0,10853,0,3,2,1,6008895,7472218,3,255642,0.69999998808,10,1570,2,0,0
"Silvermoon Barrel",0,0,0,10854,0,131,1,1,6005276,7416779,1,255643,1,10,1571,2,0,0
"Elwynn Apple Tree",0,0,0,10855,0,3,1,1,6656155,7425707,5,255644,1,0,1572,1,0,0
"Founder's Point Apple Tree",0,0,0,10856,0,3,1,1,6656156,7425711,5,255646,1,0,1573,1,0,0
"Spring-Powered Pointer",0,0,0,10857,0,3,1,1,6892785,7425715,1,255647,1,10,1574,2,0,0
"Zul'Aman Ancestral Fountain",0,0,0,10858,0,3,1,1,6195754,7425719,5,255648,1,10,1575,2,0,0
"Amani Water Well",0,0,0,10859,0,3,1,1,6195755,7425723,5,255649,1,10,1576,2,0,0
"Elegant Table Lamp",0,0,0,10860,0,3,1,1,6435838,7425727,1,255650,1,0,1577,1,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Bowl01.m2",0,0,0,10861,0,131,1,1,6654708,7425731,1,255651,1,0,1578,0,0,0
"Purified Troll Loop",0,0,0,10862,0,3,1,1,6654716,7425735,1,255652,1,10,1579,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack05.m2",0,0,0,10863,0,131,1,1,6654717,7425739,1,255653,1,0,1580,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Lighting_Candle02.m2",0,0,0,10864,0,131,1,1,6654750,7425743,1,255654,1,0,1581,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Lighting_Candle03.m2",0,0,0,10865,0,131,1,1,6654751,7373411,1,255655,1,0,1582,0,0,0
"Gnomish Tesla Tower",0,0,0,10887,0,3,1,1,2745099,7425751,5,255672,1,10,1583,2,0,0
"Moonclasp Satchel",0,0,0,10888,0,3,1,1,4756268,7425761,1,255673,1,10,1584,2,0,0
"Incontinental Table Lamp",0,0,0,10889,0,3,1,1,5929384,7425763,1,255674,1,10,1585,2,0,0
"Razorwind Iron Chandelier",0,0,0,10890,0,3,3,1,6938171,7425753,3,255706,1,0,1586,1,0,0
"Low-Hanging Razorwind Iron Chandelier",0,0,0,10891,0,3,3,1,7375399,7425765,3,255707,1,0,1587,1,0,0
"Small Jagged Orgrimmar Trellis",0,0,0,10892,0,3,1,1,7080310,7425771,5,255708,1,0,1588,1,0,0
"Razorwind Shores Canoe",0,0,0,10893,0,3,1,1,6938172,7425775,5,255709,1,0,1589,1,0,1452
"[DNT] [AUTOGEN] 12PM_Primitive_Defense_Banner01.m2",0,0,0,10894,0,131,1,1,6654739,7425779,1,255710,1,0,1590,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Storage_Urn01.m2",0,0,0,10895,0,131,1,1,6654759,7425783,1,255711,1,0,1591,0,0,0
"Purified Ancient Urn",0,0,0,10896,0,3,1,1,6654760,7425787,1,255712,1,10,1592,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Defense_Banner02.m2",0,0,0,10897,0,131,1,1,6697865,7425791,1,255713,1,0,1593,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Furniture_Table02.m2",0,0,0,10898,0,131,1,1,6699335,7425795,1,255714,1,0,1594,0,0,0
"Champion Brawler's Gloves",0,0,0,10913,0,3,1,1,7377919,7426694,1,255840,1,10,1595,2,0,0
"Silvermoon Gemmed Chair",0,0,0,10944,587314,3,1,1,6005270,7416773,1,256040,1,10,1596,2,0,0
"Silvermoon Bench",0,0,0,10946,587316,131,1,1,6005272,7416523,3,256042,1,10,1597,2,0,1452
"Silvermoon Fencepost",0,0,0,10947,0,131,1,1,6005286,7416527,1,256043,1,10,1598,2,0,0
"Sin'dorei Sleeper",0,0,0,10950,0,3,1,1,6050850,7416805,5,256049,1,10,1599,2,0,0
"Razorwind Shores Front Door",0,0,0,10952,587318,34,1,1,7302332,7425799,3,256050,1,0,1600,1,1,0
"[DNT] Legion's Fel Brazier - DO NOT USE - new asset in place",0,0,0,10961,0,192,1,1,1125321,7425803,1,256071,1,0,1601,0,0,0
"Draconic Sconce",0,0,0,10962,0,3,2,1,4075131,7425815,1,256168,1,10,1602,2,0,0
"Valdrakken Oven",0,0,0,10963,0,3,1,1,4195090,7425813,5,256169,1,10,1603,2,0,0
"Draconic Scribe's Basin",0,0,0,10964,0,3,1,1,4216958,7425811,5,256170,0.80000001192,10,1604,3,0,1452
"Five Flights' Grimoire",0,0,0,10965,0,3,1,1,4326554,7425819,3,256171,1,10,1605,2,0,0
"Silvermoon Fence",0,0,0,10966,0,131,1,1,6005287,7416789,1,256172,1,10,1606,2,0,0
"Silvermoon Front Door",0,0,0,10967,587426,162,1,1,7302334,7425825,5,256173,1,0,1607,0,1,0
"Open Rust-Plated Storage Crate",0,0,0,11127,0,3,1,1,5689833,7425823,1,256327,1,10,1608,2,0,0
"Leftover Undermine Takeout",0,0,0,11128,0,3,1,1,5793085,7425835,1,256328,1,10,1609,2,0,0
"Razorwind Standing Tusk",0,0,0,11129,0,3,1,1,6938187,7425829,5,256329,1,0,1610,1,0,0
"Kharanos Stone Bed",0,0,0,11130,0,3,1,1,7385421,7425841,5,256330,1,10,1611,2,0,0
"Shadowforge Lamppost",0,0,0,11131,0,3,1,1,7385423,7425843,3,256331,1,10,1612,2,0,0
"Ornate Dwarven Wardrobe",0,0,0,11133,0,3,1,1,7385424,7425847,5,256333,1,10,1613,2,0,0
"Qalashi Goulash",0,0,0,11137,0,3,1,1,4420033,7425851,3,256354,0.80000001192,10,1614,2,0,0
"Sunsmoke Censer",0,0,0,11138,0,3,1,1,6024532,7416751,1,256356,1,10,1615,2,0,0
"Razorwind Porch Chair",0,0,0,11139,587648,3,1,1,7080292,7425855,1,256357,1,0,1616,1,0,0
"Purified Troll Pendant",0,0,0,11140,0,3,1,1,6654720,7425859,1,256361,1,10,1617,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Decor_RopeKnot01.m2",0,0,0,11141,0,131,1,1,6693150,7425863,1,256362,1,0,1618,0,0,0
"Shadowforge Stone Chair",0,0,0,11160,587755,3,1,1,7385422,7425867,3,256425,1,10,1619,2,0,0
"[DNT] Kharanos Stone Bed - DO NOT USE - new asset present",0,0,0,11161,0,192,1,1,197266,7425871,1,256426,1,0,1620,0,0,0
"Wingrest Signal Brazier",0,0,0,11162,0,3,1,1,3883456,7425875,5,256427,1,10,1621,2,0,0
"Valdrakken Hanging Lamp",0,0,0,11163,0,3,3,1,3883458,7425881,5,256428,1,10,1622,2,0,0
"Valdrakken Lamppost",0,0,0,11164,0,3,1,1,3952854,7425883,5,256429,1,10,1623,2,0,0
"Valdrakken Hanging Cauldron",0,0,0,11165,0,3,3,1,4695276,7425887,5,256430,0.69999998808,10,1624,2,0,0
"Stormwind Forge",0,0,0,11274,0,3,1,1,953668,7425891,5,256673,1,10,1625,2,0,0
"Conjured Archive of the Tirisgarde",0,0,0,11275,0,3,1,1,965217,7425895,3,256674,1,10,1626,3,0,1318
"Illidari Tent",0,0,0,11276,0,3,1,1,1101719,7425899,5,256675,1,10,1627,2,0,0
"Replica Hammer of Khaz'goroth",0,0,0,11277,0,131,1,1,1140310,7425903,3,256676,1,10,1628,0,0,0
"Large Legion Candle",0,0,0,11278,0,3,1,1,1307161,7425907,1,256677,1,10,1629,2,0,0
"Small Legion Candle",0,0,0,11279,0,3,1,1,1307162,7425911,1,256678,1,10,1630,2,0,0
"Replica Chronicle of Ages",0,0,0,11280,0,3,1,1,1324675,7425915,5,256679,0.69999998808,10,1631,3,0,0
"Arcan'dor Cutting Fountain",0,0,0,11281,0,3,1,1,1363069,7425919,5,256680,0.69999998808,10,1632,2,0,0
"Nightspire Fountain",0,0,0,11282,0,3,1,1,1363079,7425923,5,256681,1,10,1633,2,0,0
"Magistrix's Garden Fountain",0,0,0,11283,0,3,1,1,1405830,7425929,5,256682,1,10,1634,2,0,0
"Silvermoon Training Dummy",0,0,0,11284,0,3,1,1,6190527,7386668,3,256683,1,10,1635,2,0,0
"Purified Troll Amulet",0,0,0,11285,0,3,1,1,6654719,7425937,1,256684,1,10,1636,2,0,0
"Sanctuary's Horadric Cube",0,0,0,11287,0,1283,1,1,7324189,7425939,1,256764,1,0,1637,2,0,0
"Smoke Lamppost",0,0,0,11296,0,3,1,1,304027,7425943,5,256896,1,10,1639,2,0,0
"Gilnean Banded Crate",0,0,0,11301,0,3,1,1,304626,7425947,1,256903,1,10,1640,2,0,0
"Small Gilnean Table",0,0,0,11305,0,3,1,1,322634,7425951,1,256905,1,10,1641,2,0,0
"Replica Tome of Blighted Implements",0,0,0,11307,0,3,1,1,1125315,7425955,3,256907,1,10,1642,3,0,0
"Tauren Jeweler's Roller",0,0,0,11315,0,3,1,1,1319084,7425959,3,256913,1,10,1643,2,0,0
"[DNT] Tauren Soup Pot - do not use - new asset",0,0,0,11316,0,192,1,1,1321592,7425963,3,256916,1,0,1644,0,0,0
"Zandalari War Chandelier",0,0,0,11319,0,3,3,1,668856,7425967,1,256919,1,10,1645,2,0,0
"Pentagonal Valdrakken Tapestry",0,0,0,11322,0,130,2,1,4495940,7478336,1,256922,1,10,1646,0,0,0
"Amani Crafter's Tool Rack",0,0,0,11323,0,3,1,1,6125162,7406692,3,256923,1,10,1647,2,0,0
"Hash'ey Heartbroth Cauldron",0,0,0,11324,0,3,1,1,6125166,7425979,1,256924,1,10,1648,2,0,0
"Amani Spearhunter's Spit",0,0,0,11325,0,3,1,1,6125173,7425983,1,256925,1,10,1649,2,0,0
"Empty Amani Cauldron",0,0,0,11326,0,3,1,1,6125778,7425987,1,256926,1,10,1650,2,0,0
"Carved Idol of Nalorakk, Loa of War",0,0,0,11327,0,3,1,1,6212420,7406920,1,256927,1,10,1651,2,0,0
"Banner of the Amani Tribe",0,0,0,11328,0,3,1,1,6212436,7425995,3,256928,1,10,1652,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Ritual_Incense01.m2",0,0,0,11329,0,131,1,1,6654755,7425999,1,256929,1,0,1653,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Structure_SmallTent01.m2",0,0,0,11330,0,131,1,1,6654767,7407593,1,256930,1,0,1654,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Structure_Awning02.m2",0,0,0,11331,0,131,2,1,6654770,7407594,1,256931,1,0,1655,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Structure_SmallTent02.m2",0,0,0,11332,0,131,1,1,6697869,7407596,1,256932,1,0,1656,0,0,0
"Carved Idol of Jan'alai, Loa of Fire",0,0,0,11333,0,3,1,1,6866518,7407069,1,256933,1,10,1657,2,0,0
"Boiling Amani Cauldron",0,0,0,11334,0,3,1,1,6994813,7426019,1,256934,1,10,1658,2,0,1452
"Bronze Banner of the Exiled",0,0,0,11370,0,3,1,1,192356,7426023,3,257035,1,10,1660,2,0,0
"Draenei Smith's Anvil",0,0,0,11371,0,3,1,1,192362,7426029,3,257036,1,10,1661,2,0,0
"Draenei Holo-Dais",0,0,0,11372,0,3,4,1,192427,7525993,1,257037,1,10,1662,2,0,0
"Draenei Holo-Path",0,0,0,11373,0,3,4,1,192433,7426037,1,257038,1,10,1663,2,0,0
"Draenei Crystal Forge",0,0,0,11374,0,3,1,1,538413,7426039,3,257039,1,10,1664,2,0,0
"Dalaran Runic Anvil",0,0,0,11375,0,3,1,1,242964,7426043,3,257040,1,10,1665,2,0,1452
"Stoppered Black Potion",0,0,0,11376,0,3,1,1,243479,7426047,1,257041,1,10,1666,2,0,0
"Gilnean Pitchfork",0,0,0,11377,0,3,1,1,304141,7426051,1,257042,1,10,1667,2,0,0
"Pandaren Alchemist's Retort",0,0,0,11378,0,3,1,1,528627,7426055,1,257043,1,10,1668,2,0,0
"Orcish Felblood Cauldron",0,0,0,11379,0,3,1,1,984595,7426059,1,257044,1,10,1669,2,0,1452
"Starry Scrying Pool",0,0,0,11380,0,3,1,1,1309272,7426063,3,257045,1,10,1670,2,0,1580
"Boralus Bottle Lamp",0,0,0,11381,0,3,1,1,2026782,7426067,1,257046,1,10,1671,2,0,1554
"Zandalari Bottle Shipment",0,0,0,11382,0,3,1,1,2026876,7426071,1,257047,1,10,1672,2,0,0
"Aspirant's Meditation Pool",0,0,0,11383,0,3,1,1,3022762,7426075,5,257048,1,10,1673,2,0,1452
"Bejeweled Venthyr Chalice",0,0,0,11384,0,3,1,1,3153975,7426085,1,257049,1,10,1674,2,0,0
"Veil-Secured Animacone",0,0,0,11385,0,3,1,1,3158888,7426083,3,257050,1,10,1675,2,0,0
"Sintallow Candles",0,0,0,11386,0,3,1,1,3184576,7426081,1,257051,1,10,1676,2,0,0
"Dragon's Elixir Bottle",0,0,0,11387,0,3,1,1,4240488,7426091,1,257052,1,10,1677,2,0,0
"Tapestry of the Five Flights",0,0,0,11388,0,3,2,1,4495939,7478332,1,257053,1,10,1678,2,0,0
"Aldor Stellar Console",0,0,0,11431,0,3,1,1,538417,7426095,3,257093,1,10,1679,2,0,0
"Mark of the Mages' Eye",0,0,0,11432,0,3,1,1,243044,7426099,1,257094,1,10,1680,2,0,0
"Twilight Fire Canister",0,0,0,11433,0,3,1,1,317822,7426105,1,257095,1,10,1681,2,0,0
"Pandaren Table Lamp",0,0,0,11434,0,3,1,1,522294,7426107,1,257096,1,10,1682,2,0,0
"Intense Mogu Brazier",0,0,0,11435,0,3,1,1,591464,7426111,3,257097,1,10,1683,2,0,0
"Venthyr Anima Bottle",0,0,0,11436,0,3,1,1,3641039,7426115,1,257098,1.70000004768,10,1684,2,0,0
"Razorwind Covered Well",0,0,0,11437,0,3,1,1,7080313,7426119,5,257099,1,0,1685,1,0,0
"Apothecary's Worktable",0,0,0,11438,0,3,1,1,7658442,7417485,3,257100,1,10,1686,2,0,0
"Stampwhistle's Postal Portal",0,0,0,11439,629257,3,1,1,242720,7426128,1,257101,1,10,1687,2,0,0
"Nerubian Alchemist's Retort",0,0,0,11440,0,3,1,1,5201694,7426130,1,257102,1,10,1688,2,0,0
"Naaru Crystal Icon",0,0,0,11451,0,3,1,1,903885,7426134,1,257349,1,10,1689,2,0,0
"Tale of the Penultimate Lich King",0,0,0,11453,0,3,1,1,1354768,7426140,1,257351,1,10,1690,3,0,1580
"Large Brazier of Elune",0,0,0,11454,0,3,1,1,4690349,7426142,1,257352,1,10,1691,2,0,0
"Drained Dark Heart of Galakrond",0,0,0,11455,0,3,2,1,5160932,7426146,1,257353,1,10,1692,4,0,0
"Scroll of K'aresh's Fall",0,0,0,11456,0,3,2,1,5916218,7426150,1,257354,1,10,1693,3,0,0
"Tome of the Survivor",0,0,0,11457,0,3,1,1,5916220,7426154,1,257355,1,10,1694,3,0,1580
"Slate Cobblestone Pair",0,0,0,11461,0,3,4,1,7291386,7426158,1,257359,1,0,1695,1,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Structure_Awning01.m2",0,0,0,11468,0,131,2,1,6654769,7412787,1,257363,1,0,1696,0,0,0
"Silvermoon Energy Focus",0,0,0,11470,0,3,1,1,7338839,7426166,5,257367,1,10,1697,2,0,0
"Slate Cobblestone",0,0,0,11479,0,3,4,1,7291384,7426172,1,257388,1,0,1700,1,0,0
"Iron-Reinforced Wooden Window",0,0,0,11480,0,3,2,1,7080315,7426174,3,257389,1,0,1701,1,0,0
"Slate Cobblestone Path",0,0,0,11481,0,3,4,1,7296327,7426178,1,257390,1,0,1702,1,0,0
"Slate Cobblestone Trio",0,0,0,11482,0,3,4,1,7291385,7426182,1,257392,1,0,1703,1,0,0
"Suramar Stepping Stone",0,0,0,11483,0,3,4,1,1318183,7426186,1,257393,1,10,1704,2,0,0
"Zandalari War Torch",0,0,0,11484,0,3,1,1,668858,7426190,3,257394,1,10,1705,2,0,0
"Trueshot Lodge Food Nook",0,0,0,11485,0,131,1,1,1315481,7426194,5,257395,0.80000001192,10,1706,0,0,0
"Replica Saga of the Valarjar",0,0,0,11486,0,3,1,1,1325991,7426198,5,257396,0.5,10,1707,3,0,0
"Tauren Storyteller's Frame",0,0,0,11487,0,3,1,1,1345313,7426202,3,257397,0.60000002384,10,1708,2,0,0
"""Portrait of the Artist as a Young Goblin"" Painting",0,0,0,11488,0,131,2,1,5723477,7447720,1,257398,1,10,1709,0,0,0
"Zandalari War Brazier",0,0,0,11489,0,3,1,1,668854,7426210,1,257399,1,10,1710,2,0,0
"Highmountain Tanner's Frame",0,0,0,11490,0,3,1,1,1253405,7426214,3,257400,0.40000000596,10,1711,2,0,0
"Skyhorn Banner",0,0,0,11491,0,3,2,1,1255331,7426218,3,257401,0.60000002384,10,1712,2,0,0
"""Unity of Thorns"" Tapestry",0,0,0,11492,0,3,2,1,314545,7426222,1,257402,1,10,1713,2,0,0
"Maelstrom Lava Lamp",0,0,0,11493,0,3,1,1,366699,7426226,5,257403,0.80000001192,10,1714,3,0,0
"Pyrewood Glass Bottle",0,0,0,11494,0,3,1,1,304698,7422333,1,257404,1,10,1715,2,0,0
"Baradin Bay Fishing Rack",0,0,0,11495,0,3,1,1,306198,7426230,3,257405,1,10,1716,2,0,0
"Smoke Lamp",90,0,0,11496,0,3,2,1,311599,7426234,1,257406,1,10,1717,2,0,0
"Standing Smoke Lamp",0,0,0,11497,0,3,1,1,311627,7426238,1,257409,1,10,1718,2,0,0
"Stoppered Gilnean Barrel",0,0,0,11498,0,3,1,1,304495,7426244,1,257412,1,10,1719,2,0,0
"Ornate Sin'dorei Sconce",0,0,0,11499,0,3,2,1,6210870,7416809,1,257418,1,10,1720,2,0,0
"Sin'dorei Crafter's Forge",0,0,0,11500,0,3,1,1,6033615,7416511,5,257419,1,10,1721,2,0,0
"Silvermoon Spire Fountain",0,0,0,11501,0,3,1,1,6023421,7416793,5,257420,1,10,1722,2,0,1452
"Bejeweled Silvermoon Chandelier",0,0,0,11502,0,3,3,1,6023435,7416799,3,257421,0.40000000596,10,1723,2,0,0
"Gilded Sunfury Chair",0,0,0,11503,602678,3,1,1,6005271,7416777,1,257422,1,10,1724,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Storage_Sack02.m2",0,0,0,11504,0,131,1,1,6654764,7426246,1,257429,1,0,1725,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Structure_SmallTent03.m2",0,0,0,11505,0,131,1,1,6697870,7412488,1,257430,1,0,1726,0,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Storage_Sack01.m2",0,0,0,11506,0,131,1,1,6654763,7426254,1,257431,1,0,1727,0,0,0
"[DNT] [AUTOGEN] 12XP_Generic_Furniture_Canvas03.m2",0,0,0,11509,0,131,1,1,7356058,7413634,1,257434,1,0,1730,0,0,0
"[DNT] [AUTOGEN] 12XP_Generic_Furniture_Canvas02.m2",0,0,0,11510,0,131,1,1,7356057,7413646,1,257436,1,0,1731,0,0,0
"""That Thing What You've Always Needed"" Advertisement",0,0,0,11707,0,131,2,1,5788105,7414904,5,257597,1,10,1739,0,0,0
"Suramar Stepping Stone Set",0,0,0,11708,0,3,4,1,7414263,7414917,1,257598,0.69999998808,10,1740,2,0,0
"Small Gilnean Windmill",0,0,0,11718,0,3,1,1,305999,7417297,5,257689,1,10,1741,2,0,0
"Elegant Padded Chaise",0,0,0,11719,602757,3,1,1,6435021,7417324,3,257690,1,0,1742,1,0,1452
"Open Elegant Elven Barrel",0,0,0,11720,0,3,1,1,6712073,7416463,1,257691,1,0,1743,1,0,0
"Elegant Curved Table",0,0,0,11721,0,3,1,1,7412674,7417330,3,257692,1,0,1744,1,0,0
"Snowfall Tribe Scare-Totem",0,0,0,11722,0,3,1,1,195749,7417484,3,257693,1,10,1745,2,0,0
"Gilnean Green Potion",0,0,0,11723,0,3,1,1,304700,7417487,1,257694,1,10,1746,2,0,0
"Gilnean Postbox",0,0,0,11724,629251,3,1,1,305385,7417488,1,257695,1,10,1747,2,0,0
"Gilnean Map",0,0,0,11725,0,3,2,1,305396,7417489,1,257696,1,10,1748,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Cauldron01.m2",0,0,0,11726,602943,131,1,1,6654705,7417522,1,257697,1,0,1749,0,0,0
"Skyhorn Arrow Kite",0,0,0,11751,0,3,1,1,1255415,7421600,3,257721,0.5,10,1750,2,0,0
"Hanging Arrow Kite",0,0,0,11752,0,3,3,1,1255418,7421601,3,257722,0.5,10,1751,2,0,0
"Skyhorn Eagle Kite",0,0,0,11753,0,3,3,1,1255422,7421605,3,257723,0.5,10,1752,2,0,0
"Bloodtotem Banner",0,0,0,11754,0,3,2,1,1313472,7421611,5,257724,0.20000000298,10,1753,2,0,0
"Camp Narache Rug",0,0,0,11755,0,3,4,1,6711676,7421612,1,257725,1,10,1754,2,0,0
"Scaled Twilight Mosaic",0,0,0,11779,0,3,4,1,360034,7427491,1,257806,1,10,1764,2,0,0
"[DNT] [AUTOGEN] 12PM_Primitive_Storage_Urn04.m2",0,0,0,11780,0,131,1,1,6654762,7426706,1,257807,1,0,1765,0,0,0
"Gnomeregan Recyli-Kiln",0,0,0,11814,0,3,1,1,2929684,7425619,5,257928,1,0,1798,2,0,0
"Nazjatar Framing Post",0,0,0,11869,0,131,1,1,7277020,7433609,5,258142,1,10,1814,0,0,0
"Spirit Anemones",0,0,0,11870,0,131,1,1,7277021,7433610,3,258143,1,10,1815,0,0,0
"Elegant Silvermoon Dessert Tray",0,0,0,11871,0,131,1,1,7427813,7433840,1,258144,1,10,1816,0,0,0
"Eversong Party Platter",0,0,0,11872,0,3,1,1,6051297,7433842,1,258145,1,10,1817,2,0,1318
"Empty Lorewalker's Bookcase",0,0,0,11873,0,3,1,1,6854355,7433864,5,258147,1,10,1818,2,0,0
"Orgrimmar Bathtub",0,0,0,11874,0,3,1,1,7080286,7433868,3,258148,1,0,1819,1,0,1452
"Outland Mag'har Banner",0,0,0,11878,0,3,2,1,191781,7434052,3,258190,1,10,1822,2,0,0
"Arakkoa Decoy Scarecrow",0,0,0,11879,0,3,1,1,191839,7434053,3,258191,1,10,1823,2,0,0
"Talon King's Totem",0,0,0,11880,0,3,1,1,191859,7433548,3,258192,1,10,1824,2,0,0
"Draenei Holo-Projector Pedestal",0,0,0,11881,0,3,1,1,192441,7428247,5,258193,1,10,1825,2,0,1452
"Tempest Keep Cryo-Pod",0,0,0,11882,0,3,1,1,192446,7428245,5,258194,1,10,1826,2,0,0
"Draenei Weaver's Loom",0,0,0,11883,0,3,1,1,192460,7434068,3,258195,1,10,1827,2,0,0
"Draenei Transmitter",0,0,0,11884,0,3,1,1,192461,7428249,1,258196,1,10,1828,2,0,0
"Crystal Signpost",0,0,0,11885,0,3,1,1,192468,7433546,3,258197,1,10,1829,2,0,0
"Gilded Draenei Round Table",0,0,0,11886,0,3,1,1,192515,7433542,3,258198,1,10,1830,2,0,0
"Aldor Bookcase",0,0,0,11887,0,3,1,1,193332,7433540,3,258199,1,10,1831,2,0,0
"Shattrath Sconce",0,0,0,11888,0,3,2,1,193369,7433584,1,258200,1,10,1832,2,0,0
"Shattrath Lamppost",0,0,0,11889,0,3,1,1,193371,7433582,3,258201,1,10,1833,2,0,0
"Grand Drape of the Exiles",0,0,0,11890,0,3,2,1,193745,7434079,5,258202,0.20000000298,10,1834,2,0,0
"Silver Dalaran Bench",0,0,0,11891,614752,3,1,1,194464,7433550,3,258203,1,10,1835,2,0,1452
"Dalaran Post",0,0,0,11892,0,3,1,1,194471,7433560,1,258204,1,10,1836,2,0,0
"Wolvar Postbag",0,0,0,11893,629258,3,1,1,200015,7434081,1,258205,1,10,1837,2,0,0
"Gilded Dalaran Banner",0,0,0,11894,0,3,2,1,242983,7434083,3,258206,1,10,1838,2,0,0
"Dalaran Scholar's Bookcase",0,0,0,11895,0,3,1,1,242995,7433554,3,258207,1,10,1839,2,0,0
"Kirin Tor Sun Chandelier",0,0,0,11896,0,3,3,1,243016,7434084,3,258208,1,10,1840,2,0,0
"Kirin Tor Crate",0,0,0,11897,0,3,1,1,243030,7433556,1,258209,1,10,1841,2,0,0
"Dalaran Street Sign",0,0,0,11898,0,3,1,1,243054,7433552,1,258210,1,10,1842,2,0,0
"Kirin Tor Glass Table",0,0,0,11899,0,3,1,1,243189,7433588,3,258211,1,10,1843,2,0,0
"San'layn Blood Orb",0,0,0,11900,0,3,1,1,243528,7433558,3,258212,1,10,1844,2,0,0
"Icecrown Plague Canister",0,0,0,11901,0,3,1,1,243545,7433578,5,258213,1,10,1845,2,0,0
