Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
"Born from the crash site of the Xenedar on Argus.","|cFFFFD200Pet Battle:|r Krokuun|n",2127,128166,0,294481,6,26,4,39,7,0
"While there are many similarities to the warpstalkers from Azeroth, evidence suggests they evolved completely independently from one another. Fascinating!","|cFFFFD200Pet Battle:|r Eredath|n",2128,128170,0,132201,7,26,4,6,7,0
"The void can consume life or meld with it. The latter often has unpercieved consequences.","|cFFFFD200Pet Battle:|r Eredath|n",2129,128168,0,132201,7,26,4,6,7,0
"You have the odd feeling that it wants to kill you.","|cFFFFD200Pet Battle:|r Eredath|n",2130,128171,0,1391780,5,26,4,6,7,0
"Mana wyrm used to thrive on Argus many millennia ago, but lots has changed since those halcyon days.","|cFFFFD200Pet Battle:|r Eredath|n",2131,128172,0,132841,5,26,4,6,7,0
"If mana becomes scarce these wyrm look for other sources of energy to feed on.","|cFFFFD200Pet Battle:|r Eredath|n",2132,128174,0,132841,5,26,4,6,7,0
"It likes to be petted behind the fins.","|cFFFFD200Pet Battle:|r Eredath |n",2133,128173,0,1715031,4,26,4,6,7,0
"Skyfin can fly from birth and there are some observed cases of mothers giving birth midflight!","|cFFFFD200Pet Battle:|r Eredath|n",2134,128167,0,1570761,2,26,4,6,7,0
"What are they rebelling against? The real question is what are they NOT rebelling against.","|cFFFFD200Drop: |rMother Rosula",2135,128388,254749,460856,0,2050,0,6,7,0
"Uuna was found bound to an Ur'zul, and was released into the Shadowlands, where she wandered in the utter darkness.","|cFFFFD200Drop:|r The Many-Faced Devourer",2136,128396,254763,134506,0,131218,0,41,7,0
,,2145,129256,0,1044790,4,32,-1,6,7,0
"Unfortunately, it's not a duck.","|cFFFFD200Drop:|r Finely-Embroidered Handbag",2146,129920,257603,1045161,1,32,0,6,7,0
"This young crawgling was rescued from a vicious blood troll war camp. With care, and lots of feeding, you earned his trust and Krag'wa asked you to take care of him always.","|cFFFFD200Quest: |rIt Seems You've Made a Friend|n|cFFFFD200Zone: |rNazmir",2157,131644,259758,463492,7,66,1,6,7,0
"The Postmaster is often described as esoteric, mystical, even inexplicable. For the precious little known about the enigmatic mail-master, perhaps none outside of the wax seal can confirm the existence of the fantastical letter-loving Mailemental.","|cFFFFD200Achievement:|r Post Haste|n",2158,132366,0,413580,5,82,5,6,7,0
"This silithid battle tank evolved prematurely. It will never reach full size, but it is just as ferocious as its larger cousins.","|cFFFFD200Drop:|r Silithus: The Wound",2163,133064,261755,1623380,7,2,0,6,7,0
,,2164,133825,0,646148,6,34,-1,6,7,0
"Francois, a pompous member of the bockgeoisie, whose wealth and influence was born from the exploitation and labor of the peckletariat.","|cFFFFD200Zone:|r Tiragarde Sound",2165,134406,264001,651737,2,18,0,6,7,0
"When Whomper wants to play, he'll let you know with a playful headbutt.","|cFFFFD200In-Game Shop|r|n",2184,138742,272771,1998314,0,82,9,6,7,0
"Don't say anything to Cap'n Crackers that you don't want repeated to you every day for the next 20 years.","|cFFFFD200In-Game Shop|r|n",2185,138741,272772,1998635,2,82,9,6,7,0
"Not much is known about the great snake Merektha and the many eggs in the Temple of Sethraliss, but the residents of Zandalar all seem to have a distinct amount of both respect and fear for these serpents.","|cFFFFD200Drop: |rMerektha|n|cFFFFD200Zone: |rTemple of Sethraliss (Mythic)",2186,138964,273159,135461,7,2,0,6,7,0
"You're not entirely sure where this came from, nor do you really want to know, but you are sure that it does eat a tremendous amount of garbage.","|cFFFFD200Drop: |rGol'than the Malodorous|n|cFFFFD200Zone: |rTol Dagor (Mythic)",2187,139049,273184,252178,5,2,0,6,7,0
"Poda was just a small part of the larger business, always trying to live up to the standards of his older brother Coda.","|cFFFFD200Quest: |rMissing Business|n|cFFFFD200Zone: |rVol'dun",2188,139073,273195,2027895,7,2,1,6,7,0
"Smoochums loved life in Glenbrook, it was full of people to play with and places to sleep, and also where unspeakable acts happen at the most innocent of tea parties.","|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2189,139081,273215,656581,3,2,2,41,7,0
"A newly hatched Cobra can be just as deadly as a fully grown one, if not more.","|cFFFFD200Quest: |rMy Hungry Neighbor|n|cFFFFD200Zone: |rVol'dun",2190,139252,273839,237237,7,2,1,6,7,0
"The wisest engineers of Azeroth all know that the only thing more dangerous than a living evil chicken, is the mind of an evil chicken transplanted into the body of a mechanical chicken.","|cFFFFD200Quest: |rCutting Edge Poultry Science",2192,139372,273869,656513,9,2,1,6,7,0
,,2193,139450,0,2027918,8,32,-1,6,7,0
,,2194,139452,0,2027910,8,32,-1,6,7,0
,,2195,139455,0,2027914,8,32,-1,6,7,0
"Most predators favored the soft parts of their prey to attack first.  Lil' Tika prefers to go for the face.","|cFFFFD200Vendor: |rHappy Holaua|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n",2196,139622,274202,797327,7,2,1,6,7,0
"The Direhorn species is among the toughest and strongest of all things that walk on Azeroth. They can seem like gentle giants, but be cautious that you don't find yourself in front of one when they are on a warpath.","|cFFFFD200Profession: |rArchaeology",2197,139744,274348,840540,7,2,3,6,7,0
"Taptaf is loyal beyond a doubt, as long as food is provided.","|cFFFFD200Quest:|r Taptaf the Pig!|n|cFFFFD200Zone: |r Drustvar",2198,139770,274353,1721029,7,2,4,6,7,0
"The Drustvar people learned over time that when burying someone or some thing that there are sadly a number of shady people looking to exhume and reanimate whatever they can find.","|cFFFFD200Profession: |rBattle for Azeroth Archaeology",2199,139782,274380,2030683,3,2,3,6,7,0
,"Vol'dun Quest",2200,139987,0,134172,7,33824,1,6,7,0
"The Zandalari are masters of magic and communications with the spirits, and they often imbued items with powers to strengthen their bonds with the spirit world.","|cFFFFD200Profession: |rBattle for Azeroth Enchanting",2201,139743,274760,1726348,5,2,3,240,238,0
"The mummy's wraps serves two purposes, one being to keep everything inside intact, the other is to lessen the fright of people seeing what's really below the wrappings.","|cFFFFD200Achievement: |rHow to Keep a Mummy|n|cFFFFD200Category: |rBattle Dungeon",2202,140125,274776,2027568,3,82,5,6,7,0
,,2203,140174,0,1336885,9,32,-1,6,7,0
,,2204,140193,0,133883,9,32,-1,6,7,0
,,2205,140243,0,1511262,9,32,-1,6,7,0
,,2206,140573,0,2027897,7,32,-1,6,7,0
,,2208,140574,0,2027960,7,32,-1,6,7,0
,,2209,140575,0,2027948,7,32,-1,6,7,0
,,2210,140814,0,651086,6,32,-1,6,7,0
,,2211,140816,0,2032606,6,32,-1,6,7,0
,,2212,140819,0,2032606,6,32,-1,6,7,0
,,2213,140875,0,2027853,2,32,-1,6,7,0
,,2214,140876,0,2027854,2,32,-1,6,7,0
,,2215,140878,0,2027852,2,32,-1,6,7,0
,,2220,141006,0,133728,3,32,-1,6,7,0
,,2221,141007,0,1500940,5,32,-1,6,7,0
,,2222,141008,0,254105,5,32,-1,6,7,0
,,2223,141047,0,2065626,6,32,-1,6,7,0
,,2225,141048,0,135861,8,32,-1,6,7,0
,,2226,141050,0,136221,5,32,-1,6,7,0
,,2227,141092,0,294472,7,32,-1,6,7,0
,,2228,141093,0,463487,8,32,-1,6,7,0
,"|cFFFFD200Quest:|r Some World Quest
",2229,141094,0,1729493,7,32,1,6,7,0
,,2230,141215,0,1573608,7,33824,-1,6,7,0
,,2231,141296,0,2027867,8,32,-1,6,7,0
,,2232,141295,0,2027956,8,32,-1,6,7,0
,,2233,141293,0,2027845,8,32,-1,6,7,0
,,2330,141506,0,2030683,3,32,-1,6,7,0
,,2332,141512,0,2030683,3,32,-1,6,7,0
,,2333,141518,0,2030683,3,32,-1,6,7,0
,,2334,141536,0,1802889,8,32,-1,6,7,0
,,2335,141542,0,1624585,2,32,-1,6,7,0
,,2336,141545,0,1618564,2,32,-1,6,7,0
,,2337,141588,0,2011119,7,33826,-1,6,7,0
,,2338,141803,0,838684,7,32,-1,6,7,0
,,2339,141802,0,458255,3,32,-1,6,7,0
,,2340,141801,0,2399238,7,32,-1,6,7,0
,,2341,141817,0,1733737,2,32,-1,6,7,0
,,2343,141818,0,1723701,4,32,-1,6,7,0
,,2344,141819,0,463485,2,32,-1,6,7,0
,,2345,141922,0,132200,2,32,-1,6,7,0
,,2346,141926,0,2027848,7,32,-1,6,7,0
,,2347,141927,0,2027858,4,32,-1,6,7,0
,,2349,141909,0,1722953,5,1072,-1,6,7,0
,,2350,141932,0,1722953,5,1072,-1,6,7,0
"Not much is known about this otherworldly minion.","|cFFFFD200Pet Battle:|r Baa'l|n",2352,141941,277461,1722953,5,82,4,6,7,0
,,2353,141955,0,2027881,4,32,-1,6,7,0
,,2354,141951,0,1738685,4,32,-1,6,7,0
,,2355,141950,0,1929246,2,32,-1,6,7,0
,"
",2356,141969,0,2027888,6,33826,-1,6,7,0
,,2357,142058,0,2399287,4,32,-1,6,7,0
,,2358,142059,0,454066,4,32,-1,6,7,0
,,2359,142061,0,134935,4,32,-1,6,7,0
,,2360,142105,0,2027846,7,32,-1,6,7,0
,,2361,142102,0,2027900,2,32,-1,6,7,0
,,2363,142098,0,538518,2,32,-1,6,7,0
,,2364,142120,0,2027949,4,32,-1,6,7,0
,,2365,142121,0,2399239,7,32,-1,6,7,0
,,2366,142123,0,132202,2,32,-1,6,7,0
,,2367,142151,0,838688,7,33824,-1,6,7,0
,,2368,142237,0,2399235,4,32,-1,6,7,0
,,2370,142236,0,1045161,2,32,-1,6,7,0
,,2371,142235,0,804969,8,32,-1,6,7,0
"Even the toughest of crabs with the toughest of shells can succumb to the dark mysteries of the shadows.","|cFFFFD200Pet Battle:|r Stormsong Valley|n",2372,143031,0,2027883,8,26,4,6,7,0
"The river frogs of Stormsong Valley have been known to try to hypnotize people by staring directly into their eyes and making a low rumbling noise.","|cFFFFD200Pet Battle: |rStormsong Valley",2373,143032,0,804969,8,26,4,6,7,0
"The hermit crabs of Stormsong Valley will use whatever they can find that fits them for their shell.  If it fits, they sits.","|cFFFFD200Pet Battle: |rStormsong Valley",2374,143033,0,2027918,8,26,4,6,7,0
"Vale Marmots are very quick on their feet and are masters of digging holes for their burrows.  Children like to chase them around and try to bop them on the head when they poke their head out to catch some sunlight.","|cFFFFD200Pet Battle: |rStormsong Valley",2375,143034,0,2126349,7,26,4,6,7,0
"Long ago, the population of chickens in Stormsong Valley was so high, there was fear that the chickens would eat all of the corn from the fields and leave the other residents hungry.","|cFFFFD200Pet Battle: |rStormsong Valley",2376,143035,0,2027863,2,26,4,6,7,0
"The sandyback crawlers get their name from having a slightly sticky outer shell that sand sticks to as they walk around.","|cFFFFD200Pet Battle: |rStormsong Valley, Tiragarde Sound",2377,143036,0,2027867,8,26,4,6,7,0
"River otters start growing whiskers at a very young age and never stop.  By the time they are fully grown and reach old age, they have more whiskers on their face than any other known creature.","|cFFFFD200Pet Battle: |rDrustvar, Stormsong Valley",2378,143037,0,645906,8,26,4,6,7,0
,,2613,150929,0,133729,3,1056,-1,6,7,0
"It is rumored that these honey bees can detect the pollen of a newly blossomed plant in northern Stormsong Valley when they are all the way down in Drustvar.","|cFFFFD200Pet Battle: |rStormsong Valley",2379,143038,0,2027853,2,26,4,6,7,0
"The stinger of a Ravager Wasp can cause intense pain for up to three hours.  Consult a physician immediately if stung.","|cFFFFD200Pet Battle: |rTiragarde Sound",2380,143039,0,2027900,2,26,4,6,7,0
"Shack crabs are the only species of hermit crabs known to regenerate limbs if torn off in battle.","|cFFFFD200Pet Battle: |rTiragarde Sound",2381,143040,0,2027906,8,26,4,6,7,0
"The mucus secreted from inland croakers is so effective at repelling water, the ship builders of Kul Tiras have been using it in the wood sealant for many years.","|cFFFFD200Pet Battle: |rTiragarde Sound",2382,143041,0,804968,8,26,4,6,7,0
"The giant woodworm can burrow into almost any surface they crawl on, except solid stone.","|cFFFFD200Pet Battle: |rTiragarde Sound",2383,143042,0,134933,4,26,4,6,7,0
"Butterflies taste with their feet! I tried it once, but I only made a mess.","|cFFFFD200Pet Battle: |rZuldazar",2384,143043,0,2059632,2,26,4,6,7,0
"The 'door ditch' prank is not as effective when the house can chase you.","|cFFFFD200Pet Battle: |rZuldazar",2385,143044,0,2027922,8,26,4,6,7,0
"The purple coloration helps this species blend into the rocks and shadows, but the crabs become easy prey for seagulls when they linger too long on the open sand.","|cFFFFD200Pet Battle: |rDrustvar",2386,143045,0,2027883,8,26,4,6,7,0
"Many ancient tribes revered these enormous beetles.","|cFFFFD200Pet Battle: |rZuldazar",2387,143046,0,134933,4,26,4,6,7,0
"While completely harmless to trolls, the animal life within Nazmir fear these creatures.","|cFFFFD200Pet Battle: |rNazmir",2388,143047,0,2027961,7,26,4,33,7,0
"Water Skimmers use the tension of water and long, hydrophobic legs to help them walk along the water's surface.","|cFFFFD200Pet Battle: |rNazmir",2389,143048,0,643423,8,26,4,6,7,0
"When perched on a tree, this species can be almost invisible to any prey.","|cFFFFD200Pet Battle: |rZuldazar",2390,143049,0,2059637,2,26,4,6,7,0
"This species looks through the sand for the buried remains of rotting creatures. It keeps our beaches clean!","|cFFFFD200Pet Battle: |rNazmir",2392,143050,0,2027910,8,26,4,6,7,0
"It's a repulsive creature. No one should want this.","|cFFFFD200Pet Battle: |rNazmir",2393,143051,0,1500940,5,26,4,6,7,0
"A terror in life. A terror in death.","|cFFFFD200Pet Battle: |rNazmir",2394,143052,0,458255,3,26,4,6,7,0
"Apply directly to the forehead.","|cFFFFD200Pet Battle: |rNazmir",2395,143053,0,1723700,4,26,4,6,7,0
"Suddenly there came a tapping...","|cFFFFD200Pet Battle: |rNazmir",2397,143054,0,1733736,3,26,4,6,7,0
"How many bogs has it hopped? No one knows.","|cFFFFD200Pet Battle: |rNazmir",2398,143055,0,804966,8,26,4,6,7,0
"When you're a hoarder, but want to stay on the move!","|cFFFFD200Pet Battle: |rVol'dun",2399,143056,0,2027914,8,26,4,6,7,0
"A quite annoying species. No matter how high you build your walls, these creatures still manage to hop over.","|cFFFFD200Pet Battle: |rNazmir",2400,143057,0,804966,8,26,4,6,7,0
"Built to dig holes by a gnomish farmer, Rooter quickly and predictably went haywire, with disastrous results.","|cFFFFD200Achievement: |rPet Emporium|n|cFFFFD200Category: |rCollect",2401,143142,279129,2126357,9,82,5,6,7,0
"Built with ever-wagging tail technology, Brutus is a mechanically-certified good boy.","|cFFFFD200Achievement: |rToybox Tycoon|n|cFFFFD200Category: |rToy Box",2402,143160,279171,1567068,9,82,5,6,7,0
"When the Naga invaded Stormsong, they brought their favored pets: Abyssal Eels.","|cFFFFD200Vendor: |rMadeline Netley|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2403,143175,279205,2027958,8,2,2,6,7,0
"These hardy bees form the backbone of a great honey and mead industry. For decades, the Tidesages forbade anyone from taking them outside of Stormsong.","|cFFFFD200Vendor: |rSister Lilyana|n|cFFFFD200Zone: |rStormsong Valley|n|cFFFFD200Faction: |rStorm's Wake - Revered|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2404,143176,279206,2027854,2,2,2,6,7,0
"Corlain Falcons are trained from birth to be scouts and fighting companions. The few spared from the Heartsbane curse serve the Order of Embers in the same capacity.","|cFFFFD200Vendor: |rQuartermaster Alcorn|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Faction: |rOrder of Embers - Revered|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2405,143177,279207,132188,2,2,2,6,7,0
"This piglet avoided being turned into sausage at the hands of Roland with the help of a cunning spider.","|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2406,143178,279208,1721029,7,2,2,6,7,0
"This red-nosed bunny is incredibly soft to the touch; just watch your fingers.","|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2407,143179,279209,2399278,4,2,2,6,7,0
"Scuttle was named after the ships he destroys, not his movement patterns, and don't you forget it.","|cFFFFD200Drop:|r Island Expeditions|n",2445,143794,177244,2061891,8,2,0,6,7,0
"The shells of this particular group of crabs shimmer like gems on the sand.","|cFFFFD200Drop:|r Island Expeditions|n",2446,143801,177237,2027881,8,2,0,6,7,0
"Silver dust sparkling on each of this spider's legs attracts prey; unwittingly drawn into an inescapable web.","|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2408,143181,279210,2027859,3,2,2,6,7,0
"Best not to park your mount beneath this one.","|cFFFFD200Vendor: |rDana Pull|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2409,143184,279211,1716280,2,2,2,6,7,0
"This adorable mass of whirlers, cogs, and sprockets wasn't assembled in Gnomeregan. Where then?","|cFFFFD200Vendor: |rDana Pull|n|cFFFFD200Zone: |rTiragarde Sound|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rOlly|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2410,143188,279212,2126363,9,2,2,6,7,0
"She loves tummy rubs. Just watch out for splinters.","|cFFFFD200Zone: |rDrustvar",2411,143189,279213,2030683,3,2,0,6,7,0
"A popular pet among children, despite frequent accidental gorings.","|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2412,143191,279214,1958452,7,2,2,6,7,0
"Known to chomp on the shins of everything from saurids to brutosaurs.","|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n",2413,143193,279215,797327,7,2,2,6,7,0
"Exceptionally squishy, especially after a big meal.","|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rBlind Wunja|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2414,143194,279216,1723703,4,2,2,6,7,0
"Krag'wa reluctantly sent Tragg to the Talanji Expedition with the hope that they could find someone suitable to escort him on a tour of Azeroth.","|cFFFFD200Vendor: |rProvisioner Lija|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Faction: |rTalanji's Expedition - Revered|n|cFFFFD200Cost: |r75|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2415,143195,279217,1802889,8,2,2,6,7,0
"White Brutosaurs were on the brink of extinction until some enterprising adventurers took action. Lil' Ben'fon may have inherited her father's size, but definitely has her mother's temper!","|cFFFFD200Vendor: |rHappy Holaua|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n",2416,143196,279218,1881827,7,2,2,6,7,0
"Always hungry, and has a shockingly good personality.","|cFFFFD200Vendor: |rJenoh|n|cFFFFD200Zone: |rVol'dun|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2417,143197,279219,2399286,0,2,2,6,7,0
"The scavenger Loa thinks you can teach this saurid a thing or two. Just don't lose sight of your coin purse.","|cFFFFD200Vendor: |rHappy Holaua|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2418,143198,279220,2399239,7,2,2,6,7,0
"These toads do not appreciate having their legs pulled off.","|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2419,143199,279221,804969,8,2,2,6,7,0
"No one knows where this haunted tiki mask came from, or why its so angry all the time. It seems to like you though!","|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rBlind Wunja|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rDodger|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2420,143200,279224,1726347,5,2,2,241,238,0
"They are so cute before they develop razor-sharp teeth and venom.","|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 200|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2421,143202,279225,2027847,1,2,4,6,7,0
"So pretty you could eat it. But don't. It's poisonous.","|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Happy Holaua|n|cFFFFD200Zone:|r Zuldazar|n|cFFFFD200Cost:|r 100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2422,143203,279226,2059632,2,2,4,6,7,0
"Finding freshwater pearls with this crab by your side will be a pinch.","|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Jenoh|n|cFFFFD200Zone:|r Vol'dun|n|cFFFFD200Cost:|r 250|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2423,143204,279227,2027880,8,2,4,6,7,0
"The kindleweb spider species is known amongst the island tribes for its warm, threadable webbing.","|cFFFFD200Drop:|r Island Expeditions|n|n",2447,143802,177236,520757,6,2,0,34,7,0
,,2805,161429,0,134908,0,34,-1,6,7,0
"This frog's peculiar red color appears to have evolved specifically for camouflage in blood. Spooky.","|cFFFFD200Vendor: |rNigel Rifthold|n|cFFFFD200Zone: |rDrustvar|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rShoak|n|cFFFFD200Zone: |rNazmir|n|cFFFFD200Cost: |r100|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2424,143205,279228,804966,8,2,2,6,7,0
"She just wanted to get away. Find a nice shell. Sit on a beach. Now she's your pet.","|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Jenoh|n|cFFFFD200Zone:|r Vol'dun|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2425,143206,279230,2027921,8,2,4,6,7,0
"It is a well-established fact that wasps produce far higher quality honey than bees. Well-established in very, very small circles of wasp farmers.","|cFFFFD200Vendor:|r Madeline Netley|n|cFFFFD200Zone:|r Stormsong Valley|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor:|r Jenoh|n|cFFFFD200Zone:|r Vol'dun|n|cFFFFD200Cost:|r 50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h",2426,143207,279231,2027902,2,2,4,6,7,0
