Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
"Black Rook Hold",753,641,64,0,4,0,0,0,0,0,0,0,0,0
"Black Rook Hold",754,641,64,0,4,0,0,0,0,0,0,0,0,0
"Black Rook Hold",755,641,64,0,4,0,0,0,0,0,0,0,0,0
"Black Rook Hold",756,641,64,0,4,0,0,0,0,0,0,0,0,0
"Ursoc's Lair",757,116,0,0,6,0,0,0,0,0,0,0,0,0
"Gloaming Reef",758,641,0,0,6,0,0,0,0,0,0,0,0,0
"Black Temple",759,104,64,0,4,0,0,0,0,0,0,0,0,0
"Malorne's Nightmare",760,198,0,0,6,0,0,0,0,0,0,0,0,0
"Court of Stars",761,680,64,0,4,0,5,0,0,0,0,0,0,0
"Court of Stars",762,761,64,0,4,0,0,0,0,0,0,0,0,0
"Court of Stars",763,761,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",764,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",765,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",766,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",767,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",768,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",769,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",770,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",771,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Nighthold",772,680,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Barad",773,13,0,0,6,0,0,0,0,0,0,0,0,0
"Tol Barad",774,244,64,0,4,0,0,0,0,0,0,0,0,0
"The Exodar",775,12,0,0,6,0,0,0,0,0,0,0,0,0
"Azuremyst Isle",776,12,2,0,6,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",777,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",778,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",779,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",780,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",781,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",782,12,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",783,13,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",784,13,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",785,12,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",786,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",787,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",788,641,64,0,4,0,0,0,0,0,0,0,0,0
"The Emerald Nightmare",789,641,64,0,4,0,0,0,0,0,0,0,0,0
"Eye of Azshara",790,619,6,0,3,4,1,0,0,0,0,484,0,0
"Temple of the Jade Serpent",791,371,64,0,4,0,0,0,0,0,0,0,0,0
"Temple of the Jade Serpent",792,371,64,0,4,0,0,0,0,0,0,0,0,0
"Black Rook Hold",793,641,0,0,6,0,0,0,0,0,0,0,0,0
Karazhan,794,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,795,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,796,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,797,42,64,0,4,0,0,0,0,0,0,0,0,0
"The Arcway",798,680,64,0,4,0,0,0,0,0,0,0,0,0
"The Oculus",799,114,0,0,6,0,0,0,0,0,0,0,0,0
"The Oculus",800,114,64,0,4,0,0,0,0,0,0,0,0,0
"The Oculus",801,114,64,0,4,0,0,0,0,0,0,0,0,0
"The Oculus",802,114,64,0,4,0,0,0,0,0,0,0,0,0
"The Oculus",803,114,64,0,4,0,0,0,0,0,0,0,0,0
"Scarlet Monastery",804,18,64,0,4,0,0,0,0,0,0,0,0,0
"Scarlet Monastery",805,18,64,0,4,0,0,0,0,0,0,0,0,0
"Trial of Valor",806,634,64,0,4,0,0,0,0,0,0,0,0,0
"Trial of Valor",807,806,64,0,4,0,0,0,0,0,0,0,0,0
"Trial of Valor",808,806,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,809,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,810,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,811,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,812,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,813,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,814,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,815,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,816,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,817,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,818,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,819,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,820,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,821,42,64,0,4,0,0,0,0,0,0,0,0,0
Karazhan,822,42,64,0,4,0,0,0,0,0,0,0,0,0
"Pit of Saron",823,118,0,0,6,0,0,0,0,0,0,0,0,0
Islands,824,947,0,0,6,0,0,0,0,0,0,0,0,0
"Wailing Caverns",825,10,64,0,4,0,0,0,0,0,0,0,0,0
"Cave of the Bloodtotem",826,650,64,0,4,0,0,0,0,0,0,0,0,0
Stratholme,827,22,64,0,4,0,0,0,0,0,0,0,0,0
"The Eye of Eternity",828,114,64,0,4,0,0,0,0,0,0,0,0,0
"Halls of Valor",829,634,64,0,4,0,0,0,0,0,0,0,0,0
Krokuun,830,905,6,0,3,4,1,0,0,0,0,337,0,0
"The Vindicaar",831,830,0,0,5,0,0,0,0,0,0,0,0,0
"The Vindicaar",832,830,0,0,5,0,0,0,0,0,0,0,0,0
"Nath'raxas Spire",833,830,0,0,5,0,0,0,0,0,0,0,0,0
"Coldridge Valley",834,27,0,0,6,0,0,0,0,0,0,0,0,0
"The Deadmines",835,52,64,0,4,0,0,0,0,0,0,0,0,0
"The Deadmines",836,52,64,0,4,0,0,0,0,0,0,0,0,0
"Arathi Basin",837,14,0,0,6,0,5,0,0,0,0,0,0,0
"Battle for Blackrock Mountain",838,36,0,0,6,0,0,0,0,0,0,0,0,0
"The Maelstrom",839,948,64,0,4,0,0,0,0,0,0,0,0,0
Gnomeregan,840,27,64,0,4,0,0,0,0,0,0,0,0,0
Gnomeregan,841,27,64,0,4,0,0,0,0,0,0,0,0,0
Gnomeregan,842,27,64,0,4,0,0,0,0,0,0,0,0,0
"Shado-Pan Showdown",843,379,0,0,6,0,0,0,0,0,0,0,0,0
"Arathi Basin",844,14,0,0,6,0,0,0,0,0,0,0,0,0
"Cathedral of Eternal Night",845,646,64,0,4,0,0,0,0,0,0,0,0,0
"Cathedral of Eternal Night",846,646,64,0,4,0,0,0,0,0,0,0,0,0
"Cathedral of Eternal Night",847,646,64,0,4,0,0,0,0,0,0,0,0,0
"Cathedral of Eternal Night",848,646,64,0,4,0,0,0,0,0,0,0,0,0
"Cathedral of Eternal Night",849,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",850,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",851,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",852,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",853,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",854,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",855,646,64,0,4,0,0,0,0,0,0,0,0,0
"Tomb of Sargeras",856,646,64,0,4,0,0,0,0,0,0,0,0,0
"Throne of the Four Winds",857,249,64,0,4,0,0,0,0,0,0,0,0,0
"Assault on Broken Shore",858,619,0,0,6,0,0,0,0,0,0,0,0,0
"Warsong Gulch",859,10,0,0,6,0,0,0,0,0,0,0,0,0
"The Ruby Sanctum",860,115,0,0,6,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",861,672,0,0,6,0,0,0,0,0,0,0,0,0
Zuldazar,862,875,6,0,3,10,1,0,0,0,0,189,0,0
Nazmir,863,875,6,0,3,10,3,0,0,0,0,190,0,0
Vol'dun,864,875,6,0,3,10,1,0,0,0,0,191,0,0
Stormheim,865,634,64,0,4,0,0,0,0,0,0,0,0,0
Stormheim,866,634,64,0,4,0,0,0,0,0,0,0,0,0
Azsuna,867,630,64,0,4,0,0,0,0,0,0,0,0,0
Val'sharah,868,641,64,0,4,0,0,0,0,0,0,0,0,0
Highmountain,869,650,64,0,4,0,0,0,0,0,0,0,0,0
Highmountain,870,650,64,0,4,0,0,0,0,0,0,0,0,0
"The Lost Glacier",871,113,0,0,6,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",872,376,64,0,4,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",873,376,64,0,4,0,0,0,0,0,0,0,0,0
"Stormstout Brewery",874,376,64,0,4,0,0,0,0,0,0,0,0,0
Zandalar,875,947,0,0,2,10,1,0,0,0,0,830,0,0
"Kul Tiras",876,947,0,0,2,10,1,0,0,0,0,830,0,0
"Fields of the Eternal Hunt",877,634,0,0,6,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",879,672,64,0,4,0,0,0,0,0,0,0,0,0
"Mardum, the Shattered Abyss",880,672,64,0,4,0,0,0,0,0,0,0,0,0
"The Eye of Eternity",881,114,64,0,4,0,0,0,0,0,0,0,0,0
Eredath,882,905,6,0,3,4,1,0,0,0,0,337,0,0
"The Vindicaar",883,882,0,0,5,0,0,0,0,0,0,0,0,0
"The Vindicaar",884,882,0,0,5,0,0,0,0,0,0,0,0,0
"Antoran Wastes",885,905,6,0,3,4,1,0,0,0,0,337,0,0
"The Vindicaar",886,885,0,0,5,0,0,0,0,0,0,0,0,0
"The Vindicaar",887,885,0,0,5,0,0,0,0,0,0,0,0,0
"Hall of Communion",888,119,64,0,4,0,0,0,0,0,0,0,0,0
Arcatraz,889,109,64,0,4,0,0,0,0,0,0,0,0,0
Arcatraz,890,109,64,0,4,0,0,0,0,0,0,0,0,0
"Azuremyst Isle",891,12,64,0,4,0,0,0,0,0,0,0,0,0
"Azuremyst Isle",892,891,64,0,4,0,0,0,0,0,0,0,0,0
"Azuremyst Isle",893,891,64,0,4,0,0,0,0,0,0,0,0,0
"Azuremyst Isle",894,891,64,0,4,0,0,0,0,0,0,0,0,0
"Tiragarde Sound",895,876,6,0,3,10,1,0,0,0,0,186,0,0
Drustvar,896,876,6,0,3,10,1,0,0,0,0,187,0,0
"The Deaths of Chromie",897,113,64,0,4,0,0,0,0,0,0,0,0,0
"The Deaths of Chromie",898,897,64,0,4,0,0,0,0,0,0,0,0,0
"The Deaths of Chromie",899,897,64,0,4,0,0,0,0,0,0,0,0,0
"The Deaths of Chromie",900,897,64,0,4,0,0,0,0,0,0,0,0,0
"The Deaths of Chromie",901,897,64,0,4,0,0,0,0,0,0,0,0,0
"The Deaths of Chromie",902,897,64,0,4,0,0,0,0,0,0,0,0,0
"The Seat of the Triumvirate",903,882,64,0,6,0,0,0,0,0,0,0,0,0
"Silithus Brawl",904,81,0,0,6,0,0,0,0,0,0,0,0,0
Argus,905,619,1024,0,2,0,3,143958,0,0,0,337,0,0
"Arathi Highlands",906,13,0,0,6,0,0,0,0,0,0,0,0,0
"Seething Shore",907,12,0,0,6,0,0,0,0,0,0,0,0,0
"Ruins of Lordaeron",908,13,0,0,6,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",909,885,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",910,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",911,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",912,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",913,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",914,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",915,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",916,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",917,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",918,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",919,909,64,0,4,0,0,0,0,0,0,0,0,0
"Antorus, the Burning Throne",920,909,64,0,4,0,0,0,0,0,0,0,0,0
"Invasion Point: Aurinor",921,905,0,0,6,0,0,0,0,0,0,0,0,0
"Invasion Point: Bonich",922,905,0,0,6,0,0,0,0,0,0,0,0,0
"Invasion Point: Cen'gar",923,905,0,0,6,0,0,0,0,0,0,0,0,0
"Invasion Point: Naigtal",924,905,0,0,6,0,0,0,0,0,0,0,0,0
"Invasion Point: Sangua",925,905,0,0,6,0,0,0,0,0,0,0,0,0
"Invasion Point: Val",926,905,0,0,6,0,0,0,0,0,0,0,0,0
"Greater Invasion Point: Pit Lord Vilemus",927,905,0,0,6,0,0,0,0,0,0,0,0,0
"Greater Invasion Point: Mistress Alluradel",928,905,0,0,6,0,0,0,0,0,0,0,0,0
"Greater Invasion Point: Matron Folnuna",929,905,0,0,6,0,0,0,0,0,0,0,0,0
"Greater Invasion Point: Inquisitor Meto",930,905,0,0,6,0,0,0,0,0,0,0,0,0
"Greater Invasion Point: Sotanathor",931,905,0,0,6,0,0,0,0,0,0,0,0,0
"Greater Invasion Point: Occularus",932,905,0,0,6,0,0,0,0,0,0,0,0,0
"Forge of Aeons",933,572,0,0,6,0,0,0,0,0,0,0,0,0
Atal'Dazar,934,862,64,0,4,0,0,0,0,0,0,0,0,0
Atal'Dazar,935,862,64,0,4,0,0,0,0,0,0,0,0,0
Freehold,936,895,64,0,4,0,0,0,0,0,0,0,0,0
"Gilneas Island",938,947,0,0,6,0,0,0,0,0,0,0,0,0
"Tropical Isle 8.0",939,947,0,0,6,0,0,0,0,0,0,0,0,0
"The Vindicaar",940,830,64,0,4,0,0,0,0,0,0,0,0,0
"The Vindicaar",941,830,64,0,4,0,0,0,0,0,0,0,0,0
"Stormsong Valley",942,876,6,0,3,10,1,0,1,0,0,188,0,0
"Arathi Highlands",943,13,2,0,6,0,4,0,0,0,0,0,0,0
Cosmic,946,0,384,0,0,0,0,0,0,0,0,0,0,0
Azeroth,947,946,4354,0,1,0,0,0,0,0,0,2844,0,0
"The Maelstrom",948,947,0,0,2,0,0,0,0,0,0,0,0,0
"Telogrus Rift",971,619,4,0,6,0,0,0,0,0,0,0,0,0
"Telogrus Rift",972,619,4,0,6,0,0,0,0,0,0,0,0,0
"The Sunwell",973,335,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",974,895,68,0,6,0,0,0,0,0,0,0,0,0
"Tol Dagor",975,895,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",976,895,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",977,895,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",978,895,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",979,895,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",980,895,64,0,4,0,0,0,0,0,0,0,0,0
"Un'gol Ruins",981,947,4,0,6,0,0,0,0,0,0,0,0,0
"Eastern Kingdoms",985,0,4,1,2,0,0,0,0,0,0,0,0,0
Kalimdor,986,0,4,1,2,0,0,0,0,0,0,0,0,0
Outland,987,0,4,1,2,0,0,0,0,0,0,0,0,0
Northrend,988,0,4,1,2,0,0,0,0,0,0,0,0,0
Pandaria,989,0,4,1,2,0,0,0,0,0,0,0,0,0
Draenor,990,0,4,1,2,0,0,0,0,0,0,0,0,0
Zandalar,991,0,4,1,2,0,0,0,0,0,0,0,0,0
"Kul Tiras",992,0,4,1,2,0,0,0,0,0,0,0,0,0
"Broken Isles",993,0,6,2,2,0,0,0,0,5350,0,0,0,0
Argus,994,0,4,2,2,0,0,143958,3,5350,0,0,0,0
"Tirisfal Glades",997,0,0,0,3,0,0,0,0,0,0,0,0,0
Undercity,998,908,6,0,3,0,0,0,0,0,0,0,0,0
"Kings' Rest",1004,862,64,0,4,0,0,0,0,0,0,0,0,0
Atul'Aman,1009,864,0,0,5,0,0,0,0,0,0,0,0,0
"The MOTHERLODE!!",1010,194,64,0,3,0,0,0,0,0,0,0,0,0
Zandalar,1011,0,4,2,2,0,0,0,0,5350,0,0,0,0
"Stormwind City",1012,13,0,0,6,0,0,0,0,0,0,0,0,0
"The Stockade",1013,13,0,0,6,0,0,0,0,0,0,0,0,0
"Kul Tiras",1014,0,4,2,2,0,0,0,0,5350,0,0,0,0
"Waycrest Manor",1015,896,64,0,4,0,0,0,0,0,0,0,0,0
"Waycrest Manor",1016,896,64,0,4,0,0,0,0,0,0,0,0,0
"Waycrest Manor",1017,896,64,0,4,0,0,0,0,0,0,0,0,0
"Waycrest Manor",1018,896,64,0,4,0,0,0,0,0,0,0,0,0
"Chamber of Heart",1021,81,64,0,4,0,0,0,0,0,0,0,0,0
"Uncharted Island",1022,0,0,0,3,0,0,0,0,0,0,0,0,0
"Waycrest Manor",1029,896,64,0,4,0,0,0,0,0,0,0,0,0
"Greymane Manor",1030,217,0,0,5,0,0,0,0,0,0,0,0,0
"Greymane Manor",1031,179,0,0,5,0,0,0,0,0,0,0,0,0
"Skittering Hollow",1032,0,0,0,3,0,0,0,0,0,0,0,0,0
"The Rotting Mire",1033,0,0,0,3,0,0,0,0,0,0,0,0,0
"Verdant Wilds",1034,0,0,0,3,0,0,0,0,0,0,0,0,0
"Molten Cay",1035,0,0,0,3,0,0,0,0,0,0,0,0,0
"The Dread Chain",1036,0,0,0,3,0,0,0,0,0,0,0,0,0
"Whispering Reef",1037,0,0,0,3,0,0,0,0,0,0,0,0,0
"Temple of Sethraliss",1038,864,64,0,4,0,0,0,0,0,0,0,0,0
"Shrine of the Storm",1039,942,64,0,3,0,0,0,0,0,0,0,0,0
"Shrine of the Storm",1040,942,64,0,4,0,0,0,0,0,0,0,0,0
"The Underrot",1041,863,64,0,3,0,0,0,0,0,0,0,0,0
"The Underrot",1042,863,64,0,4,0,0,0,0,0,0,0,0,0
"Temple of Sethraliss",1043,864,64,0,4,0,0,0,0,0,0,0,0,0
"Arathi Highlands",1044,13,2,0,6,0,4,0,0,0,0,1206,0,0
"Thros, The Blighted Lands",1045,896,64,0,4,0,0,0,1,0,0,0,0,0
Uldir,1148,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1149,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1150,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1151,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1152,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1153,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1154,863,64,0,4,0,0,0,0,0,0,0,0,0
Uldir,1155,863,64,0,4,0,0,0,0,0,0,0,0,0
"The Great Sea",1156,947,0,0,6,0,0,0,0,0,0,0,0,0
"The Great Sea",1157,947,0,0,6,0,0,0,0,0,0,0,0,0
"Arathi Highlands",1158,0,0,0,3,0,0,0,0,0,0,0,0,0
"Blackrock Depths",1159,32,64,0,4,0,0,0,0,0,0,0,0,0
"Blackrock Depths",1160,32,64,0,4,0,0,0,0,0,0,0,0,0
Boralus,1161,895,4,0,3,10,0,0,0,0,0,0,0,0
"Siege of Boralus",1162,895,64,0,4,0,0,0,0,0,0,0,0,0
Dazar'alor,1163,1165,0,0,5,0,0,0,0,0,0,0,0,0
Dazar'alor,1164,1165,0,0,5,0,0,0,0,0,0,0,0,0
Dazar'alor,1165,862,4,0,3,10,0,0,1,0,0,0,0,0
Zanchul,1166,1165,64,0,4,0,0,0,0,0,0,0,0,0
Zanchul,1167,1165,64,0,4,0,0,0,0,0,0,0,0,0
"Tol Dagor",1169,876,4,0,3,0,0,0,0,0,0,1227,0,0
"Gorgrond - Mag'har Scenario",1170,0,0,0,3,0,0,0,0,0,0,0,0,0
"Gol Thovas",1171,895,0,0,5,0,0,0,0,0,0,0,0,0
"Gol Thovas",1172,895,0,0,5,0,0,0,0,0,0,0,0,0
"Rastakhan's Might",1173,862,0,0,5,0,0,0,0,0,0,0,0,0
"Rastakhan's Might",1174,862,0,0,5,0,0,0,0,0,0,0,0,0
"Breath Of Pa'ku",1176,862,0,0,5,0,0,0,0,0,0,0,0,0
"Breath Of Pa'ku",1177,862,64,0,4,0,0,0,0,0,0,0,0,0
"Abyssal Melody",1179,942,0,0,5,0,0,0,0,0,0,0,0,0
"Abyssal Melody",1180,942,0,0,5,0,0,0,0,0,0,0,0,0
Zuldazar,1181,875,4098,0,6,0,5,0,0,0,0,189,0,0
"Saltstone Mine",1182,942,64,0,4,0,0,0,0,0,0,0,0,0
Thornheart,1183,942,64,0,4,0,0,0,0,0,0,0,0,0
"Winterchill Mine",1184,895,0,0,5,0,0,0,0,0,0,0,0,0
"Winterchill Mine",1185,895,0,0,5,0,0,0,0,0,0,0,0,0
"Blackrock Depths",1186,32,64,0,4,0,0,0,0,0,0,0,0,0
Azsuna,1187,993,0,2,3,0,1,0,0,0,0,0,0,0
Val'sharah,1188,993,0,2,3,0,1,0,0,0,0,0,0,0
Highmountain,1189,993,0,2,3,0,1,0,0,0,0,0,0,0
Stormheim,1190,993,0,2,3,0,1,0,0,0,0,0,0,0
Suramar,1191,993,0,2,3,0,3,0,0,0,0,0,0,0
"Broken Shore",1192,993,0,2,3,0,1,143953,0,0,0,0,0,0
Zuldazar,1193,1011,0,2,3,10,1,0,0,0,0,0,0,0
Nazmir,1194,1011,0,2,3,10,3,0,0,0,0,0,0,0
Vol'dun,1195,1011,0,2,3,10,1,0,0,0,0,0,0,0
"Tiragarde Sound",1196,1014,0,2,3,10,1,0,0,0,0,0,0,0
Drustvar,1197,1014,0,2,3,10,1,0,0,0,0,0,0,0
"Stormsong Valley",1198,1014,0,2,3,10,1,0,1,0,0,0,0,0
Darkshore,1203,12,0,0,6,0,0,0,0,0,0,0,0,0
"Eastern Kingdoms",1208,0,4,2,2,0,0,145692,0,5350,0,0,0,0
Kalimdor,1209,0,4,2,2,0,0,0,0,5350,0,0,0,0
"Arathi Highlands",1244,1208,0,2,3,0,0,0,0,0,0,0,0,0
Badlands,1245,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Blasted Lands",1246,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Tirisfal Glades",1247,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Silverpine Forest",1248,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Western Plaguelands",1249,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Eastern Plaguelands",1250,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Hillsbrad Foothills",1251,1208,0,2,3,0,0,0,0,0,0,0,0,0
"The Hinterlands",1252,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Dun Morogh",1253,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Searing Gorge",1254,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Burning Steppes",1255,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Elwynn Forest",1256,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Deadwind Pass",1257,1208,0,2,3,0,0,0,0,0,0,0,0,0
Duskwood,1258,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Loch Modan",1259,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Redridge Mountains",1260,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Swamp of Sorrows",1261,1208,0,2,3,0,0,0,0,0,0,0,0,0
Westfall,1262,1208,0,2,3,0,0,0,0,0,0,0,0,0
Wetlands,1263,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Stormwind City",1264,1208,0,2,3,0,0,0,0,0,0,0,0,0
Ironforge,1265,1208,0,2,3,0,0,0,0,0,0,0,0,0
Undercity,1266,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Eversong Woods",1267,1208,0,2,3,0,0,0,0,0,0,0,0,0
Ghostlands,1268,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Silvermoon City",1269,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Isle of Quel'Danas",1270,1208,0,2,3,0,0,0,0,0,0,0,0,0
Gilneas,1271,1208,0,2,3,0,0,0,0,0,0,0,0,0
Vashj'ir,1272,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Ruins of Gilneas",1273,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Stranglethorn Vale",1274,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Twilight Highlands",1275,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Tol Barad",1276,1208,0,2,3,0,0,0,0,0,0,0,0,0
"Tol Barad Peninsula",1277,1208,0,2,3,0,0,0,0,0,0,0,0,0
Durotar,1305,1209,0,2,3,0,0,0,0,0,0,0,0,0
Mulgore,1306,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Northern Barrens",1307,1209,0,2,3,0,0,0,0,0,0,0,0,0
Teldrassil,1308,1209,0,2,3,0,0,0,0,0,0,0,0,0
Darkshore,1309,1209,0,2,3,0,0,0,0,0,0,0,0,0
Ashenvale,1310,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Thousand Needles",1311,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Stonetalon Mountains",1312,1209,0,2,3,0,0,0,0,0,0,0,0,0
Desolace,1313,1209,0,2,3,0,0,0,0,0,0,0,0,0
Feralas,1314,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Dustwallow Marsh",1315,1209,0,2,3,0,0,0,0,0,0,0,0,0
Tanaris,1316,1209,0,2,3,0,0,0,0,0,0,0,0,0
Azshara,1317,1209,0,2,3,0,0,0,0,0,0,0,0,0
Felwood,1318,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Un'Goro Crater",1319,1209,0,2,3,0,0,0,0,0,0,0,0,0
Moonglade,1320,1209,0,2,3,0,0,0,0,0,0,0,0,0
Silithus,1321,1209,0,2,3,0,0,0,0,0,0,0,0,0
Winterspring,1322,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Thunder Bluff",1323,1209,0,2,3,0,0,0,0,0,0,0,0,0
Darnassus,1324,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Azuremyst Isle",1325,1209,0,2,3,0,0,0,0,0,0,0,0,0
"The Exodar",1326,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Bloodmyst Isle",1327,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Mount Hyjal",1328,1209,0,2,3,0,0,0,0,0,0,0,0,0
"Southern Barrens",1329,1209,0,2,3,0,0,0,0,0,0,0,0,0
Uldum,1330,1209,0,2,3,0,0,0,0,0,0,0,0,0
"The Exodar",1331,1209,0,2,3,0,0,0,0,0,0,0,0,0
Darkshore,1332,12,0,0,6,0,0,0,0,0,0,0,0,0
Darkshore,1333,12,0,0,6,0,0,0,0,0,0,733,0,0
Wintergrasp,1334,113,0,0,6,0,0,0,0,0,0,0,0,0
"Cooking: Impossible",1335,0,0,0,3,0,0,0,0,0,0,0,0,0
Havenswood,1336,0,0,0,3,0,0,0,0,0,0,0,0,0
Jorundall,1337,0,0,0,3,0,0,0,0,0,0,0,0,0
Darkshore,1338,12,0,0,6,0,0,0,0,0,0,0,0,0
"Warsong Gulch",1339,10,0,0,3,0,0,0,0,0,0,0,0,0
