ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,ContentTuningID,Flags_0,Flags_1,LiquidTypeID_0,LiquidTypeID_1,LiquidTypeID_2,LiquidTypeID_3
9025,InvasionRiftSwamp,"Invasion Point",1779,9024,7668,0,0,1581,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741824,0,0,0,0,0
9026,CarversHarbor,"Carver's Harbor",1643,8721,7669,0,0,1613,0,0,0,1376,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9028,CityofGold,Atal'Dazar,1763,0,7671,0,0,0,675,1901,0,1253,0,0,0.15000000596,13,-1,0,0,0,500,268435456,12,0,0,0,0
9029,HozenIsland,"Hozen Island",1645,0,7672,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,289,64,0,0,0,0,0
9032,Fallhaven,Fallhaven,1643,8721,7675,0,0,1613,675,2049,0,1362,0,0,0.15000000596,15,-1,25,25,0,187,1075855424,8448,0,0,0,0
9033,ShroudedFoothills,"Shrouded Foothills",1643,8721,7676,0,0,1612,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9034,FallhavenRanch,"Fallhaven Ranch",1643,8721,7677,0,0,1613,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9035,ShrineofShadra,"Shrine of Shadra",1642,8499,7678,0,0,0,0,2130,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9036,LairofRezan,"Throne of Rezan",1642,8499,7679,0,0,0,0,2130,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9037,CavernsofConsumption,"Caverns of Consumption",1,618,7680,0,0,1361,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,33,1107318785,8704,0,0,0,0
9038,ArgusCitadel,"Nath'raxas Hold",1669,8574,7681,0,0,0,0,1866,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9039,BloodBog,"Blood Bog",1642,8500,7682,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9040,ArgusCitadelHub,"Destiny Point",1669,8574,7683,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1088424000,512,0,0,0,0
9041,Nathavor,Natha'vor,1642,8500,7684,0,0,0,0,2173,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9042,StormsongValley,"Stormsong Valley",1643,0,7685,0,0,1634,675,2074,0,1404,0,0,0.60000002384,15,-1,25,25,0,188,16448,8192,0,0,0,0
9043,SilithusBrawl,"Silithus Brawl",1782,0,7686,0,11,37,675,243,0,325,0,0,0.15000000596,13,-1,0,0,0,971,81936,0,0,0,0,0
9044,ArgusCitadelCourtyard,"Court of the Avenger",1669,8574,7687,0,0,0,0,1869,0,1244,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9045,AtalGral,Atal'Gral,1642,8499,7688,86,0,1640,675,2125,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9046,ScavengersStrand,"Scavenger's Strand",1642,8499,7689,0,0,1640,675,2125,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9047,TorjaiTarPits,"Shoaljai Tar Pits",1642,8500,7690,86,0,1626,675,2173,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9048,KragwasShore,"Krag'wa's Shore",1642,8500,7691,0,0,0,0,1909,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9049,AntulMitaPlateau,"Antul'Mita Plateau",1642,8500,7692,0,0,1639,675,2090,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9050,ArgusCitadelSpire,"Nath'raxas Spire",1669,8574,7693,0,0,1599,675,1869,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,256,0,0,0,0
9051,TheDeathsOfChromie,"The Deaths of Chromie",1756,0,7694,0,11,439,675,412,0,545,0,0,0.15000000596,15,-1,0,0,0,672,20544,0,0,0,0,0
9052,FoxhollowWoods,"Foxhollow Woods",1643,8567,7695,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,186,1073741888,8192,0,0,0,0
9059,MistfallCleft,"Mistfall Cleft",1643,8567,7702,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,186,1073741888,8192,0,0,0,0
9078,AreaWhereLawIsRoutinelyBroken,Freehold,1643,8567,7721,0,0,1619,675,2083,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1075855424,8448,0,0,0,0
9099,TEMPCVJulienTest,"[TEMP] CV JulienTest",1060,0,7745,0,0,0,0,0,0,0,0,0,0.60000002384,13,-1,0,0,0,798,67125248,0,0,0,0,0
9100,InvasionPointAurinor,"Invasion Point: Aurinor",1779,0,7746,0,0,1604,675,1886,0,0,0,0,0.15000000596,13,-1,0,0,0,337,16384,0,0,0,0,0
9101,TropicalIsle,"Tropical Isle 8.0",1780,0,7747,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,289,0,0,0,0,0,0
9102,InvasionPointNaigtal,"Invasion Point: Naigtal",1779,0,7748,0,0,1602,675,1880,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9105,ThreatValeofEternalBlossoms,"Vale of Eternal Blossoms",1795,0,7751,86,0,922,675,1109,0,0,0,0,0,15,-1,24,25,0,703,64,0,0,0,0,0
9106,InvasionRiftLuminescence,"Invasion Point",1779,9024,7752,0,0,1581,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741824,0,0,0,0,0
9124,AnglepointWharf,"Anglepoint Wharf",1643,8567,7775,0,0,1881,0,2122,0,0,0,0,0.15000000596,15,-1,0,0,0,186,1073741888,8192,0,0,0,0
9125,KrakenbaneCove,"Krakenbane Cove",1643,8567,7776,0,0,1880,0,2122,0,0,0,0,0.15000000596,15,-1,0,0,0,186,1073741888,8192,0,0,0,0
9126,InvasionPointCengar,"Invasion Point: Cen'gar",1779,0,7777,0,0,1600,675,1885,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9127,InvasionPointVal,"Invasion Point: Val",1779,0,7778,0,0,1603,675,1882,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9128,InvasionPointSangua,"Invasion Point: Sangua",1779,0,7779,0,0,1601,675,1884,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9129,InvasionRiftSand,"Invasion Point",1779,9024,7780,0,0,1581,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741824,0,0,0,0,0
9130,HangmansPoint,"Hangman's Point",1643,8721,7781,0,0,1613,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1075855424,8448,0,0,0,0
9131,WatchersWood,"Watcher's Wood",1643,8721,7782,0,0,1612,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9132,HawthornesPlot,"Hawthorne's Plot",1643,8721,7783,0,0,1613,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9133,ZulAhjin,Zul'Ahjin,1642,8501,7784,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9134,GolKoval,"Gol Koval",1643,8721,7785,0,0,0,0,0,0,1375,0,0,0.15000000596,15,-1,25,25,0,187,1073741888,8192,0,0,0,0
9135,SirenCoveSouthEast,"The Wailing Tideway",1643,8567,7786,0,0,0,675,2069,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1073758272,8448,0,0,0,0
9136,SeethingShore,"Seething Shore",1803,0,7787,0,11,37,675,1914,0,1257,0,0,0.15000000596,13,-1,0,0,0,971,81936,0,0,0,0,0
9137,Blackgorge,"Black Gorge",1669,8574,7788,0,0,1584,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9138,ArmyNortheasternFoothold,"The Veiled Den",1669,8899,7789,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9139,ArmySouthernFoothold,"Light's Purchase",1669,8899,7790,0,0,0,0,1874,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9140,ArmyLanding,"Hope's Landing",1669,8899,7791,0,0,0,0,1874,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9141,ShatteredChasm,"Shattered Chasm",1669,8899,7792,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9143,SmallDemonArea,"Pits of Punishment",1669,8899,7794,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9144,ElevatedViewingArea,"Defiler's Overlook",1669,8899,7795,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9145,RaidEntrance,"Burning Breach",1669,8899,7796,0,0,0,0,1875,0,1246,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9146,Vindicaar73Intro,"The Vindicaar",1750,8840,7797,0,0,366,675,0,0,0,0,6,0.60000002384,0,-1,1,3,0,337,1074268160,8704,0,0,0,0
9147,TheOldSeawall,"The Old Seawall",1642,8499,7798,0,0,1640,675,2128,0,1405,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9148,FletchersHollow,"Fletcher's Hollow",1643,8721,7799,0,0,1612,675,0,0,1377,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9149,DemonCrossroads,"Felsiege Rise",1669,8899,7800,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9150,Isle2WrestlingPOI,"Circle of Aspirants",1669,8701,7801,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9151,DemonCampSouth,"Stasis Core",1669,8899,7802,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9152,FelfireArmory,"Felfire Armory",1669,8899,7803,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9153,Shipyard,Terminus,1669,8899,7804,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9154,VenornsLair,"Ven'orn's Lair",1669,8899,7805,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9155,FiendsRun,"Fiend's Run",1669,8899,7806,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9156,Boneyard,"Scavenger's Boneyard",1669,8899,7807,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9157,SoulForge,"The Spirit Crucible",1669,8899,7808,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9158,TheOverlook,"Altar of Darkest Rites",1669,8899,7809,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9159,ShapersRise,"Shaper's Rise",1669,8899,7810,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9160,DemonBarracks,"Putrid Laboratory",1669,8899,7811,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9161,DefiledPath,"Defiled Path",1669,8899,7812,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9162,CollectorsEnclave,"Collector's Hovel",1669,8899,7813,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9163,JulienTestLand,"Julien Test Land",1584,0,7814,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,798,17039440,0,0,0,0,0
9164,KulTirasPirateTownDungeon,Freehold,1754,0,7815,0,0,1620,675,1898,0,0,0,0,0.15000000596,13,-1,0,0,0,500,268435456,12,0,0,0,0
9165,ElderstoneMine,"Elderstone Mine",1643,8721,7816,0,0,0,675,2059,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9166,DinoSkeletonTemple,"Shrine of Xibala",1642,8499,7817,0,0,0,0,0,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9167,BarrowknollCemetery,"Barrowknoll Cemetery",1643,8721,7818,0,0,1633,0,2050,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073741888,8192,0,0,0,0
9168,zzOLD80WarfrontsArathiHordeMain,"Arathi Highlands",1804,0,7819,0,0,1650,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,290,65536,0,0,0,0,0
9169,KelvaxShrine,"Kel'vax's Shrine",1642,8500,7820,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9170,TimberedStrand,"Timbered Strand",1643,8721,7821,0,0,1612,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1075855424,8448,0,0,0,0
9171,StormwindEmbassy,"Stormwind Embassy",0,1519,7822,0,0,569,675,0,0,0,0,0,0.15000000596,15,-1,0,0,0,864,1075855672,0,0,0,0,0
9172,TerraceoftheChosen,"Terrace of the Chosen",1642,8499,7823,0,0,1639,675,2128,0,1405,0,0,0,15,-1,0,0,0,189,1075839040,8192,0,0,0,0
9173,TheZocalo,"The Zocalo",1642,8499,7824,0,0,1639,675,2128,0,1405,0,0,0,15,-1,0,0,0,189,1075839040,8192,0,0,0,0
9174,ArgusTwistingNether,"Argus Wastes",1669,8574,7825,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9176,WaywardThicket,"Wayward Thicket",1643,8721,7827,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073741888,8192,0,0,0,0
9177,RimestonesLair,"Rimestone's Lair",1643,8721,7828,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073741888,8192,0,0,0,0
9178,TheFarReach,"The Far Reach",1642,8500,7829,0,0,1630,675,2090,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9179,SethrakFront,"Sethrak Front",1642,8500,7830,0,0,0,675,2088,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9180,InvasionPointBonich,"Invasion Point: Bonich",1779,0,7831,0,0,1605,675,1883,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9181,Isle1ForestV2,"Grove of Naroua",1669,8574,7832,0,0,1584,675,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9183,RiverZone,RiverZone_Art,1643,0,7834,0,0,1496,675,1705,0,0,0,0,0.15000000596,15,-1,25,25,0,830,16448,256,0,0,0,0
9186,ArgusMacAreeTwistingNether,"The Twisting Nether",1669,8701,7837,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9187,ArgusMacAreeTwistingNether,"Fel Core",1669,8899,7838,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,256,0,0,0,0
9188,VoidElfScenario,"Telogrus Rift",1622,0,7839,0,0,1638,675,1915,0,0,0,0,0.15000000596,15,-1,0,0,0,293,20544,0,0,0,0,0
9191,WarbeastKraalHub,"Zeb'Saur [UNUSED]",1642,8499,7842,0,0,0,0,0,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9192,WarbeastKraalPterrordax,"Pterror Rise",1642,8499,7843,0,0,1639,675,2119,0,1409,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9194,CourtofSpirits,"Court of Spirits",1642,8500,7845,0,0,1622,675,2084,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8192,0,0,0,0
9195,Isle2EtherealCourtyard,"Shadow's Concourse",1669,8701,7846,0,0,1597,675,1863,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9198,Isle2LowerIsolon,"Isolon Basin",1669,8701,7849,0,0,0,0,1862,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9201,Hireekslair,"Hir'eek's Lair",1642,8500,7852,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9202,WitheringGulch,"Withering Gulch",1642,8501,7853,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9207,SuramarCityNBScenario,"Suramar City",1220,7637,7858,0,0,1521,675,1743,0,1224,0,0,0.15000000596,15,-1,0,0,0,335,1073741888,8448,0,0,0,0
9222,Autumnvale,Autumnvale,1643,8721,7873,0,0,1612,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9223,TradersCamp,"Trader's Camp",1643,8721,7874,0,0,1613,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1075855424,8448,0,0,0,0
9224,NorthPassCaverns,"North Pass Caverns",1643,8721,7875,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073741888,8192,0,0,0,0
9225,AridBasin,"Arid Basin",1642,8501,7876,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9226,ScorchedSandsOutpost,"Scorched Sands Outpost",1642,8501,7877,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1142964288,8192,0,0,0,0
9227,CarrionGrounds,"Carrion Grounds",1642,8501,7878,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9228,ScorchedSandsArena,"Scorched Sands Arena",1642,8501,7879,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9229,BurialMound,"Burial Mound",1642,8500,7880,0,0,0,0,2173,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9230,CrumblingOverlook,"Crumbling OverlookDELETE JDA",1642,8501,7881,0,0,0,0,0,0,0,0,0,0.60000002384,13,-1,0,0,0,191,1140867072,0,0,0,0,0
9231,BarbthornRidge,"Barbthorn Ridge",1643,8721,7882,0,0,1612,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9232,BarbthornCave,"Barbthorn Cave",1643,8721,7883,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9233,DenOfDespair,"Den of Despair",1669,8899,7884,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9234,TheWickerAltar,"The Wicker Altar",1643,8721,7885,0,0,1612,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9235,ZuldazarShipyard,"Warport Rastari",1642,8499,7886,0,0,1640,675,0,0,0,0,0,0,15,-1,0,0,0,189,1075839040,8192,0,0,0,0
9236,KulTirasMountainHub,"Kennings Lodge",1643,8567,7887,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1075855424,8448,0,0,0,0
9263,RockskipFalls,"Rockskip Falls",1643,8567,7914,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,186,1073741888,8192,0,0,0,0
9264,MudfishLodge,"Mudfish Lodge",1643,8721,7915,0,0,1613,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9265,SnapclawShore,"Snapclaw Shore",1643,8721,7916,0,0,0,675,1904,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9266,VerdantPlateau,"Verdant Plateau",1642,8501,7917,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9268,AlpineRise,"Alpine Rise",1643,8721,7919,0,0,1612,675,2054,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9269,HighroadPass,"Highroad Pass",1643,8721,7920,0,0,1612,675,2054,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9270,TorgasInnards,"Torga's Innards",1642,8500,7921,0,0,1611,675,2173,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8448,0,0,0,0
9271,HuntersRun,"Hunter's Run",1643,8721,7922,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073741888,8192,0,0,0,0
9272,KulTirasMountainPassFront,"Clearspring Pass",1643,8567,7923,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1073758272,8448,0,0,0,0
9273,KulTirasMountainHubEast,"Stagheart Wash",1643,8567,7924,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1073758272,8448,0,0,0,0
9274,ForgottenLodge,"Forgotten Lodge",1643,8721,7925,0,0,1613,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9275,GolVar,"Gol Var",1643,8721,7926,0,0,1612,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,187,1073758272,8448,0,0,0,0
9278,ZZOLdKulTirasArena,"Kul Tiras Arena",1825,0,7929,84,0,920,0,1315,0,0,0,0,0.60000002384,13,-1,0,0,0,969,65664,0,0,0,0,0
9279,KulTirasArena,"Hook Point",1825,0,7930,84,0,1840,0,2035,0,1396,0,0,0.60000002384,13,-1,0,0,0,969,65664,0,0,0,0,0
9280,EdgeofDiscord,"Edge of Discord",1712,8638,7931,0,0,0,675,1889,0,0,0,0,0.15000000596,13,-1,0,0,0,476,1342181376,12,0,0,0,0
9281,DenoftheDevourers,"Den of the Devourers",1712,8638,7932,0,0,0,675,1887,0,0,0,0,0.15000000596,13,-1,0,0,0,476,1342181376,12,0,0,0,0
9295,GreaterInvasionPointFire,"Greater Invasion Point: Matron Folnuna",1779,0,7946,0,0,1600,0,1885,0,0,0,0,0.15000000596,15,-1,0,0,0,337,0,0,0,0,3,0
9296,GreaterInvasionRiftIslands,"Greater Invasion Point: Pit Lord Vilemus",1779,0,7947,0,0,1604,675,1886,0,0,0,0,0.15000000596,13,-1,0,0,0,337,16384,0,0,0,0,0
9297,GreaterInvasionRiftMarsh,"Greater Invasion Point: Inquisitor Meto",1779,0,7948,0,0,1602,675,1880,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9298,GreaterInvasionRiftIce,"Greater Invasion Point: Occularus",1779,0,7949,0,0,1603,675,1882,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9299,GreaterInvasionRiftBlood,"Greater Invasion Point: Sotanathor",1779,0,7950,0,0,1601,675,1884,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9300,GreaterInvasionRiftForest,"Greater Invasion Point: Mistress Alluradel",1779,0,7951,0,0,1605,675,1883,0,0,0,0,0.15000000596,13,-1,0,0,0,337,0,0,0,0,0,0
9302,ThroneofAscension,"Throne of Ascension",1642,8501,7953,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9303,TheAlchemistsLair,"The Alchemist's Lair",1642,8501,7954,0,0,0,0,0,0,0,0,0,0.60000002384,0,-1,0,0,0,191,1073758272,8192,0,0,0,0
9304,TempestCliffs,"Tempest Cliffs",1642,8501,7955,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9305,SirenCoveSouthEastHub,"Castaway Point",1643,8567,7956,0,0,0,675,2069,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1075855424,8448,0,0,0,0
9306,Elunariacin,"Elunaria (cin)",1669,8899,7957,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9307,BrokenCliffs,"Broken Cliffs",1712,8638,7958,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,476,1342177344,12,0,0,0,0
9308,ObserversLocus,"Observer's Locus",1669,8899,7959,0,0,0,0,0,0,0,0,0,0.15000000596,13,-1,0,0,0,337,1073741888,0,0,0,0,0
9309,RedrockMines,"Redrock Mines",1642,8501,7960,0,0,0,0,2113,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9310,SilithusTheWound,"Silithus: The Wound",1,1377,7961,0,0,1625,675,1927,0,0,0,0,0.30000001192,15,-1,16,17,0,36,16448,0,0,0,0,0
9311,SethrakWarcamp,"Sethrak War Camp",1642,8501,7962,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9312,TempleIncursion,"Temple Incursion",1642,8501,7963,0,0,0,0,2108,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9313,SilvermoonCityNightborneScenario,"Silvermoon City",1818,0,7964,0,0,351,675,296,0,483,0,0,0.60000002384,0,-1,0,0,0,674,65536,0,0,0,0,0
9314,CampFirebreaker,"Thovas Base-Camp",1643,8567,7965,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,186,1073741888,8192,0,0,0,0
9317,OutlawTownTavern,"Dead Man's Tale",1643,8567,7968,0,0,0,675,0,0,0,0,0,0.15000000596,15,-1,25,25,0,186,1086341184,8448,0,0,0,0
9318,TheSunwellUnlockScenario,"The Sunwell",1840,0,7969,0,0,0,0,0,0,0,0,0,0.15000000596,15,-1,0,0,0,1281,4160,0,0,0,0,0
9319,CampLastwind,"Camp Lastwind",1642,8501,7970,0,0,0,0,2165,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9321,NecropolisCatacombs,"Necropolis Catacombs",1642,8500,7972,0,0,1623,675,2084,0,0,0,0,0.15000000596,15,-1,0,0,0,190,1073741888,8192,0,0,0,0
9322,SailsRest,"Sails' Rest",1642,8499,7973,0,0,0,0,0,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9323,CovescaleRise,"Covescale Rise",1642,8499,7974,0,0,1640,675,2125,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9324,DreadpearlShallows,"Dreadpearl Shallows",1642,8499,7975,0,0,1640,675,2125,0,0,0,0,0,15,-1,0,0,0,189,1073741888,8192,0,0,0,0
9325,XumanuCave,"Xumanu's Hideout",1642,8501,7976,0,0,0,0,0,0,0,0,0,0.60000002384,15,-1,0,0,0,191,1140867136,8192,0,0,0,0
9327,PrisonDungeon,"Tol Dagor",1771,0,7978,0,0,1673,0,2093,0,0,0,0,0.15000000596,13,-1,0,0,0,500,268435456,12,0,0,0,0
