ID,Name_lang,HordeName_lang,EffectArg[0],EffectArg[1],EffectArg[2],EffectScalingPoints[0],EffectScalingPoints[1],EffectScalingPoints[2],GemItemID,TransmogUnlockConditionID,TransmogCost,IconFileDataID,EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect[0],Effect[1],Effect[2],ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
2430,+8 health every 5 sec.,,21109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2431,+8 health every 5 sec.,,21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2432,+8 health every 5 sec.,,21612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2433,+8 health every 5 sec.,,21613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2434,+9 health every 5 sec.,,21614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2435,+9 health every 5 sec.,,21350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2436,+9 health every 5 sec.,,21615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2437,+9 health every 5 sec.,,21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2438,+10 health every 5 sec.,,21617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2443,+7 Frost Spell Damage,,21930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2463,+7 Fire Resistance,,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2483,+5 Fire Resistance,,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,4,0,0,0,0,0,50,0
2484,+5 Frost Resistance,,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,4,0,0,0,0,0,50,0
2485,+5 Arcane Resistance,,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,4,0,0,0,0,0,50,0
2486,+5 Nature Resistance,,3,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,4,0,0,0,0,0,50,0
2487,+5 Shadow Resistance,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,4,0,0,0,0,0,50,0
2488,+5 All Resistances,,18676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,50,0
2503,+5 Defense Rating,,12,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,5,0,0,0,0,0,50,0
2504,+30 Spell Power,,45,33027,0,0,0,0,0,0,0,0,30,0,0,107,0,0,0,1,0,5,0,0,0,0,0,0,0
2505,+29 Spell Power,,45,0,0,0,0,0,0,0,0,0,29,0,0,103,0,0,0,1,0,5,0,0,0,0,0,0,0
2506,+28 Melee Critical Strike Rating,,19,0,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,1,0,5,0,0,0,0,0,0,0
2523,+30 Ranged Hit Rating,,17,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,1,0,5,0,0,0,0,0,50,0
2543,+10 Haste Rating,,36,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,5,0,0,0,0,0,50,0
2544,+8 Spell Power,,45,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,5,0,0,0,0,0,50,0
2545,+12 Dodge Rating,,13,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,5,0,0,0,0,0,50,0
2563,+15 Strength,,4,0,0,0,0,0,0,0,0,0,15,0,0,125,0,0,0,1,0,5,0,0,0,0,0,0,0
2564,+15 Agility,,3,0,0,0,0,0,0,0,0,0,15,0,0,125,0,0,0,1,0,5,0,0,0,0,0,0,0
2565,Mana Regen 5 per 5 sec.,,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2566,+13 Spell Power,,45,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2567,+20 Spirit,,6,0,0,0,0,0,0,0,0,0,20,0,0,29,0,0,0,1,0,5,0,0,0,0,0,0,0
2568,+22 Intellect,,5,0,0,0,0,0,0,0,0,0,22,0,0,29,0,0,0,1,0,5,0,0,0,0,0,0,0
2583,+10 Defense Rating +10 Stamina +30 Block Value,,12,7,23203,0,0,0,0,0,0,0,10,10,0,0,1,0,0,1,0,5,5,3,0,0,0,60,0
2584,+10 Defense +10 Stamina and +12 Spell Power,,45,12,7,0,0,0,0,0,0,0,12,10,10,0,1,0,0,1,0,5,5,5,0,0,0,60,0
2585,+28 Attack Power/+12 Dodge Rating,,38,13,0,0,0,0,0,0,0,0,28,12,0,0,1,0,0,1,0,5,5,0,0,0,0,0,0
2586,+24 Ranged Attack Power/+10 Stamina/+10 Hit Rating,,39,7,31,0,0,0,0,0,0,0,24,10,10,0,1,0,0,1,0,5,5,5,0,0,0,0,0
2587,+13 Spell Power and +15 Intellect,,45,5,0,0,0,0,0,0,0,0,13,15,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2588,+18 Spell Power and +8 Hit Rating,,45,31,0,0,0,0,0,0,0,0,18,8,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2589,+18 Spell Power and +10 Stamina,,45,7,0,0,0,0,0,0,0,0,18,10,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2590,+13 Spell Power +10 Stamina and +5 Mana every 5 seconds,,45,7,43,0,0,0,0,0,0,0,13,10,5,0,1,0,0,1,0,5,5,5,0,0,0,60,0
2591,+10 Intellect +10 Stamina +12 Spell Power,,45,7,5,0,0,0,0,0,0,0,12,10,10,0,1,0,0,1,0,5,5,5,0,0,0,60,0
2603,+2 Fishing,,24303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2604,+18 Spell Power,,45,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,1,0,5,0,0,0,0,0,55,0
2605,+18 Spell Power,,45,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,1,0,5,0,0,0,0,0,55,0
2606,+30 Attack Power,,38,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,0,1,0,5,0,0,0,0,0,55,0
2607,+12 Spell Power,,45,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2608,+13 Spell Power,,45,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2609,+15 Spell Power,,45,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2610,+14 Spell Power,,45,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2611,zzOLDBlank,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2612,+18 Spell Power,,45,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2613,+2% Threat,,25063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2614,+20 Shadow Spell Power,,25064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2615,+20 Frost Spell Power,,25066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2616,+20 Fire Spell Power,,25065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2617,+16 Spell Power,,45,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2618,+15 Agility,,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2619,+15 Fire Resistance,,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2620,+15 Nature Resistance,,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2621,2% Reduced Threat,,25070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2622,+12 Dodge Rating,,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2623,Minor Wizard Oil,,45,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2624,Minor Mana Oil,,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2625,Lesser Mana Oil,,43,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2626,Lesser Wizard Oil,,45,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2627,Wizard Oil,,45,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2628,Brilliant Wizard Oil,,45,32,0,0,0,0,0,0,0,0,36,14,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2629,Brilliant Mana Oil,,45,43,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2630,Deadly Poison V,,25349,0,0,0,0,0,0,0,0,0,30,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
2631,Feedback 6,,25440,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,1,0,1,0,0,0,0,0,0,0
2632,Rockbiter 8,,0,0,0,0,0,0,0,0,0,0,52,0,0,61,9,0,0,1,0,6,0,0,0,0,0,0,0
2633,Rockbiter 9,,0,0,0,0,0,0,0,0,0,0,62,0,0,61,9,0,0,1,0,6,0,0,0,0,0,0,0
2634,Flametongue 7,,16313,0,0,0,0,0,0,0,0,0,100,0,0,32,9,0,0,1,0,3,0,0,0,0,0,0,0
2635,Frostbrand 6,,25501,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,1,0,1,0,0,0,0,0,0,0
2636,Windfury 5,,33757,0,0,0,0,0,0,0,0,0,20,0,0,81,9,0,0,1,0,3,0,0,0,0,0,0,0
2637,Flametongue Totem 5,,25555,0,0,0,0,0,0,0,0,0,100,0,0,32,7,0,0,1,0,1,0,0,0,0,0,0,0
2638,Windfury Totem 4,,25583,0,0,0,0,0,0,0,0,0,20,0,0,81,7,0,0,1,0,1,0,0,0,0,0,0,0
2639,Windfury Totem 5,,25584,0,0,0,0,0,0,0,0,0,20,0,0,81,7,0,0,1,0,1,0,0,0,0,0,0,0
2640,Anesthetic Poison,,26688,0,0,0,0,0,0,0,0,0,50,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
2641,Instant Poison VII,,26890,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
2642,Deadly Poison VI,,26968,0,0,0,0,0,0,0,0,0,30,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
2643,Deadly Poison VII,,27187,0,0,0,0,0,0,0,0,0,30,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
2644,Wound Poison V,,27189,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
2645,Firestone 5,,27253,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,1,0,1,0,0,0,0,0,0,0
2646,+25 Agility,,3,0,0,0,0,0,0,0,0,0,25,0,0,125,0,0,0,1,0,5,0,0,0,0,0,0,0
2647,+12 Strength,,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2648,+12 Defense Rating,,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2649,+12 Stamina,,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2650,+15 Spell Power,,45,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2651,+12 Spell Power,,45,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2652,+11 Spell Power,,45,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2653,+36 Block Value,,27941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2654,+12 Intellect,,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2655,+15 Shield Block Rating,,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2656,+5 Health and Mana every 5 sec,,46,43,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2657,+12 Agility,,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2658,+10 Hit Rating and +10 Critical Strike Rating,,31,32,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2659,+150 Health,,1,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2660,+150 Mana,,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2661,+6 All Stats,,27959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2662,+120 Armor,,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2663,+7 Resist All,,19992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2664,+7 Resist All,,27963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2665,+35 Spirit,,6,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2666,+30 Intellect,,5,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0
2667,+70 Attack Power,,38,0,0,0,0,0,0,0,0,0,70,0,0,156,0,0,0,1,0,5,0,0,0,0,0,0,0
2668,+20 Strength,,4,0,0,0,0,0,0,0,0,0,20,0,0,106,0,0,0,1,0,5,0,0,0,0,0,0,0
2669,+40 Spell Power,,45,18031,0,0,0,0,0,0,0,0,40,0,0,159,0,0,0,1,0,5,0,0,0,0,0,0,0
2670,+35 Agility,,3,0,0,0,0,0,0,0,0,0,35,0,0,125,0,0,0,1,0,5,0,0,0,0,0,0,0
2671,+50 Arcane and Fire Spell Power,,27979,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,1,0,3,0,0,0,0,0,0,0
2672,+54 Shadow and Frost Spell Power,,27980,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,1,0,3,0,0,0,0,0,0,0
2673,Mongoose,,28093,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,1,0,1,0,0,0,0,0,0,0
2674,Spellsurge,,27997,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,1,0,3,0,0,0,0,0,0,0
2675,Battlemaster,,28005,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,1,0,1,0,0,0,0,0,0,0
2676,Superior Mana Oil,,43,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2677,Superior Mana Oil,,43,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2678,Superior Wizard Oil,,45,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2679,8 Mana per 5 Sec.,,43,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2680,+7 Resist All,,27963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2681,+10 Nature Resistance,,3,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0
2682,+10 Frost Resistance,,4,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0
2683,+10 Shadow Resistance,,5,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0
2684,+100 Attack Power vs Undead,,28893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2685,+60 Spell Power vs Undead,,28890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2686,+8 Strength,,4,0,0,0,0,0,23233,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2687,+8 Agility,,3,0,0,0,0,0,23234,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2688,+8 Stamina,,7,0,0,0,0,0,23235,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2689,+8 mana every 5 sec.,,43,0,0,0,0,0,23359,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,28,0,0
2690,+7 Spell Power,,45,0,0,0,0,0,23094,0,0,0,7,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2691,+6 Strength,,4,0,0,0,0,0,23095,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2692,+7 Spell Power,,45,0,0,0,0,0,23096,0,0,0,7,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2693,+6 Agility,,3,0,0,0,0,0,23097,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2694,+6 Intellect,,5,0,0,0,0,0,23113,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2695,+6 Critical Strike Rating,,32,0,0,0,0,0,23114,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2696,+6 Defense Rating,,12,0,0,0,0,0,23115,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2697,+6 Hit Rating,,31,17,0,0,0,0,23116,0,0,0,6,6,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2698,+9 Stamina,,7,0,0,0,0,0,23118,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2699,+6 Spirit,,6,0,0,0,0,0,23119,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2700,+8 Spell Penetration,,31926,0,0,0,0,0,23120,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2701,+3 Mana every 5 seconds,,43,0,0,0,0,0,23121,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2702,+12 Agility (2 Red Gems),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2703,+4 Agility per different colored gem,,0,0,0,0,0,0,23364,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
2704,+12 Strength if 4 blue gems equipped,,4,0,0,0,0,0,23366,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0
2705,+4 Spell Power and +3 Intellect,,5,45,0,0,0,0,23099,0,0,0,3,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2706,+3 Defense Rating and +4 Stamina,,12,7,0,0,0,0,23105,0,0,0,3,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2707,+3 Intellect and +2 Mana every 5 Sec,,43,5,0,0,0,0,23106,0,0,0,2,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2708,+4 Spell Power and +4 Stamina,,45,7,0,0,0,0,23108,0,0,0,4,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2709,+4 Spell Power and +2 Mana every 5 seconds,,45,43,0,0,0,0,23109,0,0,0,4,2,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2710,+3 Agility and +4 Stamina,,3,7,0,0,0,0,23110,0,0,0,3,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2711,+3 Strength and +4 Stamina,,4,7,0,0,0,0,23111,0,0,0,3,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2712,Sharpened (+12 Damage),,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
2713,Sharpened (+14 Crit Rating and +12 Damage),,32,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0
2714,Felsteel Spike (26-38),,29455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2715,+16 Spell Power and 6 Mana every 5 seconds,,45,43,0,0,0,0,0,0,0,0,16,6,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2716,+16 Stamina and +100 Armor,,7,0,0,0,0,0,0,0,0,0,16,100,0,0,1,0,0,1,0,5,4,0,0,0,0,60,0
2717,+26 Attack Power and +14 Critical Strike Rating,,38,32,0,0,0,0,0,0,0,0,26,14,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2718,Lesser Rune of Warding,,42135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2719,Lesser Ward of Shielding,,29674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2720,Greater Ward of Shielding,,29701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2721,+15 Spell Power and +14 Critical Strike Rating,,45,32,0,0,0,0,0,0,0,0,15,14,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2722,Scope (+10 Damage),,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,2,0,0,0,0,0,55,0
2723,Scope (+12 Damage),,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,0,2,0,0,0,0,0,55,0
2724,Scope (+28 Critical Strike Rating),,20,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,1,0,5,0,0,0,0,0,60,0
2725,+8 Strength,,4,0,0,0,0,0,24027,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2726,+8 Agility,,3,0,0,0,0,0,24028,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2727,+9 Spell Power,,45,0,0,0,0,0,24029,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2728,+9 Spell Power,,45,0,0,0,0,0,24030,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2729,+16 Attack Power,,38,0,0,0,0,0,24031,0,0,0,16,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2730,+8 Dodge Rating,,13,0,0,0,0,0,24032,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2731,+12 Stamina,,7,0,0,0,0,0,24033,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2732,+8 Spirit,,6,0,0,0,0,0,24035,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2733,+4 Mana every 5 seconds,,43,0,0,0,0,0,24037,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2734,+8 Intellect,,5,0,0,0,0,0,24047,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2735,+8 Critical Strike Rating,,32,20,0,0,0,0,24048,0,0,0,8,8,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2736,+8 Critical Strike Rating,,32,0,0,0,0,0,24050,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2737,+8 Defense Rating,,12,0,0,0,0,0,24052,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2738,+4 Strength and +6 Stamina,,4,7,0,0,0,0,24054,0,0,0,4,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2739,+4 Agility and +6 Stamina,,3,7,0,0,0,0,24055,0,0,0,4,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2740,+5 Spell Power and +6 Stamina,,45,7,0,0,0,0,24056,0,0,0,5,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2741,+5 Spell Power and +2 Mana every 5 seconds,,45,43,0,0,0,0,24057,0,0,0,5,2,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2742,+5 Spell Power and +4 Intellect,,45,5,0,0,0,0,24060,0,0,0,5,4,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2743,+4 Defense Rating and +6 Stamina,,12,7,0,0,0,0,24062,0,0,0,4,6,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2744,+4 Intellect and +2 Mana every 5 seconds,,5,43,0,0,0,0,24065,0,0,0,4,2,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2745,+25 Spell Power and +15 Stamina,,45,7,0,0,0,0,0,0,0,0,25,15,0,0,1,0,0,1,0,5,5,0,0,0,0,50,0
2746,+35 Spell Power and +20 Stamina,,45,7,0,0,0,0,0,0,0,0,35,20,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2747,+25 Spell Power and +15 Stamina,,45,7,0,0,0,0,0,0,0,0,25,15,0,0,1,0,0,1,0,5,5,0,0,0,0,50,0
2748,+35 Spell Power and +20 Stamina,,45,7,0,0,0,0,0,0,0,0,35,20,0,0,1,0,0,1,0,5,5,0,0,0,0,60,0
2749,+12 Intellect,,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2750,6 mana per 5 sec.,,43,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2751,+14 Critical Strike Rating,,32,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2752,+3 Critical Strike Rating and +3 Strength,,4,32,20,0,0,0,23098,0,0,0,3,3,3,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2753,+4 Critical Strike Rating and +4 Strength,,4,32,20,0,0,0,24058,0,0,0,4,4,4,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2754,+8 Parry Rating,,14,0,0,0,0,0,24036,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
2755,+3 Hit Rating and +3 Agility,,3,31,0,0,0,0,23100,0,0,0,3,3,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2756,+4 Hit Rating and +4 Agility,,3,31,17,0,0,0,24061,0,0,0,4,4,4,0,0,0,0,1,0,5,5,0,0,0,0,0,0
2757,+3 Critical Strike Rating and +4 Stamina,,7,32,20,0,0,0,23104,0,0,0,4,3,3,0,0,0,0,1,0,5,5,0,0,0,0,0,0
