Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
Obtain a permanent Peddlefeet pet by procuring a Truesilver Shafted Arrow.,Perma-Peddle,,1700,-1,-1,0,187,1,10,0,13,132382,127951,0
"Eat the eight ""Bag of Candies"" heart candies listed below.",Be Mine!,,1701,-1,-1,0,187,0,10,0,1,135451,133216,0
Sample the Love is in the Air candies listed below.,Sweet Tooth,,1702,-1,-1,0,187,0,10,0,16,135458,122202,0
Obtain a Bouquet of Red or Ebon Roses during the Love is in the Air celebration.,"My Love is Like a Red, Red Rose",,1703,-1,-1,0,187,1,10,0,10,134927,133225,0
Pity the Love Fool in the locations specified below.,I Pitied The Fool,,1704,-1,-1,0,187,0,10,0,7,132763,127954,0
"Proud owner of the 2007 Vintage Winter Veil gift, the Clockwork Rocket Bot.",Clockwork Rocket Bot,,1705,-1,-1,0,81,1,0,0,161,133202,128391,0
"Proud owner of the 2008 Vintage Winter Veil gift, the Crashin' Thrashin' Racer.",Crashin' Thrashin' Racer,,1706,-1,-1,0,81,0,0,0,162,133202,132672,0
Complete the Love is in the Air achievements listed below.,Fool For Love,Title Reward: The Love Fool,1707,-1,1,0,155,0,10,0,3,236709,133259,0
Battleground with the most Killing Blows,Battleground with the most Killing Blows,,1716,-1,-1,0,137,0,0,17,6,136243,128663,1491
Win the battle for Wintergrasp.,Wintergrasp Victory,,1717,571,-1,0,14901,0,10,0,1,135836,132034,0
Win 100 battles for Wintergrasp.,Wintergrasp Veteran,,1718,571,-1,1717,14901,0,10,0,2,135836,126648,0
Battleground with the most Honorable Kills,Battleground with the most Honorable Kills,,1719,-1,-1,0,136,0,0,17,6,136243,132036,382
Defeat Archavon the Stone Watcher in 25 player mode.,Archavon the Stone Watcher (25 player),,1721,624,-1,0,14901,0,10,0,17,134449,128503,0
Defeat Archavon the Stone Watcher in 10 player mode.,Archavon the Stone Watcher (10 player),,1722,624,-1,0,14901,0,10,0,16,134449,127945,0
Kill 100 players in Wintergrasp using a vehicle or a cannon.,Vehicular Gnomeslaughter,,1723,571,-1,0,14901,0,10,128,7,132240,129448,0
Destroy a tower in Wintergrasp.,Leaning Tower,,1727,571,-1,0,14901,1,10,0,8,135764,125870,0
Alchemy Recipes learned,Alchemy Recipes learned,,1729,-1,-1,0,173,0,0,1,2,136243,126359,0
Blacksmithing Plans learned,Blacksmithing Plans learned,,1730,-1,-1,0,173,0,0,1,4,136243,121936,0
Engineering Schematics learned,Engineering Schematics learned,,1734,-1,-1,0,173,0,0,1,10,136243,132855,0
Inscriptions learned,Inscriptions learned,,1735,-1,-1,0,173,0,0,1,13,0,128505,0
Destroy each of the vehicles listed below.,Destruction Derby,,1737,571,1,0,14901,0,10,0,5,135783,132043,0
Jewelcrafting Designs learned,Jewelcrafting Designs learned,,1738,-1,-1,0,173,0,0,1,15,136243,127144,0
Leatherworking Patterns learned,Leatherworking Patterns learned,,1740,-1,-1,0,173,0,0,1,18,136243,131455,0
Tailoring Patterns learned,Tailoring Patterns learned,,1741,-1,-1,0,173,0,0,1,23,136243,129454,0
Cooking Recipes known,Cooking Recipes known,,1745,-1,-1,0,178,0,0,1,3,136243,128508,0
First Aid Manuals learned,First Aid Manuals learned,,1748,-1,-1,0,178,0,0,1,6,136243,132091,0
Kill 20 mounted players using a tower cannon.,Didn't Stand a Chance,,1751,571,-1,0,14901,0,10,0,9,236361,132094,0
Complete the Wintergrasp achievements listed below.,Master of Wintergrasp,,1752,-1,1,0,14901,0,10,0,24,135836,129588,0
Archavon the Stone Watcher kills (Wintergrasp 10 player),Archavon the Stone Watcher kills (Wintergrasp 10 player),,1753,624,-1,0,14823,0,10,1,60,135836,132395,0
Archavon the Stone Watcher kills (Wintergrasp 25 player),Archavon the Stone Watcher kills (Wintergrasp 25 player),,1754,624,-1,0,14823,0,10,1,61,135836,132013,0
Attack Wintergrasp and succeed in 10 minutes or less.,Within Our Grasp,,1755,571,-1,0,14901,0,10,0,3,135858,129602,0
Lich King 25-player bosses killed,Lich King 25-player bosses killed,,1756,-1,-1,0,14807,0,0,9,18,136243,129524,0
Defend the beach without losing any walls.,Defense of the Ancients,,1757,607,1,0,14881,0,10,0,5,132341,129600,0
Lich King 25-player different bosses killed,Lich King 25-player different bosses killed,,1759,-1,-1,0,14807,0,0,33,19,136243,132166,1756
Lich King 25-player boss killed the most,Lich King 25-player boss killed the most,,1760,-1,-1,0,14807,0,0,17,20,136243,130283,1756
Plant 100 Seaforium charges which successfully damage a wall. ,The Dapper Sapper,,1761,607,-1,0,14881,0,10,0,7,133709,127947,0
Win a Strand of the Ancients battle without losing any siege vehicles.,Not Even a Scratch,,1762,607,1,0,14881,0,10,0,9,132337,130226,0
Destroy 100 vehicles using a turret.,Artillery Veteran,,1763,607,-1,0,14881,0,10,0,11,135627,127949,0
Kill 100 players carrying seaforium.,Drop it!,,1764,607,-1,0,14881,0,10,0,13,132163,132334,0
Disarm 5 seaforium charges in a single battle.,Steady Hands,,1765,607,-1,0,14881,0,10,0,4,133710,130023,0
Kill 10 players in the Courtyard of the Ancients in a single battle.,Ancient Protector,,1766,607,-1,0,14881,0,10,0,15,236268,129746,0
Lich King 25-player raids completed (final boss killed),Lich King 25-player raids completed (final boss killed),,1768,-1,-1,0,14807,0,0,9,11,136243,130003,0
Lich King 10-player bosses killed,Lich King 10-player bosses killed,,1770,-1,-1,0,14807,0,0,9,15,136243,129885,0
Lich King 10-player different bosses killed,Lich King 10-player different bosses killed,,1771,-1,-1,0,14807,0,0,33,16,136243,130228,1770
Lich King 10-player boss killed the most,Lich King 10-player boss killed the most,,1772,-1,-1,0,14807,0,0,17,17,136243,129100,1770
Beverage consumed most,Beverage consumed most,,1773,-1,-1,0,145,0,0,17,17,136243,130025,346
Different beverages consumed,Different beverages consumed,,1774,-1,-1,0,145,0,0,33,18,136243,130361,346
Different foods eaten,Different foods eaten,,1775,-1,-1,0,145,0,0,33,20,136243,130552,347
Food eaten most,Food eaten most,,1776,-1,-1,0,145,0,0,17,21,136243,130975,347
Cook 15 of the Northrend recipes listed below.,The Northrend Gourmet,,1777,-1,-1,0,170,15,10,0,9,237351,133284,0
Cook 30 of the Northrend recipes listed below.,The Northrend Gourmet,,1778,-1,-1,1777,170,30,10,0,10,237354,131398,1777
Cook 45 of the Northrend recipes listed below.,The Northrend Gourmet,,1779,-1,-1,1778,170,45,10,0,11,237353,133132,1777
"Eat each one of the ""emotion"" foods listed below.",Second That Emotion,,1780,-1,-1,0,170,0,10,0,17,135457,132006,0
"Using Critter Bites, coerce 10 critters to be your pet within 3 minutes or less.",Critter Gitter,,1781,-1,-1,0,170,0,10,0,18,134044,125179,0
Complete each of the cooking daily quests offered by Katherine Lee in Dalaran.,Our Daily Bread,,1782,-1,1,0,170,0,10,0,27,133968,133278,0
Complete each of the cooking daily quests offered by Awilo Lon'gomba in Dalaran.,Our Daily Bread,,1783,-1,0,0,170,0,10,0,28,133968,133272,0
Complete the cooking achievements listed below.,Hail to the Chef,Title Reward: Chef,1784,-1,0,0,170,0,10,0,30,236571,128889,0
Present a Great Feast in each of the battlegrounds listed below.,Dinner Impossible,,1785,-1,-1,0,170,0,10,0,19,132184,129090,0
Take your orphan into the battlegrounds and complete the feats listed below.,School of Hard Knocks,,1786,-1,-1,0,163,0,10,0,5,132162,132015,0
Eat the sweets listed below while your orphan is watching.,Bad Example,,1788,-1,-1,0,163,0,10,0,2,133987,128485,0
Complete five daily quests with your orphan out.,Daily Chores,,1789,-1,-1,0,163,0,10,0,3,132281,128126,0
Defeat King Ymiron in Utgarde Pinnacle with your orphan out.,"Hail To The King, Baby",,1790,-1,-1,0,163,0,10,0,6,236420,128493,0
Use your Hearthstone while your orphan is with you.,Home Alone,,1791,-1,-1,0,163,0,10,0,1,134414,127984,0
Obtain one of the Children's Week reward pets.,"Aw, Isn't It Cute?",,1792,-1,-1,0,163,1,10,0,4,132199,129155,0
Complete the Children's Week achievements listed below.,For The Children,Title Reward: Matron/Patron,1793,-1,-1,0,155,0,10,0,6,134508,128882,0
Learn 25 cooking recipes.,Lunch Lady,,1795,-1,-1,0,170,0,10,0,20,134022,129172,0
Learn 50 cooking recipes.,Short Order Cook,,1796,-1,-1,1795,170,0,10,0,21,134021,129948,0
Learn 75 cooking recipes.,Chef de Partie,,1797,-1,-1,1796,170,0,10,0,22,134016,128901,0
Learn 100 cooking recipes.,Sous Chef,,1798,-1,-1,1797,170,0,10,0,23,133969,129508,0
Learn 160 cooking recipes.,Chef de Cuisine,,1799,-1,-1,1798,170,0,10,0,24,134048,129510,0
Cook each of the Outland cooking recipes listed below.,The Outland Gourmet,,1800,-1,-1,0,170,0,10,0,8,134040,129950,0
Brew up some of Captain Rumsey's Lager.,Captain Rumsey's Lager,,1801,-1,-1,0,170,0,10,0,26,132790,132011,0
Defeat Cyanigosa in The Violet Hold without using Defense Control Crystals and with Prison Seal Integrity at 100% while in Heroic Difficulty.,Defenseless,,1816,608,-1,0,14921,0,10,0,31,236511,133178,0
Defeat the Infinite Corruptor in The Culling of Stratholme on Heroic Difficulty.,The Culling of Time,,1817,595,-1,0,14921,0,10,0,45,236476,132164,0
Sample 50 different kinds of Azeroth's delectable dishes.,Tastes Like Chicken,,1832,-1,-1,0,92,50,10,160,44,237329,131509,347
Drink 25 different types of beverages.,It's Happy Hour Somewhere,,1833,-1,-1,0,92,25,10,160,43,133699,129174,346
Defeat General Bjarngrim in the Halls of Lightning on Heroic Difficulty while he has a Temporary Electrical Charge.,Lightning Struck,,1834,602,-1,0,14921,0,10,0,43,236522,132463,0
Fish up Old Crafty in Orgrimmar.,Old Crafty,,1836,-1,-1,0,171,1,10,0,12,133921,131502,0
Fish up Old Ironjaw in Ironforge.,Old Ironjaw,,1837,-1,-1,0,171,1,10,0,13,133917,132278,0
Defeat Patchwerk in Naxxramas in 3 minutes or less in 10-player mode.,Make Quick Werk Of Him (10 player),,1856,533,-1,0,14922,0,10,0,12,136118,122207,0
Kill Patchwerk in Naxxramas in 3 minutes or less in 25-player mode.,Make Quick Werk Of Him (25 player),,1857,533,-1,0,14923,0,10,0,12,136182,132026,0
Defeat Maexxna in Naxxramas within 20 minutes of Anub'Rekhan's death in 10-player mode.,Arachnophobia (10 player),,1858,533,-1,0,14922,0,10,0,11,236551,130224,0
Kill Maexxna in Naxxramas within 20 minutes of Anub'Rekhan's death in 25-player mode.,Arachnophobia (25 player),,1859,533,-1,0,14923,0,10,0,11,236551,128553,0
Defeat Anub'arak in Azjol-Nerub on Heroic Difficulty in 4 minutes or less.,Gotta Go!,,1860,601,-1,0,14921,0,10,0,24,236464,131505,0
Defeat Herald Volazj in Ahn'kahet on Heroic Difficulty in 2 minutes or less.,Volazj's Quick Demise,,1862,619,-1,0,14921,0,10,0,25,236461,129412,0
Defeat Gal'darah in Gundrak on Heroic Difficulty while under the effects of Eck Residue.,What the Eck?,,1864,604,-1,0,14921,0,10,0,35,236486,132063,0
"Defeat Xevozz, Lavanthor, Ichoron, Zuramat the Obliterator, Erekem, and Moragg in The Violet Hold on Heroic Difficulty.",Lockdown!,,1865,608,-1,0,14921,0,10,0,32,236510,128555,0
Defeat the Maiden of Grief in the Halls of Stone on Heroic Difficulty in 1 minute or less.,Good Grief,,1866,599,-1,0,14921,0,10,0,39,236515,129773,0
Defeat Loken in the Halls of Lightning on Heroic Difficulty in 2 minutes or less.,Timely Death,,1867,602,-1,0,14921,0,10,0,42,236521,129414,0
Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty within 20 minutes of Drakos the Interrogator's death.,Make It Count,,1868,578,-1,0,14921,0,10,0,52,236501,130337,0
Defeat Malygos with fewer than 9 in 10-player mode.,A Poke In The Eye (10 player),,1869,616,-1,0,14922,0,10,0,24,236507,127960,0
Defeat Malygos with fewer than 21 in 25-player mode.,A Poke In The Eye (25 player),,1870,616,-1,0,14923,0,10,0,24,236506,129416,0
"On three different visits to The Oculus, get credit for defeating Ley-Guardian Eregos while riding an Amber, Emerald, and Ruby drake on Heroic Difficulty.",Experienced Drake Rider,,1871,578,-1,0,14921,0,10,0,51,236500,128745,0
Kill 100 Risen Zombies in 1 minute in The Culling of Stratholme on Heroic Difficulty.,Zombiefest!,,1872,595,-1,0,14921,0,10,0,46,237521,128710,0
Defeat Skadi the Ruthless in Utgarde Pinnacle on Heroic Difficulty within 3 minutes of starting the gauntlet event.,Lodi Dodi We Loves the Skadi,,1873,575,-1,0,14921,0,10,0,48,236530,128909,0
Defeat Malygos in 6 minutes or less in 10-player mode.,You Don't Have An Eternity (10 player),,1874,616,-1,0,14922,0,10,0,23,236504,132083,0
Defeat Malygos in 6 minutes or less in 25-player mode.,You Don't Have An Eternity (25 player),,1875,616,-1,0,14923,0,10,0,23,236504,131507,0
Defeat Sartharion the Onyx Guardian in 10-player mode.,Besting the Black Dragonflight (10 player),,1876,615,-1,0,14922,0,10,0,1,236469,132929,0
Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 21 players in 25-player mode.,Less Is More (25 player),,1877,615,-1,0,14923,0,10,0,2,236471,129085,0
Defeat Prince Keleseth in Utgarde Keep on Heroic Difficulty without shattering any Frost Tombs.,On The Rocks,,1919,574,-1,0,14921,0,10,0,18,236209,132591,0
Obtain a Wolpertinger pet.,Does Your Wolpertinger Linger?,,1936,-1,-1,0,162,1,10,0,3,132800,124589,0
"Read the volumes of ""The Schools of Arcane Magic"" found in Dalaran listed below.",Higher Learning,Reward: The Schools of Arcane Magic - Mastery,1956,571,-1,0,92,0,10,0,42,133743,129775,0
Fish up the gold coins listed below from the Dalaran fountain.,There's Gold In That There Fountain,,1957,571,-1,0,171,0,10,0,23,237281,128635,0
Fish up the Giant Sewer Rat from The Underbelly in Dalaran.,I Smell A Giant Rat,,1958,-1,-1,0,171,1,10,0,24,134324,127035,0
Dalaran Cooking Awards gained,Dalaran Cooking Awards gained,,1976,-1,-1,0,178,0,0,1,4,136243,128495,0
Dalaran Jewelcrafter's Tokens gained,Dalaran Jewelcrafter's Tokens gained,,1977,-1,-1,0,173,0,0,1,16,136243,131446,0
Defeat Heigan the Unclean in Naxxramas without anyone in the raid dying in 10 player mode.,The Safety Dance (10 player),,1996,533,-1,0,14922,0,10,0,13,132301,132471,0
Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 10 player mode.,Momma Said Knock You Out (10 player),,1997,-1,-1,0,14922,0,10,0,14,136138,132399,0
Obtain a Dalaran Cooking Award.,Dalaran Cooking Award,,1998,-1,-1,0,170,0,10,0,12,134411,128716,0
Obtain 10 Dalaran Cooking Awards.,10 Dalaran Cooking Awards,,1999,-1,-1,1998,170,0,10,0,13,134411,128714,0
Obtain 25 Dalaran Cooking Awards.,25 Dalaran Cooking Awards,,2000,-1,-1,1999,170,0,10,0,14,134411,128712,0
Obtain 50 Dalaran Cooking Awards.,50 Dalaran Cooking Awards,,2001,-1,-1,2000,170,0,10,0,15,134411,126660,0
Obtain 100 Dalaran Cooking Awards.,100 Dalaran Cooking Awards,,2002,-1,-1,2001,170,0,10,0,16,134411,128661,0
Complete the Grizzly Hills PvP daily quests listed below.,Grizzled Veteran,,2016,-1,1,0,95,0,10,0,41,236776,128718,0
Complete the Grizzly Hills PvP daily quests listed below.,Grizzled Veteran,,2017,-1,0,0,95,0,10,0,42,236776,132154,0
Complete the Northrend daily dungeon quests listed below.,Timear Foresees,,2018,-1,-1,0,81,0,0,0,183,135737,132065,0
Completed the Northrend daily dungeon quests listed below.,Proof of Demise,,2019,-1,-1,0,81,0,0,0,184,133074,131991,0
Defeat Keristrasza in The Nexus on Heroic Difficulty without allowing Intense Cold to reach more than two stacks.,Intense Cold,,2036,576,-1,0,14921,0,10,0,20,236208,128701,0
Defeat Anomalus in The Nexus on Heroic Difficulty without destroying any Chaotic Rifts.,Chaos Theory,,2037,576,-1,0,14921,0,10,0,21,236496,132070,0
Defeat Elder Nadox in Ahn'kahet on Heroic Difficulty without killing any Ahn'kahar Guardians.,Respect Your Elders,,2038,619,-1,0,14921,0,10,0,26,237373,132393,0
Engage King Dred in Drak'Tharon Keep on Heroic Difficulty and slay 6 Drakkari Gutrippers or Drakkari Scytheclaw during his defeat.,Better Off Dred,,2039,600,-1,0,14921,0,10,0,29,236192,133255,0
Defeat Moorabi in Gundrak on Heroic Difficulty while preventing him from transforming into a mammoth at any point during the encounter.,Less-rabi,,2040,604,-1,0,14921,0,10,0,37,237399,132079,0
Defeat Ichoron in the Violet Hold on Heroic Difficulty without allowing any Ichor Globules to merge.,Dehydration,,2041,608,-1,0,14921,0,10,0,33,135862,132081,0
Defeat Volkhan in the Halls of Lightning on Heroic Difficulty without allowing him to shatter more than 4 Brittle Golems.,Shatter Resistant,,2042,602,-1,0,14921,0,10,0,44,135818,128856,0
Force Svala Sorrowgrave to kill a Scourge Hulk on Heroic Difficulty in Utgarde Pinnacle.,The Incredible Hulk,,2043,575,-1,0,14921,0,10,0,47,136219,132310,0
Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using a Ruby Drake.,Ruby Void,,2044,578,-1,0,14921,0,10,0,53,236234,128264,0
Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Emerald Drake.,Emerald Void,,2045,578,-1,0,14921,0,10,0,54,236231,132270,0
Defeat Ley-Guardian Eregos in The Oculus on Heroic Difficulty without anyone in your party using an Amber Drake.,Amber Void,,2046,578,-1,0,14921,0,10,0,55,236232,130218,0
Defeat Sartharion the Onyx Guardian without getting hit by Lava Strike in 10 player mode.,Gonna Go When the Volcano Blows (10 player),,2047,615,-1,0,14922,0,10,0,26,237583,130220,0
Defeat Sartharion the Onyx Guardian without getting hit by Lava Strike in 25-player mode.,Gonna Go When the Volcano Blows (25 player),,2048,615,-1,0,14923,0,10,0,26,237583,132272,0
"With at least one Twilight Drake still alive, engage and defeat Sartharion the Onyx Guardian in 10-player mode.",Twilight Assist (10 player),,2049,615,-1,0,14922,0,10,0,27,236473,130222,0
"With at least two Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 10-player mode.",Twilight Duo (10 player),,2050,615,-1,0,14922,0,10,0,28,236473,129771,0
"With all three Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 10-player mode.",The Twilight Zone (10 player),Title Reward: Of the Nightfall,2051,615,-1,0,14922,0,10,0,29,236473,128741,0
"With at least one Twilight Drake still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",Twilight Assist (25 player),,2052,615,-1,0,14923,0,10,0,27,236473,132306,0
"With at least two Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",Twilight Duo (25 player),,2053,615,-1,0,14923,0,10,0,28,236473,132312,0
"With all three Twilight Drakes still alive, engage and defeat Sartharion the Onyx Guardian in 25-player mode.",The Twilight Zone (25 player),Title Reward: Twilight Vanquisher,2054,615,-1,0,14923,0,10,0,29,236473,129069,0
Defeat Jedoga Shadowseeker in Ahn'kahet on Heroic Difficulty without killing any Twilight Volunteers.,Volunteer Work,,2056,619,-1,0,14921,0,10,0,27,236451,129077,0
Defeat Novos the Summoner in Drak'Tharon Keep on Heroic Difficulty without allowing any undead minions to reach the floor.,Oh Novos!,,2057,600,-1,0,14921,0,10,0,30,237511,128739,0
Defeat Slad'ran in Gundrak on Heroic Difficulty without getting snake wrapped.,Snakes. Why'd It Have To Be Snakes?,,2058,604,-1,0,14921,0,10,0,38,236177,132028,0
Obtain an Armored Brown Bear from Mei Francis in Dalaran.,Armored Brown Bear,,2076,-1,-1,0,92,1,10,0,45,236244,128266,0
Obtain a Wooly Mammoth from Mei Francis in Dalaran.,Wooly Mammoth,,2077,-1,-1,0,92,1,10,0,46,236239,132336,0
Obtain a Traveler's Tundra Mammoth from Mei Francis in Dalaran.,Traveler's Tundra Mammoth,,2078,-1,-1,0,92,1,10,0,47,236239,132339,0
Obtained a Tabard of the Protector from the Dark Portal event.,Tabard of the Protector,,2079,-1,-1,0,81,0,0,0,164,135026,128568,0
Obtain a Black War Mammoth.,Black War Mammoth,,2080,-1,-1,0,14901,1,10,0,10,236237,132342,0
Obtain a Grand Black War Mammoth.,Grand Black War Mammoth,,2081,-1,-1,0,81,1,0,0,177,236237,132345,0
Obtain an Ice Mammoth.,Ice Mammoth,,2082,-1,-1,0,14866,1,10,0,12,236241,133334,0
Obtain a Grand Ice Mammoth.,Grand Ice Mammoth,,2083,-1,-1,0,14866,1,10,0,13,236241,123961,0
"Purchase a Signet of the Kirin Tor, Band of the Kirin Tor, Loop of the Kirin Tor, or Ring of the Kirin Tor in Dalaran.",Ring of the Kirin Tor,,2084,-1,-1,0,92,1,10,0,49,133415,128064,0
Loot 50 Stone Keeper's Shards.,50 Stone Keeper's Shards,,2085,-1,-1,0,14901,0,10,0,11,134375,132348,0
Loot 100 Stone Keeper's Shards.,100 Stone Keeper's Shards,,2086,-1,-1,2085,14901,0,10,0,12,134375,128670,0
Loot 250 Stone Keeper's Shards.,250 Stone Keeper's Shards,,2087,-1,-1,2086,14901,0,10,0,13,134375,133346,0
Loot 500 Stone Keeper's Shards.,500 Stone Keeper's Shards,,2088,-1,-1,2087,14901,0,10,0,14,134375,132308,0
Loot 1000 Stone Keeper's Shards.,1000 Stone Keeper's Shards,,2089,-1,-1,2088,14901,0,10,0,15,134375,128732,0
Earn the Challenger title in an arena season at level 80.,Challenger,,2090,-1,-1,0,165,1,10,0,21,236537,140608,0
Earn the Gladiator title in an arena season at level 80.,Gladiator,,2091,-1,-1,0,165,1,10,0,24,236540,140590,0
Earn the Duelist title in an arena season at level 80.,Duelist,,2092,-1,-1,0,165,1,10,0,23,236539,140595,0
Earn the Rival title in an arena season at level 80.,Rival,,2093,-1,-1,0,165,1,10,0,22,236538,140601,0
Fish up the copper coins listed below from the Dalaran fountain.,A Penny For Your Thoughts,,2094,571,-1,0,171,0,10,0,21,237283,129463,0
Fish up the silver coins listed below from the Dalaran fountain.,Silver in the City,,2095,571,-1,0,171,0,10,0,22,237282,128273,0
Complete the coin fishing achievements listed below.,The Coin Master,Reward: Titanium Seal of Dalaran,2096,-1,-1,0,171,0,10,0,32,133785,129486,0
Obtain a Mekgineer's Chopper or a Mechano-hog.,Get to the Choppa!,,2097,-1,-1,0,92,1,10,0,48,134248,129697,0
Obtained a Tabard of the Argent Dawn from the Scourge Invasion event.,Tabard of the Argent Dawn,,2116,-1,-1,0,81,0,0,0,165,135026,128633,0
Complete the Heroic Dungeon achievements listed below.,Glory of the Hero,Reward: Red Proto-Drake,2136,-1,-1,0,168,0,25,0,18,133127,128130,0
Complete the 10-player raid achievements listed below.,Glory of the Raider (10 player),Reward: Plagued Proto-Drake,2137,-1,-1,0,168,0,25,0,19,133124,129490,0
Complete the 25-player raid achievements listed below.,Glory of the Raider (25 player),Reward: Black Proto-Drake,2138,-1,-1,0,168,0,25,0,20,133074,128609,0
Defeat Heigan the Unclean in Naxxramas without anyone in the raid dying in 25-player mode.,The Safety Dance (25 player),,2139,533,-1,0,14923,0,10,0,13,132301,133357,0
Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 25-player mode.,Momma Said Knock You Out (25 player),,2140,-1,-1,0,14923,0,10,0,14,136138,128002,0
Obtain 10 mounts.,Stable Keeper,,2141,-1,-1,0,92,0,10,0,51,132254,128627,0
Obtain 25 mounts.,Filling Up The Barn,,2142,-1,-1,2141,92,0,10,0,52,132259,128000,0
Obtain 50 mounts.,Leading the Cavalry,Reward: Albino Drake,2143,-1,-1,2142,92,0,10,0,53,236237,128629,0
Complete the world events achievements listed below.,"What A Long, Strange Trip It's Been",Reward: Violet Proto-Drake,2144,-1,1,0,155,0,50,0,19,236369,127991,0
Complete the world events achievements listed below.,"What A Long, Strange Trip It's Been",Reward: Violet Proto-Drake,2145,-1,0,0,155,0,50,0,20,236369,133348,0
Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 10-player mode.,The Hundred Club (10 player),,2146,533,-1,0,14922,0,10,0,19,134155,132304,0
Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 25-player mode.,The Hundred Club (25 player),,2147,533,-1,0,14923,0,10,0,19,134155,132300,0
Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 10-player mode.,Denyin' the Scion (10 player),,2148,616,-1,0,14922,0,10,0,25,132843,132990,0
Deliver a killing blow to a Scion of Eternity while riding on a hover disk in 25-player mode.,Denyin' the Scion (25 player),,2149,616,-1,0,14923,0,10,0,25,132843,130216,0
Defeat Grand Magus Telestra in The Nexus on Heroic Difficulty after having killed her images within 5 seconds of each other during both splits.,Split Personality,,2150,-1,-1,0,14921,0,10,0,19,236496,129081,0
Defeat Trollgore in Drak'Tharon Keep on Heroic Difficulty before Consume reaches ten stacks.,Consumption Junction,,2151,600,-1,0,14921,0,10,0,28,250120,129067,0
Defeat Gal'darah in Gundrak on Heroic Difficulty and have 5 unique party members get impaled throughout the fight.,Share The Love,,2152,604,-1,0,14921,0,10,0,36,132246,128551,0
Defeat Zuramat the Obliterator in The Violet Hold on Heroic Difficulty without killing any void sentries.,A Void Dance,,2153,608,-1,0,14921,0,10,0,34,132886,129700,0
Defeat the Tribunal of Ages encounter in the Halls of Stone on Heroic Difficulty without allowing Brann Bronzebeard to take any damage.,Brann Spankin' New,,2154,599,-1,0,14921,0,10,0,41,236444,129628,0
Defeat Sjonnir the Ironshaper in the Halls of Stone on Heroic Difficulty and kill 5 Iron Sludges during the encounter.,Abuse the Ooze,,2155,599,-1,0,14921,0,10,0,40,134437,128128,0
Defeat Skadi the Ruthless in Utgarde Pinnacle on Heroic Difficulty after having killed Grauf from 100% to dead in a single pass.,My Girl Loves to Skadi All the Time,,2156,575,-1,0,14921,0,10,0,49,236419,128324,0
Defeat King Ymiron in Utgarde Pinnacle on Heroic Difficulty without anyone in the party triggering Bane.,King's Bane,,2157,575,-1,0,14921,0,10,0,50,236421,128269,0
"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.",And They Would All Go Down Together (10 player),,2176,533,-1,0,14922,0,10,0,18,237534,132350,0
"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.",And They Would All Go Down Together (25 player),,2177,533,-1,0,14923,0,10,0,18,237534,131989,0
Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.,Shocking! (10 player),,2178,533,-1,0,14922,0,10,0,15,135769,128607,0
Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.,Shocking! (25 player),,2179,533,-1,0,14923,0,10,0,15,135769,132397,0
Defeat Thaddius in Naxxramas with less than 9 players in 10-player mode.,Subtraction (10 player),,2180,533,-1,0,14922,0,10,0,16,135768,128271,0
Defeat Thaddius in Naxxramas with less than 21 players in 25-player mode.,Subtraction (25 player),,2181,533,-1,0,14923,0,10,0,16,135768,128306,0
Defeat Loatheb in Naxxramas without killing any spores in 10-player mode.,Spore Loser (10 player),,2182,533,-1,0,14922,0,10,0,17,134220,129083,0
Defeat Loatheb in Naxxramas without killing any spores in 25-player mode.,Spore Loser (25 player),,2183,533,-1,0,14923,0,10,0,17,134220,129788,0
Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 10 player mode.,Just Can't Get Enough (10 player),,2184,533,-1,0,14922,0,10,0,20,135774,132822,0
Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 25-player mode.,Just Can't Get Enough (25 player),,2185,533,-1,0,14923,0,10,0,20,135774,132824,0
