Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
"Achieve victory in an expedition to Molten Cay on Heroic difficulty or higher.","Heroic: Molten Cay",,13100,-1,-1,13099,15307,0,10,0,14,524305,0,69228,0,0,0,0
"Achieve victory in an expedition to Molten Cay on Mythic difficulty.","Mythic: Molten Cay",,13101,-1,-1,13100,15307,0,10,0,15,524305,0,69230,0,0,0,0
"Achieve victory in an expedition to Molten Cay in PvP.","Clash at the Cay",,13102,-1,-1,0,15307,0,10,0,16,524305,0,69232,0,0,0,0
"Achieve victory in an expedition to Rotting Mire on any difficulty.","Rotting Mire",,13103,-1,-1,0,15307,0,10,0,9,236845,0,69256,0,0,0,0
"Achieve victory in an expedition to Rotting Mire on Heroic difficulty or higher.","Heroic: Rotting Mire",,13104,-1,-1,13103,15307,0,10,0,10,236845,0,69254,0,0,0,0
"Achieve victory in an expedition to Rotting Mire on Mythic difficulty.","Mythic: Rotting Mire",,13105,-1,-1,13104,15307,0,10,0,11,236845,0,69252,0,0,0,0
"Achieve victory in an expedition to Rotting Mire in PvP.","Mire Marauder",,13106,-1,-1,0,15307,0,10,0,12,236845,0,69250,0,0,0,0
"Achieve victory in an expedition to Skittering Hollow on any difficulty.","Skittering Hollow",,13107,-1,-1,0,15307,0,10,0,21,236711,0,69240,0,0,0,0
"Achieve victory in an expedition to Skittering Hollow on Heroic difficulty or higher.","Heroic: Skittering Hollow",,13108,-1,-1,13107,15307,0,10,0,22,236711,0,69238,0,0,0,0
"Achieve victory in an expedition to Skittering Hollow on Mythic difficulty.","Mythic: Skittering Hollow",,13109,-1,-1,13108,15307,0,10,0,23,236711,0,69236,0,0,0,0
"Achieve victory in an expedition to Skittering Hollow in PvP.","Skittering Smashed",,13110,-1,-1,0,15307,0,10,0,24,236711,0,69234,0,0,0,0
"Achieve victory in an expedition to Verdant Wilds on any difficulty.","Verdant Wilds",,13111,-1,-1,0,15307,0,10,0,17,236764,0,69264,0,0,0,0
"Achieve victory in an expedition to Verdant Wilds on Heroic difficulty or higher.","Heroic: Verdant Wilds",,13112,-1,-1,13111,15307,0,10,0,18,236764,0,69262,0,0,0,0
"Achieve victory in an expedition to Verdant Wilds on Mythic difficulty.","Mythic: Verdant Wilds",,13113,-1,-1,13112,15307,0,10,0,19,236764,0,69260,0,0,0,0
"Achieve victory in an expedition to Verdant Wilds in PvP.","War for the Wilds",,13114,-1,-1,0,15307,0,10,0,20,236764,0,69258,0,0,0,0
"Achieve victory in an expedition to Whispering Reef in PvP.","Reef Madness",,13115,-1,-1,0,15307,0,10,0,28,1408998,0,69266,0,0,0,0
"Achieve victory in an expedition to Whispering Reef on Mythic difficulty.","Mythic: Whispering Reef",,13116,-1,-1,13118,15307,0,10,0,27,1408998,0,69268,0,0,0,0
"Achieve victory in an expedition to Whispering Reef on Heroic difficulty or higher.","Heroic: Whispering Reef",,13118,-1,-1,13119,15307,0,10,0,26,1408998,0,69270,0,0,0,0
"Achieve victory in an expedition to Whispering Reef on any difficulty.","Whispering Reef",,13119,-1,-1,0,15307,0,10,0,25,1408998,0,69272,0,0,0,0
"Win 20 Island Expeditions in PvP.","Blood in the Water",,13120,-1,-1,12597,15307,0,10,0,52,1035041,0,69280,0,0,0,0
"Win 50 Island Expeditions in PvP.",Notorious,,13121,-1,-1,13120,15307,0,10,0,53,132092,0,69282,0,0,0,0
"Complete the Mythic Island Expeditions achievements listed below.","Island Conqueror",,13122,-1,-1,0,15307,0,10,131072,46,456568,0,69284,0,0,0,0
"Loot 10 Seafarer's Dubloons.","My Dubs",,13123,-1,-1,0,15307,0,10,0,55,1604167,0,69313,0,0,0,0
"Loot 100 Seafarer's Dubloons.","Metal Detector",,13124,-1,-1,13123,15307,0,10,0,56,1604167,0,69315,0,0,0,0
"Collect 1,000,000 Azerite on Island Expeditions.","Azerite Admiral",,13125,-1,-1,0,15307,0,10,131072,57,2032577,0,69317,0,0,0,0
"Collect 30 globes of Azerite Energy on Island Expeditions.","Give Me The Energy",,13126,-1,-1,0,15307,0,10,0,58,2065603,0,69319,0,0,0,0
"Complete all of the Island Expeditions quests listed below.","Tell Me A Tale",,13127,-1,-1,0,15307,0,10,131072,59,133739,0,69321,0,0,0,0
"Obtain all of the Island Expeditions battle pets listed below.","I'm Here for the Pets",,13128,-1,-1,0,15307,0,10,131072,60,132598,0,69342,0,0,0,0
"Kill a player that is affected by a Sticky Starfish on Island Expeditions.","Sucker Punch",,13129,-1,-1,0,15307,0,10,0,54,970851,0,69377,0,0,0,0
"Rescue all of the explorers on Island Expeditions listed below.","Helping Hand",,13132,-1,-1,0,15307,0,10,131072,61,135928,0,69381,0,0,0,0
"Slay all of the Horde champions listed below.","Team Deathmatch",,13133,-1,1,0,15307,0,10,0,62,1029718,0,69415,0,0,0,0
"Complete all of the Island Expeditions achievements listed below.","Expedition Leader","Title Reward: Expedition Leader",13134,-1,-1,0,15307,0,20,131072,64,134269,0,69453,0,0,0,0
"Slay all of the Alliance champions listed below.","Team Deathmatch",,13135,-1,0,0,15307,0,10,0,63,1029718,0,69434,0,0,0,0
,"Dread Combatant",,13136,-1,0,0,15270,0,0,1179648,4,236538,163124,69468,0,0,0,0
,"Dread Combatant",,13137,-1,1,0,15270,0,0,1179648,53,236538,163123,70744,0,0,0,0
"Proud owner of the Alliance and Horde War Mantles and War Banners from the 2018 BlizzCon.","Flying Colors",,13138,-1,-1,0,15268,1,0,133120,13,2060704,0,69470,0,0,0,0
,"8.0 Lordaeron Skip Unlock - Alliance",,13139,-1,1,0,15284,0,0,1179652,96,136243,0,69503,0,0,0,0
,"8.0 Lordaeron Skip Unlock - Horde",,13140,-1,0,0,15284,0,0,1179652,102,136243,0,69505,0,0,0,0
"Complete the PvP Island Expeditions achievements listed below.","Island Slayer",,13141,-1,-1,0,15307,0,10,131072,47,236348,0,69648,0,0,0,0
"Complete expeditions to five different islands.","Archipelago Explorer",,13142,-1,-1,0,15307,0,10,128,45,237382,0,69663,0,0,0,0
"Complete 100 different World Quests in Kul Tiras and Zandalar.","Wide World of Quests",,13144,-1,-1,0,15284,0,10,131200,40,1060986,0,69685,0,0,0,0
,"8.0 Darkshore Skip Unlock - Alliance",,13147,-1,1,0,15284,0,0,1179648,100,136243,0,70709,0,0,0,0
,"8.0 Darkshore Skip Unlock - Horde",,13148,-1,0,0,15284,0,0,1179648,101,136243,0,70711,0,0,0,0
,"[DNT] Player Expansion Level is ""Battle for Azeroth""",,13149,-1,-1,0,15268,0,0,1179652,69,136243,0,70730,0,0,0,0
,"<Hidden> Magni Heart of Azeroth Intro Auto-Launch (DNT)",,13152,-1,-1,0,15284,0,0,1310724,95,136243,0,70746,0,0,0,0
,"8.0 Lordaeron Push - Alliance and Horde [CRITERIA 66724 and SPELL 273245 REMOVED]",,13153,-1,-1,0,15284,0,0,1310724,97,136243,0,0,0,0,0,0
,"8.0 Lordaeron Push - Horde (UNUSED DELETE ME)",,13154,-1,0,0,15284,0,0,1048580,99,136243,0,0,0,0,0,0
,"8.0 Teldrassil Push - Horde and Alliance",,13155,-1,-1,0,15284,0,0,1310724,98,136243,0,70705,0,0,0,0
"Complete the quest below.","Allied Races: Zandalari Troll (Hidden Character Achievement)","Reward: Zandalari Troll Race Unlocked",13156,-1,-1,0,81,0,0,1048580,174,1851465,0,70789,0,0,0,0
"Complete the quest below.","Allied Races: Kul Tiran (Hidden Character Achievement)","Reward: Kul Tiran Race Unlocked",13157,-1,-1,0,81,0,0,1048580,173,2447785,0,70792,0,0,0,0
,"Allied Races: Zandalari Troll Unlock Requirements",,13159,-1,-1,0,81,0,0,1179652,189,136243,0,70795,0,0,0,0
,"Allied Races: Kul Tiran Unlock Requirements",,13160,-1,-1,0,81,0,0,1179652,190,136243,0,70796,0,0,0,0
"Earn the allegiance of the Zandalari Trolls and welcome them into the Horde.","Allied Races: Zandalari Troll","Reward: Zandalari Troll Race Unlocked",13161,-1,-1,0,201,0,10,131072,40,1851465,0,70797,0,0,0,0
"Earn the allegiance of the Kul Tirans and welcome them into the Alliance.","Allied Races: Kul Tiran","Reward: Kul Tiran Race Unlocked",13163,-1,-1,0,201,0,10,131072,42,2261243,0,70804,0,0,0,0
"This is to address bug WOW8-57815 where players could learn anti-venom recipes without having Alchemy trained.","Remove Alchemy Anti-Venoms",,13166,-1,-1,0,169,0,0,1048576,48,136243,0,70811,0,0,0,0
"This is to address bug WOW8-57815 where players could learn bandage recipes without having Tailoring trained.","Remove Tailoring Bandages",,13167,-1,-1,0,169,0,0,1048576,49,136243,0,70813,0,0,0,0
"This is to address bug WOW8-58108 where players could learn the legion luffa recipe without having Legion Tailoring trained.","Remove Tailoring Legion Luffa",,13169,-1,-1,0,169,0,0,1048576,50,136243,0,70837,0,0,0,0
"This is to address bug WOW8-58228 where players could get in a state where they'd have 0/0 Draenor Inscription, but still have recipes.","Remove Inscription Recipes",,13170,-1,-1,0,169,0,0,1048576,51,136243,0,70903,0,0,0,0
,"8.0.1 Micro Hubs - A - Mistvine Ledge - Unlocked (KMS)",,13172,-1,1,0,92,0,0,1441796,78,136243,0,71129,0,0,0,0
,"8.0.1 Micro Hubs - A - Mugamba Overlook - Unlocked (KMS)",,13173,-1,1,0,92,0,0,1441796,79,136243,0,71135,0,0,0,0
,"8.0.1 Micro Hubs - A - Veiled Grotto - Unlocked (KMS)",,13174,-1,1,0,92,0,0,1441796,80,136243,0,71139,0,0,0,0
,"8.0.1 Micro Hubs - A - Verdant Hollow - Unlocked (KMS)",,13175,-1,1,0,92,0,0,1441796,81,136243,0,71141,0,0,0,0
,"8.0.1 Micro Hubs - A - Grimwatt's Crash - Unlocked (KMS)",,13177,-1,1,0,92,0,0,1441796,82,136243,0,71143,0,0,0,0
,"8.0.1 Micro Hubs - A - Vulture's Nest - Unlocked (KMS)",,13178,-1,1,0,92,0,0,1441796,83,136243,0,71145,0,0,0,0
,"8.0.1 Micro Hubs - H - Mudfisher Cove - Unlocked (KMS)",,13179,-1,0,0,92,0,0,1441796,84,136243,0,71147,0,0,0,0
,"8.0.1 Micro Hubs - H - Swiftwind Post - Unlocked (KMS)",,13180,-1,0,0,92,0,0,1441796,85,136243,0,71149,0,0,0,0
,"8.0.1 Micro Hubs - H - Hillcrest Pasture - Unlocked (KMS)",,13181,-1,0,0,92,0,0,1441796,86,136243,0,71151,0,0,0,0
,"8.0.1 Micro Hubs - H - Stonetusk Watch - Unlocked (KMS)",,13182,-1,0,0,92,0,0,1441796,87,136243,0,71153,0,0,0,0
,"8.0.1 Micro Hubs - H - Windfall Cavern - Unlocked (KMS)",,13183,-1,0,0,92,0,0,1441796,88,136243,0,71155,0,0,0,0
,"8.0.1 Micro Hubs - H - Stonefist Watch - Unlocked (KMS)",,13184,-1,0,0,92,0,0,1441796,89,136243,0,71157,0,0,0,0
,"8.0.1 Micro Hubs - H - Wolf's Den - Unlocked (KMS)",,13185,-1,0,0,92,0,0,1441796,91,136243,0,71159,0,0,0,0
"Win a brawl.","You Are Not Your $#*@! Legplates",,13186,-1,1,11558,15416,0,0,0,3,134681,0,71202,0,0,0,0
"Win a brawl.","You Are Not Your $#*@! Legplates",,13188,-1,0,11559,15416,0,0,0,7,134681,0,71204,0,0,0,0
"Reach Rank 4 with Bizmo's Brawlpub.","The Second Rule of Brawler's Guild","Rewards: Brawler's Pass",13189,-1,1,13186,15416,0,0,0,4,133675,93195,71206,0,0,0,0
"Reach Rank 4 with Brawl'gar Arena.","The Second Rule of Brawler's Guild","Rewards: Brawler's Pass",13190,-1,0,13188,15416,0,0,0,8,133678,93228,71208,0,0,0,0
"Reach Rank 8 with Bizmo's Brawlpub.","Brawler for Azeroth","Rewards Title: Brawler",13191,-1,1,13189,15416,0,0,4096,5,135906,0,71220,0,0,0,0
"Reach Rank 8 with Brawl'gar Arena.","Brawler for Azeroth","Rewards Title: Brawler",13192,-1,0,13190,15416,0,0,4096,9,135906,0,71232,0,0,0,0
"Defeat 10 bosses using random brawl mode in the Brawler's Guild.","I Am Thrall's Complete Lack Of Surprise",,13194,-1,-1,0,15416,0,0,0,12,236554,0,71234,0,0,0,0
"Owner of the Meat Wagon mount from the Warcraft III: Reforged promotion.","Meat Marauder",,13196,-1,-1,0,15268,0,0,133120,49,2147656,0,71244,0,0,0,0
,"<Hidden> War Campaign - Chapter 04 Complete (H)",,13197,-1,-1,0,15284,0,0,1048576,81,136243,0,71266,0,0,0,0
,"<Hidden> War Campaign - Chapter 04 Complete (A)",,13198,-1,-1,0,15284,0,0,1048576,82,136243,0,71269,0,0,0,0
"Earn the rank of Combatant during Battle for Azeroth Season 1.","Combatant: Battle for Azeroth Season 1","Title Reward: Combatant",13199,-1,-1,0,15270,0,0,2048,319,236540,0,71278,0,0,0,0
"End Battle for Azeroth PvP Season 2 in the top 0.1% of the 3v3 arena ladder (requires 150 games won on your current faction in Battle for Azeroth Season 2).","Sinister Gladiator: Battle for Azeroth Season 2","Title Reward: Sinister Gladiator",13200,-1,-1,0,15270,0,0,14336,245,236540,0,0,0,0,0,0
"Obtain the Sinister Gladiator's Proto-Drake from Battle for Azeroth Season 2.","Sinister Gladiator's Proto-Drake",,13202,-1,-1,0,15269,1,0,145408,44,1851482,0,71295,0,0,0,0
"Earn the rank of Challenger during Battle for Azeroth Season 2.","Challenger: Battle for Azeroth Season 2","Title Reward: Challenger",13203,-1,-1,0,15270,0,0,14336,339,236540,0,71298,0,0,0,0
"Earn the rank of Combatant during Battle for Azeroth Season 2.","Combatant: Battle for Azeroth Season 2","Title Reward: Combatant",13204,-1,-1,0,15270,0,0,2048,320,236540,0,71310,0,0,0,0
,"Opulence kills (Normal Battle of Dazar'alor)",,13359,2070,-1,0,15409,0,0,1,92,136243,0,72337,0,0,0,0
"Earn the rank of Rival during Battle for Azeroth Season 2.","Rival: Battle for Azeroth Season 2","Title Reward: Rival",13205,-1,-1,0,15270,0,0,14336,277,236540,0,71314,0,0,0,0
"Earn the allegiance of the Vol'dun vulpera and welcome them into the Horde.","Allied Races: Vulpera","Reward: Vulpera Race Unlocked",13206,-1,-1,0,201,0,10,131072,44,3208033,0,71330,0,0,0,0
"Complete the quest below.","Allied Races: Vulpera (Hidden Character Achievement)","Reward: Vulpera Race Unlocked",13207,-1,-1,0,81,0,0,1048580,172,2057295,0,71333,0,0,0,0
"Earn the rank of Duelist during Battle for Azeroth Season 2.","Duelist: Battle for Azeroth Season 2","Title Reward: Duelist",13209,-1,-1,0,15270,0,0,14336,296,236540,0,71340,0,0,0,0
"End Battle for Azeroth Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Battle for Azeroth Season 2).","Hero of the Alliance: Sinister",,13210,-1,1,0,15270,0,0,14336,386,236593,0,0,0,0,0,0
"End Battle for Azeroth Season 2 in the top 0.5% of the rated battleground ladder (requires 50 games won on your current faction in Battle for Azeroth Season 2).","Hero of the Horde: Sinister",,13211,-1,0,0,15270,0,0,14336,370,236629,0,0,0,0,0,0
"Win 50 3v3 games while at Elite rank during Battle for Azeroth Season 2.","Gladiator: Battle for Azeroth Season 2","Reward: Gladiator Title and Mount",13212,-1,-1,0,15270,0,0,14336,358,236540,156880,72393,0,0,0,0
,"Sinister Combatant",,13227,-1,0,0,15270,0,0,1179648,5,236538,165020,71376,0,0,0,0
,"Sinister Combatant",,13228,-1,1,0,15270,0,0,1179648,54,236538,165019,71378,0,0,0,0
"Complete the Kul Tiras and Zandalar achievements listed below.","Battle for Azeroth Pathfinder, Part Two","Reward: Wonderwing 2.0",13250,-1,-1,0,15298,0,25,393216,2,237383,169162,71465,0,0,0,0
"Complete the Tyrande's Ascension storyline.","In Teldrassil's Shadow","Reward: 'Night Warrior' Night Elf Customization",13251,-1,1,0,15284,0,0,131072,36,236160,0,71483,0,0,0,0
"Defeat the following enemy commanders in the Battle for Stromgarde:","Defeat 2 Commanders (Horde) (Hidden)",,13254,-1,0,0,15308,0,0,1048576,22,236358,0,71492,0,0,0,0
"Defeat the following enemy commanders in the Battle for Stromgarde:","Defeat 2 Commanders (Alliance) (Hidden)",,13255,-1,1,0,15308,0,0,1048576,23,236358,0,71499,0,0,0,0
,"<Hidden> Kings' Rest unlocked",,13258,-1,-1,0,15285,0,0,1048576,1,136243,0,71523,0,0,0,0
,"<Hidden> Siege of Boralus unlocked",,13259,-1,-1,0,15285,0,0,1048576,2,136243,0,71530,0,0,0,0
"Aid Vol'jin in his search for answers.","The Shadow Hunter",,13263,-1,0,0,15284,0,10,0,59,236456,0,71566,0,0,0,0
"Complete the Pet Battle Challenge in Gnomeregan","Pet Battle Challenge: Gnomeregan","Reward: Mini Spider Tank",13269,-1,-1,0,15117,0,5,131072,13,255139,165894,71721,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Beast pets.","Beast Mode",,13270,-1,-1,0,15119,0,5,131072,81,2027933,0,71739,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Critter pets.","Critters With Huge Teeth",,13271,-1,-1,0,15119,0,5,131072,82,134933,0,71755,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Dragonkin pets.","Dragons Make Everything Better",,13272,-1,-1,0,15119,0,5,131072,83,797547,0,71757,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Elemental pets.","Element of Success",,13273,-1,-1,0,15119,0,5,131072,84,136024,0,71759,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Flying pets.","Fun With Flying",,13274,-1,-1,0,15119,0,5,131072,85,645217,0,71761,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Magic pets.","Magician's Secrets",,13275,-1,-1,0,15119,0,5,131072,87,135994,0,71763,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Mechanical pets.","Machine Learning",,13277,-1,-1,0,15119,0,5,131072,88,237293,0,71765,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Undead pets.","Not Quite Dead Yet",,13278,-1,-1,0,15119,0,5,131072,89,1390945,0,71767,0,0,0,0
"Complete the following achievements.","Family Battler","Reward: Wicker Wraith",13279,-1,-1,0,15119,0,10,135168,90,461112,165907,71769,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Aquatic pets.","Hobbyist Aquarist",,13280,-1,-1,0,15119,0,5,131072,80,237321,0,71723,0,0,0,0
"Defeat 15 Master Tamers on Kul Tiras or Zandalar with a team of all level 25 Humanoid pets.","Human Resources",,13281,-1,-1,0,15119,0,5,131072,86,237570,0,71780,0,0,0,0
"Complete all six Alliance Assaults.","Frontline Warrior",,13283,-1,1,0,15284,0,10,0,34,1044517,0,71790,0,0,0,0
"Complete all six Horde Assaults.","Frontline Warrior",,13284,-1,0,0,15284,0,10,0,35,1044517,0,71792,0,0,0,0
"Recruit three extra citizens during the Assault quest ""Not Too Sober Citizens Brigade"".","Upright Citizens","Item Reward: Citizens Brigade Whistle",13285,-1,1,0,15284,0,5,131072,47,516667,166247,71898,0,0,0,0
"Defeat the following bosses in the Battle of Dazar'alor.","Siege of Dazar'alor",,13286,2070,1,0,15286,0,10,0,22,2065640,0,72114,0,0,0,0
"Defeat the following bosses in the Battle of Dazar'alor.","Empire's Fall",,13287,2070,1,0,15286,0,10,0,23,2484340,0,72118,0,0,0,0
"Witness the retelling of your allies' valiant efforts in the Battle of Dazar'alor.","Might of the Alliance",,13288,2070,1,0,15286,0,10,0,24,2484334,0,72122,0,0,0,0
"Defeat the following bosses in the Battle of Dazar'alor.","Defense of Dazar'alor",,13289,2070,0,0,15286,0,10,0,25,2065640,0,72126,0,0,0,0
"Witness the retelling of your allies' heroic efforts in the Battle of Dazar'alor.","Death's Bargain",,13290,2070,0,0,15286,0,10,0,26,2484340,0,72130,0,0,0,0
"Defeat the following bosses in the Battle of Dazar'alor.","Victory or Death",,13291,2070,0,0,15286,0,10,0,27,2484334,0,72134,0,0,0,0
"Defeat the Champion of the Light in Battle of Dazar'alor on Mythic difficulty.","Mythic: Champion of the Light",,13292,2070,-1,0,15286,0,10,4096,13,571553,0,72138,0,0,0,0
"Defeat Grong in Battle of Dazar'alor on Mythic difficulty.","Mythic: Grong",,13293,2070,-1,0,15286,0,10,4096,28,2484332,0,72140,0,0,0,0
"Complete the following achievements on the continent of Zandalar.","Loremaster of Zandalar",,13294,-1,0,0,15284,0,10,131072,17,1851465,0,72145,0,0,0,0
"Defeat Mestrah, the illuminated and Manceroy Flamefist in Battle of Dazar'alor on Mythic difficulty.","Mythic: Jadefire Masters",,13295,2070,0,0,15286,0,10,4096,29,2484336,0,72154,0,0,0,0
"Complete the Battle for Darkshore.","War for the Shore",,13296,-1,0,0,15308,0,10,0,25,2357388,0,72152,0,0,0,0
"Complete the Battle for Darkshore.","War for the Shore",,13297,-1,1,0,15308,0,10,0,27,2143644,0,72156,0,0,0,0
"Defeat Ma'ra Grimfang and Anathos Firecaller in Battle of Dazar'alor on Mythic difficulty.","Mythic: Jadefire Masters",,13298,2070,1,0,15286,0,10,4096,30,2484331,0,72158,0,0,0,0
"Defeat Opulence in Battle of Dazar'alor on Mythic difficulty.","Mythic: Opulence",,13299,2070,-1,0,15286,0,10,4096,32,2484341,0,72160,0,0,0,0
"Defeat Conclave of the Chosen in Battle of Dazar'alor on Mythic difficulty.","Mythic: Conclave of the Chosen",,13300,2070,-1,0,15286,0,10,4096,31,2484335,0,72162,0,0,0,0
"Capture a location in the Battle for Darkshore.","Under Cover of Darkness",,13301,-1,0,0,15308,0,10,0,29,1373907,0,72164,0,0,0,0
"Capture a location in the Battle for Darkshore.","Under Cover of Darkness",,13302,-1,1,0,15308,0,10,0,31,1373907,0,72172,0,0,0,0
"Capture every location in the Battle for Darkshore.","Night Moves",,13305,-1,1,13302,15308,0,10,0,32,136177,0,72180,0,0,0,0
"Capture every location in the Battle for Darkshore.","Night Moves",,13306,-1,0,13301,15308,0,10,0,30,136177,0,72188,0,0,0,0
"Recruit one of every troop type in the Battle for Darkshore.","Recruitment Officer",,13307,-1,0,0,15308,0,10,0,33,975736,0,72196,0,0,0,0
"Recruit one of every troop type in the Battle for Darkshore.","Recruitment Officer",,13308,-1,1,0,15308,0,10,0,34,975736,0,72202,0,0,0,0
"Embody every Horde Hero in the Battle for Darkshore.",Deforester,,13309,-1,0,0,15308,0,10,0,35,538558,0,72208,0,0,0,0
"Embody every Alliance Hero in the Battle for Darkshore.","By Nature's Call",,13310,-1,1,0,15308,0,10,0,36,2403539,0,72212,0,0,0,0
"Defeat King Rastakhan in Battle of Dazar'alor on Mythic difficulty.","Mythic: King Rastakhan",,13311,2070,-1,0,15286,0,10,4096,33,2484340,0,72216,0,0,0,0
"Defeat Gelbin Mekkatorque in Battle of Dazar'alor on Mythic difficulty.","Mythic: Mekkatorque",,13312,2070,-1,0,15286,0,10,4096,34,2484337,0,72218,0,0,0,0
"Defeat Stormwall Blockade in Battle of Dazar'alor on Mythic difficulty.","Mythic: Stormwall Blockade",,13313,2070,-1,0,15286,0,10,4096,35,2484329,0,72220,0,0,0,0
"Defeat Lady Jaina Proudmoore in Battle of Dazar'alor on Mythic difficulty.","Mythic: Lady Jaina Proudmoore","Title Reward: Hero of Dazar'alor",13314,2070,-1,0,15286,0,10,4096,36,2484334,0,72222,0,0,0,0
"Complete the Battle of Dazar'alor raid achievements listed below.","Glory of the Dazar'alor Raider","Mount Reward: Dazar'alor Windreaver",13315,-1,-1,0,168,0,25,143360,48,2065640,166539,72224,0,0,0,0
"Defeat the Champion of the Light in the Battle of Dazar'alor after stealing 3 shinies from each of the Crusaders, Disciples and Champion of the Light on Normal Difficulty or higher.","Can I Get a Hek Hek Hek Yeah?",,13316,2070,-1,0,15286,0,10,0,38,2399239,0,72226,0,0,0,0
"Loot the Secret Supply Chests in Kul Tiras and Zandalar during an active Assault while in War Mode.","Supplied and Ready",,13317,-1,-1,0,15283,0,5,0,34,1542856,0,72230,0,0,0,0
"Defeat the bosses of Battle of Dazar'alor on Normal difficulty or higher, while in a guild group.","Battle of Dazar'alor Guild Run",,13319,2070,0,0,15300,0,10,28672,2,2065640,0,72239,0,0,0,0
,"Opulence kills (Heroic Battle of Dazar'alor)",,13361,2070,-1,0,15409,0,0,1,93,136243,0,72339,0,0,0,0
"Defeat the bosses of Battle of Dazar'alor on Normal difficulty or higher, while in a guild group.","Battle of Dazar'alor Guild Run",,13320,2070,1,0,15300,0,10,28672,3,2065640,0,72249,0,0,0,0
"Defeat Lady Jaina Proudmoore in Battle of Dazar'alor on Mythic difficulty while in a guild group.","Mythic: Lady Jaina Proudmoore Guild Run",,13321,2070,-1,0,15300,0,10,61440,8,2484334,0,72479,0,0,0,0
"Defeat Lady Jaina Proudmoore in Battle of Dazar'alor on Heroic difficulty or higher, before the release of the next raid tier.","Ahead of the Curve: Lady Jaina Proudmoore",,13322,2070,-1,0,15271,0,0,6144,66,2484334,0,72270,0,0,0,0
"Defeat Lady Jaina Proudmoore in Battle of Dazar'alor on Mythic difficulty, before the release of the next raid tier.","Cutting Edge: Lady Jaina Proudmoore",,13323,2070,-1,13322,15271,0,0,6144,67,2484334,0,72272,0,0,0,0
"Defeat the Conclave of the Chosen in the Battle of Dazar'alor without killing all the initial raptors summoned by Gonk's Wrath on Normal difficulty or higher.","Walk the Dinosaur",,13325,2070,-1,0,15286,0,10,0,42,132193,0,72268,0,0,0,0
"Among the first one hundred Alliance guilds worldwide to defeat Lady Jaina Proudmoore on Mythic difficulty.","Hall of Fame: Lady Jaina Proudmoore (Alliance)","Title Reward: Famed Conqueror of Dazar'alor",13326,2070,-1,0,15093,0,0,4258304,31,2484334,0,72264,0,0,0,0
"Among the first one hundred Horde guilds worldwide to defeat Lady Jaina Proudmoore on Mythic difficulty.","Hall of Fame: Lady Jaina Proudmoore (Horde)","Title Reward: Famed Defender of Dazar'alor",13327,2070,-1,0,15093,0,0,4258304,32,2484334,0,72266,0,0,0,0
,"Champion of the Light kills (Raid Finder Battle of Dazar'alor)",,13328,2070,-1,0,15409,0,0,1,63,136243,0,72274,0,0,0,0
,"Champion of the Light kills (Normal Battle of Dazar'alor)",,13329,2070,-1,0,15409,0,0,1,64,136243,0,72276,0,0,0,0
,"Champion of the Light kills (Heroic Battle of Dazar'alor)",,13330,2070,-1,0,15409,0,0,1,65,136243,0,72278,0,0,0,0
,"Champion of the Light kills (Mythic Battle of Dazar'alor)",,13331,2070,-1,0,15409,0,0,1,66,136243,0,72280,0,0,0,0
,"Grong kills (Raid Finder Battle of Dazar'alor)",,13332,2070,0,0,15409,0,0,1,67,136243,0,72282,0,0,0,0
,"Grong kills (Normal Battle of Dazar'alor)",,13333,2070,0,0,15409,0,0,1,68,136243,0,72285,0,0,0,0
,"Grong kills (Heroic Battle of Dazar'alor)",,13334,2070,0,0,15409,0,0,1,69,136243,0,72288,0,0,0,0
,"Grong kills (Mythic Battle of Dazar'alor)",,13336,2070,0,0,15409,0,0,1,70,136243,0,72294,0,0,0,0
"Honor the flames of Zandalar.","Flame Keeper of Zandalar",,13340,-1,0,0,161,0,10,0,41,135265,0,72290,0,0,0,0
"Honor the flames of Kul Tiras.","Flame Warden of Kul Tiras",,13341,-1,1,0,161,0,10,0,13,135265,0,72296,0,0,0,0
"Desecrate the Alliance's bonfires in Kul Tiras.","Extinguishing Kul Tiras",,13342,-1,0,0,161,0,10,0,46,135820,0,72300,0,0,0,0
