Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,Criteria_tree,Shares_criteria
"Victories over the Faction Champions (Trial of the Crusader 10 player)","Victories over the Faction Champions (Trial of the Crusader 10 player)",,4036,-1,-1,0,15021,0,0,1,25,136243,132509,0
"Victories over the Faction Champions (Trial of the Grand Crusader 10 player)","Victories over the Faction Champions (Trial of the Grand Crusader 10 player)",,4037,-1,-1,0,15021,0,0,1,26,136243,132734,0
"Victories over the Faction Champions (Trial of the Crusader 25 player)","Victories over the Faction Champions (Trial of the Crusader 25 player)",,4038,-1,-1,0,15021,0,0,1,27,136243,133117,0
"Victories over the Faction Champions (25-player Trial of the Grand Crusader)","Victories over the Faction Champions (Trial of the Grand Crusader 25 player)",,4039,-1,-1,0,15021,0,0,1,28,136243,132258,0
"Val'kyr Twins kills (Trial of the Crusader 10 player)","Val'kyr Twins kills (Trial of the Crusader 10 player)",,4040,-1,-1,0,15021,0,0,1,29,136243,132229,0
"Val'kyr Twins kills (Trial of the Grand Crusader 10 player)","Val'kyr Twins kills (Trial of the Grand Crusader 10 player)",,4041,-1,-1,0,15021,0,0,1,30,136243,131983,0
"Val'kyr Twins kills (Trial of the Crusader 25 player)","Val'kyr Twins kills (Trial of the Crusader 25 player)",,4042,-1,-1,0,15021,0,0,1,31,136243,132616,0
"Val'kyr Twins kills  (Trial of the Grand Crusader 25 player)","Val'kyr Twins kills (Trial of the Grand Crusader 25 player)",,4043,-1,-1,0,15021,0,0,1,32,136243,132513,0
"Times completed the Trial of the Crusader (10 player)","Times completed the Trial of the Crusader (10 player)",,4044,-1,-1,0,15021,0,0,1,33,136243,131981,0
"Times completed the Trial of the Grand Crusader (10 player)","Times completed the Trial of the Grand Crusader (10 player)",,4045,-1,-1,0,15021,0,0,1,34,136243,132262,0
"Times completed the Trial of the Crusader (25 player)","Times completed the Trial of the Crusader (25 player)",,4046,-1,-1,0,15021,0,0,1,35,136243,133119,0
"Times completed the Trial of the Grand Crusader (25 player)","Times completed the Trial of the Grand Crusader (25 player)",,4047,-1,-1,0,15021,0,0,1,36,136243,133121,0
"Victories over Mage Champion (Trial of the Champion)","Victories over Mage Champion (Trial of the Champion)",,4048,-1,-1,0,15021,0,0,1,3,136243,132495,0
"Victories over Mage Champion (Heroic Trial of the Champion)","Victories over Mage Champion (Heroic Trial of the Champion)",,4049,-1,-1,0,15021,0,0,1,4,136243,132507,0
"Victories over Rogue Champion (Trial of the Champion)","Victories over Rogue Champion (Trial of the Champion)",,4050,-1,-1,0,15021,0,0,1,5,136243,132549,0
"Victories over Rogue Champion (Heroic Trial of the Champion)","Victories over Rogue Champion (Heroic Trial of the Champion)",,4051,-1,-1,0,15021,0,0,1,6,136243,132511,0
"Victories over Shaman Champion (Trial of the Champion)","Victories over Shaman Champion (Trial of the Champion)",,4052,-1,-1,0,15021,0,0,1,7,136243,133123,0
"Victories over Shaman Champion (Heroic Trial of the Champion)","Victories over Shaman Champion (Heroic Trial of the Champion)",,4053,-1,-1,0,15021,0,0,1,8,136243,132736,0
"Victories over Warrior Champion (Trial of the Champion)","Victories over Warrior Champion (Trial of the Champion)",,4054,-1,-1,0,15021,0,0,1,9,136243,132687,0
"Victories over Warrior Champion (Heroic Trial of the Champion)","Victories over Warrior Champion (Heroic Trial of the Champion)",,4055,-1,-1,0,15021,0,0,1,10,136243,132738,0
"Koralon the Flame Watcher kills (Wintergrasp 10 player)","Koralon the Flame Watcher kills (Wintergrasp 10 player)",,4074,624,-1,0,15021,0,10,1,37,135836,132768,0
"Koralon the Flame Watcher kills (Wintergrasp 25 player)","Koralon the Flame Watcher kills (Wintergrasp 25 player)",,4075,624,-1,0,15021,0,10,1,38,135836,132276,0
"Participated in the realm first conquest of the Trial of the Grand Crusader with 50 attempts remaining in 25-player mode.","Realm First! Grand Crusader","Title Reward: The Grand Crusader",4078,649,-1,0,81,0,0,768,98,236690,132774,0
"In the Trial of the Grand Crusader, reach a Tribute Chest with 50 attempts remaining and without allowing any raid member to die during any of the boss encounters in 25-player mode.","A Tribute to Immortality","Reward: Crusader's Black Warhorse",4079,-1,0,0,81,0,0,0,162,236689,133185,0
"Meet the criteria for A Tribute to Insanity without any raid member having used an item only obtainable from 25-player Coliseum, or any more powerful item.","A Tribute to Dedicated Insanity","Title: Argent Defender",4080,-1,-1,3810,81,0,0,0,257,236690,133196,0
"Isle of Conquest battles","Isle of Conquest battles",,4096,628,-1,0,153,0,0,1,35,136243,132776,0
"Isle of Conquest victories","Isle of Conquest victories",,4097,-1,-1,0,153,0,0,1,36,0,132778,0
"In the Trial of the Grand Crusader, reach a Tribute Chest with 50 attempts remaining and without allowing any raid member to die during any of the boss encounters in 25-player mode.","A Tribute to Immortality","Reward: Crusader's White Warhorse",4156,-1,1,0,81,0,0,0,163,236689,132491,0
"Win Isle of Conquest while your team controls the Quarry and Oil Refinery.","Resource Glut",,4176,628,0,0,15003,0,10,0,6,133026,133198,0
"Win Isle of Conquest while controlling the Quarry, Oil Refinery, Shipyard, Siege Workshop and Hangar.",Mine,,4177,628,0,4176,15003,2,10,0,7,133228,132124,0
"Destroy the following vehicles in Isle of Conquest","Demolition Derby",,4256,-1,0,0,15003,0,10,0,16,133035,132744,0
"Defeat the bosses in the Trial of the Champion.","Trial of the Champion",,4296,650,1,0,14806,0,10,0,41,135128,132691,0
"Defeat the bosses in the Trial of the Champion on Heroic Difficulty.","Heroic: Trial of the Champion",,4297,650,0,3778,14806,0,10,0,38,135128,133367,0
"Defeat the bosses in the Trial of the Champion on Heroic Difficulty.","Heroic: Trial of the Champion",,4298,650,1,4296,14806,0,10,0,19,135128,133376,0
"Loot 2500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.","2500 Dungeon & Raid Emblems",,4316,-1,-1,0,81,0,0,136,33,135901,126364,0
"Defeat Onyxia in 10-player mode.","Onyxia's Lair (10 player)",,4396,249,-1,0,14922,0,10,0,57,254650,123984,0
"Defeat Onyxia in 25-player mode.","Onyxia's Lair (25 player)",,4397,249,-1,0,14922,0,10,0,58,254650,123986,0
"Logged in during WoW's 5th Anniversary.","WoW's 5th Anniversary",,4400,-1,-1,0,81,0,0,0,205,133783,132499,0
"Defeat Onyxia in less than 5 minutes in 10-player mode.","More Dots! (10 player)",,4402,249,-1,0,14922,0,10,0,59,254648,129624,0
"Cause 50 Onyxia Whelplings to hatch within 10 seconds of Onyxia's liftoff, and then defeat her in 10-player mode.","Many Whelps! Handle It! (10 player)",,4403,249,-1,0,14922,0,10,0,61,134154,132004,0
"Defeat Onyxia without anyone taking damage from a Deep Breath in 10-player mode.","She Deep Breaths More (10 player)",,4404,249,-1,0,14922,0,10,0,63,135789,129748,0
"Defeat Onyxia in less than 5 minutes in 25-player mode.","More Dots! (25 player)",,4405,249,-1,0,14922,0,10,0,60,254648,131448,0
"Cause 50 Onyxia Whelplings to hatch within 10 seconds of Onyxia's liftoff, and then defeat her in 25-player mode.","Many Whelps! Handle It! (25 player)",,4406,249,-1,0,14922,0,10,0,62,134154,132497,0
"Defeat Onyxia without anyone taking damage from a Deep Breath in 25-player mode.","She Deep Breaths More (25 player)",,4407,249,-1,0,14922,0,10,0,64,135789,129756,0
"Pelt the enemy leaders listed below.","BB King",,4436,-1,1,0,156,0,10,0,15,135610,133063,0
"Pelt the enemy leaders listed below.","BB King",,4437,-1,0,0,156,0,10,0,16,135610,133069,0
"LFG random Lich King normal dungeons completed","Random Lich King (normal) dungeons completed",,4456,-1,-1,0,14807,0,0,9,28,136243,133075,0
"Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 10 random players total.","Looking For More",,4476,-1,-1,0,168,0,10,0,33,236325,133088,0
"Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 50 random players total.","Looking For Many","Title: the Patient",4477,-1,-1,4476,168,0,10,0,35,236333,133887,0
"Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 100 random players total.","Looking For Multitudes","Reward: Perky Pug",4478,-1,-1,4477,168,0,10,0,36,236339,133633,0
"Earn more than 9000 achievement points.","It's Over Nine Thousand!",,4496,-1,-1,0,81,0,0,131072,222,132347,133970,0
"Defeat the bosses in The Forge of Souls","The Forge of Souls",,4516,632,-1,0,14806,0,10,0,44,343636,133897,0
"Defeat the bosses in The Pit of Saron.","The Pit of Saron",,4517,658,-1,0,14806,0,10,0,46,343641,133900,0
"Defeat the bosses in The Halls of Reflection.","The Halls of Reflection",,4518,668,-1,0,14806,0,10,0,50,343639,133904,0
"Defeat the bosses in The Forge of Souls on Heroic Difficulty","Heroic: The Forge of Souls",,4519,632,-1,4516,14806,0,10,0,25,343636,133908,0
"Defeat the bosses in The Pit of Saron on Heroic Difficulty.","Heroic: The Pit of Saron",,4520,658,-1,4517,14806,0,10,0,27,343641,133911,0
"Defeat the bosses in The Halls of Reflection on Heroic Difficulty.","Heroic: The Halls of Reflection",,4521,668,-1,4518,14806,0,10,0,28,343639,133915,0
"Defeat Bronjahm in The Forge of Souls on Heroic Difficulty with at least 4 Corrupted Soul Fragments alive.","Soul Power",,4522,632,-1,0,14806,0,10,0,80,343631,133919,0
"Defeat the Devourer of Souls in The Forge of Souls on Heroic Difficulty without him successfully casting Phantom Blast.","Three Faced",,4523,632,-1,0,14806,0,10,0,81,343632,133921,0
"Defeat Forgemaster Garfrost in The Pit of Saron on Heroic Difficulty before any player gets 11 stacks of Permafrost.","Doesn't Go to Eleven",,4524,658,-1,0,14806,0,10,0,82,342914,133923,0
"Clear the hallway before Scourgelord Tyrannus in The Pit of Saron on Heroic Difficulty without anyone taking icicle damage on the first try.","Don't Look Up",,4525,658,-1,0,14806,0,10,0,83,341764,133925,0
"Escape from the Lich King in The Halls of Reflection on Heroic Difficulty in under 6 minutes.","We're Not Retreating; We're Advancing in a Different Direction.",,4526,668,-1,0,14806,0,10,0,84,341221,133927,0
"Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 10-player mode.","The Frostwing Halls (10 player)",,4527,631,-1,0,14922,0,10,0,228,343638,133929,0
"Defeat the bosses of The Plagueworks in Icecrown Citadel in 10-player mode.","The Plagueworks (10 player)",,4528,631,-1,0,14922,0,10,0,220,342919,133932,0
"Defeat the bosses of The Crimson Hall in Icecrown Citadel in 10-player mode.","The Crimson Hall (10 player)",,4529,631,-1,0,14922,0,10,0,224,341981,133936,0
"Defeat the Lich King in Icecrown Citadel in 10-player mode.","The Frozen Throne (10 player)","Title: The Kingslayer",4530,631,-1,0,14922,0,10,0,232,342402,133939,0
"Defeat the first four bosses in Icecrown Citadel in 10-player mode.","Storming the Citadel (10 player)",,4531,631,-1,0,14922,0,10,0,216,343640,133941,0
"Defeat every boss in Icecrown Citadel in 10-player mode.","Fall of the Lich King (10 player)",,4532,-1,-1,0,14922,0,25,131072,236,343637,133946,0
"Defeat Lord Marrowgar without any raid member remaining impaled for more than 8 seconds in 10-player mode.","Boned (10 player)",,4534,631,-1,0,14922,1,10,0,240,342917,133952,0
"Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 10-player mode.","Full House (10 player)",,4535,631,-1,0,14922,1,10,0,242,342916,133955,0
"Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than twice in 10-player mode.","I'm on a Boat (10 player)",,4536,631,-1,0,14922,1,10,0,244,342918,133958,0
"Defeat the Deathbringer before Mark of the Fallen Champion is cast three times in 10-player mode.","I've Gone and Made a Mess (10 player)",,4537,631,-1,0,14922,1,10,0,246,343634,133961,0
"Defeat Rotface without a Big Ooze casting Unstable Ooze Explosion in 10-player mode.","Dances with Oozes (10 player)",,4538,631,-1,0,14922,1,10,0,248,136007,133964,0
"Defeat Blood-Queen Lana'thel once as a vampire and again without becoming a vampire in 10-player mode.","Once Bitten, Twice Shy (10 player)",,4539,603,-1,0,14922,0,10,0,256,343633,133967,0
"LFG random Lich King heroic dungeons completed","Random Lich King (heroic) dungeons completed",,4556,-1,-1,0,14807,0,0,9,29,136243,133556,0
"Participated in the realm first defeat of the Lich King in 25-player heroic mode.","Realm First! Fall of the Lich King",,4576,631,-1,0,81,0,0,768,99,133192,133805,0
"Defeat Festergut while none of the players in your raid group ever had 3 stacks of Inoculated in 10-player mode.","Flu Shot Shortage (10 player)",,4577,631,-1,0,14922,1,10,0,250,342913,133807,0
"Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 10-player mode.","Nausea, Heartburn, Indigestion... (10 player)",,4578,631,-1,0,14922,1,10,0,252,341459,133810,0
"Enter every portal spawned by Valithria Dreamwalker before healing her to full health in 10-player mode.","Portal Jockey (10 player)",,4579,631,-1,0,14922,1,10,0,258,236434,133813,0
"Defeat Sindragosa in 10-player mode without any member of your raid receiving more than 5 stacks of Mystic Buffet.","All You Can Eat (10 player)",,4580,631,-1,0,14922,1,10,0,260,341980,133816,0
"Kill every Vile Spirit that spawns before it explodes and then defeat the Lich King in 10-player mode.","Neck-Deep in Vile (10 player)",,4581,631,-1,0,14922,1,10,0,264,252997,133819,0
"Defeat the Blood Council without anyone in the raid taking more than 23,000 spell damage in a single hit in 10-player mode.","The Orb Whisperer (10 player)",,4582,631,-1,0,14922,1,10,0,254,298669,133822,0
"Defeat the Lich King in Icecrown Citadel in 10-player Heroic mode.","Bane of the Fallen King","Title: Bane of the Fallen King",4583,631,-1,4530,14922,0,10,0,234,341221,133825,0
"Defeat the Lich King in Icecrown Citadel in 25-player Heroic mode.","The Light of Dawn","Title: the Light of Dawn",4584,631,-1,4597,14922,0,10,0,235,237537,133827,0
"Defeat Toravon the Ice Watcher in 10 player mode.","Toravon the Ice Watcher (10 player)",,4585,624,-1,0,14901,0,10,0,17,135847,133829,0
"Defeat Toravon the Ice Watcher in 25 player mode.","Toravon the Ice Watcher (25 player)",,4586,624,-1,0,14901,0,10,0,18,135847,133831,0
"Recover the missing hilt of Quel'Delar, draw the blade from its resting place, reforge the weapon, purify it in the Sunwell, and present it for your just reward.","The Sword in the Skull",,4596,-1,-1,0,14941,1,10,0,35,325908,133783,0
"Defeat the Lich King in Icecrown Citadel in 25-player mode.","The Frozen Throne (25 player)","Title: The Kingslayer",4597,631,-1,0,14922,0,10,0,233,342402,133885,0
"Earn exalted status with the Ashen Verdict.","The Ashen Verdict","Title: Of the Ashen Verdict",4598,-1,-1,0,14866,0,15,0,14,133441,133833,0
"Achieved Wrathful Gladiator title.","Wrathful Gladiator",,4599,-1,-1,0,81,0,0,0,190,236540,133800,0
"Obtain the Wrathful Gladiator's Frost Wyrm from Arena Season 8 of Wrath of the Lich King.","Wrathful Gladiator's Frost Wyrm",,4600,-1,-1,0,81,1,0,131072,171,303868,133802,0
"Allow Necrotic Plague to stack to 30 before defeating the Lich King in 10-player mode.","Been Waiting a Long Time for This (10 player)",,4601,631,-1,0,14922,1,10,0,262,237514,131452,0
"Complete the 10-player raid achievements listed below.","Glory of the Icecrown Raider (10 player)","Reward: Bloodbathed Frostbrood Vanquisher",4602,-1,-1,0,168,0,25,131072,29,133176,131467,0
"Complete the 25-player raid achievements listed below.","Glory of the Icecrown Raider (25 player)","Reward: Icebound Frostbrood Vanquisher",4603,-1,-1,0,168,0,25,131072,31,337691,131484,0
"Obtain 225 skill points in archaeology.","Expert in Archaeology",,4919,-1,-1,4857,15071,0,10,0,2,441139,12494,0
"Defeat the first four bosses in Icecrown Citadel in 25-player mode.","Storming the Citadel (25 player)",,4604,631,-1,0,14922,0,10,0,218,343640,132418,0
"Defeat the bosses of The Plagueworks in Icecrown Citadel in 25-player mode.","The Plagueworks (25 player)",,4605,631,-1,0,14922,0,10,0,222,342919,132423,0
"Defeat the bosses of The Crimson Hall in Icecrown Citadel in 25-player mode.","The Crimson Hall (25 player)",,4606,631,-1,0,14922,0,10,0,226,341981,132427,0
"Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 25-player mode.","The Frostwing Halls (25 player)",,4607,631,-1,0,14922,0,10,0,230,343638,132430,0
"Defeat every boss in Icecrown Citadel in 25-player mode.","Fall of the Lich King (25 player)",,4608,-1,-1,0,14922,0,25,131072,238,343637,132433,0
"Defeat Lord Marrowgar without any raid member remaining impaled for more than 8 seconds in 25-player mode.","Boned (25 player)",,4610,631,-1,0,14922,1,10,0,241,342917,133572,0
"Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 25-player mode.","Full House (25 player)",,4611,631,-1,0,14922,1,10,0,243,342916,133575,0
"Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than once in 25-player mode.","I'm on a Boat (25 player)",,4612,631,-1,0,14922,1,10,0,245,342918,133578,0
"Defeat the Deathbringer before Mark of the Fallen Champion is cast five times in 25-player mode.","I've Gone and Made a Mess (25 player)",,4613,631,-1,0,14922,1,10,0,247,343634,133581,0
"Defeat Rotface without a Big Ooze casting Unstable Ooze Explosion in 25-player mode.","Dances with Oozes (25 player)",,4614,631,-1,0,14922,1,10,0,249,136007,133584,0
"Defeat Festergut while none of the players in your raid group ever had 3 stacks of Inoculated in 25-player mode.","Flu Shot Shortage (25 player)",,4615,631,-1,0,14922,1,10,0,251,342913,133587,0
"Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 25-player mode.","Nausea, Heartburn, Indigestion... (25 player)",,4616,631,-1,0,14922,1,10,0,253,341459,133590,0
"Defeat the Blood Council without anyone in the raid taking more than 25,000 spell damage in a single hit in 25-player mode.","The Orb Whisperer (25 player)",,4617,631,-1,0,14922,1,10,0,255,298669,133593,0
"Defeat Blood-Queen Lana'thel once as a vampire and again without becoming a vampire in 25-player mode.","Once Bitten, Twice Shy (25 player)",,4618,631,-1,0,14922,0,10,0,257,343633,133596,0
"Enter every portal spawned by Valithria Dreamwalker before healing her to full health in 25-player mode.","Portal Jockey (25 player)",,4619,631,-1,0,14922,1,10,0,259,236434,133599,0
"Defeat Sindragosa in 25-player mode without any member of your raid receiving more than 5 stacks of Mystic Buffet.","All You Can Eat (25 player)",,4620,631,-1,0,14922,1,10,0,261,341980,133602,0
"Allow Necrotic Plague to stack to 30 before defeating the Lich King in 25-player mode.","Been Waiting a Long Time for This (25 player)",,4621,631,-1,0,14922,1,10,0,263,237514,133605,0
"Kill every Vile Spirit that spawns before it explodes and then defeat the Lich King in 25-player mode.","Neck-Deep in Vile (25 player)",,4622,631,-1,0,14922,1,10,0,265,252997,133608,0
"Wielder of Shadowmourne.",Shadowmourne,,4623,-1,-1,0,81,0,0,0,183,326443,133554,0
"Defeat the trio of Crown Chemical Co. apothecaries in Shadowfang Keep.","Tough Love",,4624,-1,-1,0,187,0,10,0,17,134179,133972,0
"Obtain Invincible from Arthas in Icecrown Citadel.","Invincible's Reins",,4625,-1,-1,0,81,1,0,131072,161,237534,133443,0
"Obtain Mimiron's Head from 25-player Yogg-Saron with no Keepers assisting you.","And I'll Form the Head!",,4626,-1,-1,0,81,1,0,131072,159,133861,133445,0
"Obtain the X-45 Heartbreaker from Apothecary Hummel in Shadowfang Keep during Love is in the Air.","X-45 Heartbreaker",,4627,-1,-1,0,81,1,0,131072,160,135448,133447,0
"Defeat the first four bosses in Icecrown Citadel in 10-player Heroic mode.","Heroic: Storming the Citadel (10 player)",,4628,631,-1,4531,14922,0,10,0,217,343640,133837,0
"Defeat the bosses of The Plagueworks in Icecrown Citadel in 10-player Heroic mode.","Heroic: The Plagueworks (10 player)",,4629,631,-1,4528,14922,0,10,0,221,342919,133842,0
"Defeat the bosses of The Crimson Hall in Icecrown Citadel in 10-player Heroic mode.","Heroic: The Crimson Hall (10 player)",,4630,631,-1,4529,14922,0,10,0,225,341981,133846,0
"Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 10-player Heroic mode.","Heroic: The Frostwing Halls (10 player)",,4631,631,-1,4527,14922,0,10,0,229,343638,133849,0
"Defeat the first four bosses in Icecrown Citadel in 25-player Heroic mode.","Heroic: Storming the Citadel (25 player)",,4632,631,-1,4604,14922,0,10,0,219,343640,133852,0
"Defeat the bosses of The Plagueworks in Icecrown Citadel in 25-player Heroic mode.","Heroic: The Plagueworks (25 player)",,4633,631,-1,4605,14922,0,10,0,223,342919,133857,0
"Defeat the bosses of The Crimson Hall in Icecrown Citadel in 25-player Heroic mode.","Heroic: The Crimson Hall (25 player)",,4634,631,-1,4606,14922,0,10,0,227,341981,133861,0
"Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 25-player Heroic mode.","Heroic: The Frostwing Halls (25 player)",,4635,631,-1,4607,14922,0,10,0,231,343638,133864,0
"Defeat every boss in Icecrown Citadel in 10-player Heroic mode.","Heroic: Fall of the Lich King (10 player)",,4636,-1,-1,4532,14922,0,25,131072,237,343637,133867,0
"Defeat every boss in Icecrown Citadel in 25-player Heroic mode.","Heroic: Fall of the Lich King (25 player)",,4637,-1,-1,4608,14922,0,25,131072,239,343637,133873,0
"Lord Marrowgar kills (Icecrown 10 player)","Lord Marrowgar kills (Icecrown 10 player)",,4639,-1,-1,0,15062,0,0,1,17,136243,133635,0
"Lord Marrowgar kills (Heroic Icecrown 10 player)","Lord Marrowgar kills (Heroic Icecrown 10 player)",,4640,-1,-1,0,15062,0,0,1,18,136243,133637,0
"Lord Marrowgar kills (Icecrown 25 player)","Lord Marrowgar kills (Icecrown 25 player)",,4641,-1,-1,0,15062,0,0,1,19,136243,133639,0
"Lord Marrowgar kills (Heroic Icecrown 25 player)","Lord Marrowgar kills (Heroic Icecrown 25 player)",,4642,-1,-1,0,15062,0,0,1,20,136243,133641,0
"Lady Deathwhisper kills (Icecrown 10 player)","Lady Deathwhisper kills (Icecrown 10 player)",,4643,-1,-1,0,15062,0,0,1,21,136243,133643,0
"Gunship Battle victories (Icecrown 10 player)","Gunship Battle victories (Icecrown 10 player)",,4644,-1,-1,0,15062,0,0,1,25,136243,133645,0
"Deathbringer kills (Icecrown 10 player)","Deathbringer kills (Icecrown 10 player)",,4645,-1,-1,0,15062,0,0,1,29,136243,133647,0
"Festergut kills (Icecrown 10 player)","Festergut kills (Icecrown 10 player)",,4646,-1,-1,0,15062,0,0,1,33,136243,133649,0
"Rotface kills (Icecrown 10 player)","Rotface kills (Icecrown 10 player)",,4647,-1,-1,0,15062,0,0,1,37,136243,133651,0
"Blood Prince Council kills (Icecrown 10 player)","Blood Prince Council kills (Icecrown 10 player)",,4648,-1,-1,0,15062,0,0,1,41,136243,133653,0
"Valithria Dreamwalker rescues (Icecrown 10 player)","Valithria Dreamwalker rescues (Icecrown 10 player)",,4649,-1,-1,0,15062,0,0,1,45,136243,133655,0
"Professor Putricide kills (Icecrown 10 player)","Professor Putricide kills (Icecrown 10 player)",,4650,-1,-1,0,15062,0,0,1,49,136243,133657,0
"Blood Queen Lana'thel kills (Icecrown 10 player)","Blood Queen Lana'thel kills (Icecrown 10 player)",,4651,-1,-1,0,15062,0,0,1,53,136243,133659,0
"Sindragosa kills (Icecrown 10 player)","Sindragosa kills (Icecrown 10 player)",,4652,-1,-1,0,15062,0,0,1,57,136243,133661,0
"Victories over the Lich King (Icecrown 10 player)","Victories over the Lich King (Icecrown 10 player)",,4653,-1,-1,0,15062,0,0,1,61,136243,133663,0
"Lady Deathwhisper kills (Heroic Icecrown 10 player)","Lady Deathwhisper kills (Heroic Icecrown 10 player)",,4654,-1,-1,0,15062,0,0,1,22,136243,133665,0
"Lady Deathwhisper kills (Icecrown 25 player)","Lady Deathwhisper kills (Icecrown 25 player)",,4655,-1,-1,0,15062,0,0,1,23,136243,133667,0
"Lady Deathwhisper kills (Heroic Icecrown 25 player)","Lady Deathwhisper kills (Heroic Icecrown 25 player)",,4656,-1,-1,0,15062,0,0,1,24,136243,133669,0
"Toravon the Ice Watcher kills (Wintergrasp 10 player)","Toravon the Ice Watcher kills (Wintergrasp 10 player)",,4657,-1,-1,0,15062,0,0,1,65,136243,133671,0
"Toravon the Ice Watcher kills (Wintergrasp 25 player)","Toravon the Ice Watcher kills (Wintergrasp 25 player)",,4658,-1,-1,0,15062,0,0,1,66,136243,133673,0
"Gunship Battle victories (Heroic Icecrown 10 player)","Gunship Battle victories (Heroic Icecrown 10 player)",,4659,-1,-1,0,15062,0,0,1,26,136243,133675,0
"Gunship Battle victories (Icecrown 25 player)","Gunship Battle victories (Icecrown 25 player)",,4660,-1,-1,0,15062,0,0,1,27,136243,133677,0
"Gunship Battle victories (Heroic Icecrown 25 player)","Gunship Battle victories (Heroic Icecrown 25 player)",,4661,-1,-1,0,15062,0,0,1,28,136243,133679,0
"Deathbringer kills (Heroic Icecrown 10 player)","Deathbringer kills (Heroic Icecrown 10 player)",,4662,-1,-1,0,15062,0,0,1,30,136243,133681,0
"Deathbringer kills (Icecrown 25 player)","Deathbringer kills (Icecrown 25 player)",,4663,-1,-1,0,15062,0,0,1,31,136243,133683,0
"Deathbringer kills (Heroic Icecrown 25 player)","Deathbringer kills (Heroic Icecrown 25 player)",,4664,-1,-1,0,15062,0,0,1,32,136243,133685,0
"Festergut kills (Heroic Icecrown 10 player)","Festergut kills (Heroic Icecrown 10 player)",,4665,-1,-1,0,15062,0,0,1,34,136243,133687,0
"Festergut kills (Icecrown 25 player)","Festergut kills (Icecrown 25 player)",,4666,-1,-1,0,15062,0,0,1,35,136243,133689,0
"Festergut kills (Heroic Icecrown 25 player)","Festergut kills (Heroic Icecrown 25 player)",,4667,-1,-1,0,15062,0,0,1,36,136243,133691,0
"Rotface kills (Heroic Icecrown 10 player)","Rotface kills (Heroic Icecrown 10 player)",,4668,-1,-1,0,15062,0,0,1,38,136243,133693,0
"Rotface kills (Icecrown 25 player)","Rotface kills (Icecrown 25 player)",,4669,-1,-1,0,15062,0,0,1,39,136243,133695,0
"Rotface kills (Heroic Icecrown 25 player)","Rotface kills (Heroic Icecrown 25 player)",,4670,-1,-1,0,15062,0,0,1,40,136243,133697,0
"Blood Prince Council kills (Heroic Icecrown 10 player)","Blood Prince Council kills (Heroic Icecrown 10 player)",,4671,-1,-1,0,15062,0,0,1,42,136243,133699,0
"Blood Prince Council kills (Icecrown 25 player)","Blood Prince Council kills (Icecrown 25 player)",,4672,-1,-1,0,15062,0,0,1,43,136243,133701,0
"Blood Prince Council kills (Heroic Icecrown 25 player)","Blood Prince Council kills (Heroic Icecrown 25 player)",,4673,-1,-1,0,15062,0,0,1,44,136243,133703,0
"Valithria Dreamwalker rescues (Heroic Icecrown 10 player)","Valithria Dreamwalker rescues (Heroic Icecrown 10 player)",,4674,-1,-1,0,15062,0,0,1,46,136243,133705,0
"Valithria Dreamwalker rescues (Icecrown 25 player)","Valithria Dreamwalker rescues (Icecrown 25 player)",,4675,-1,-1,0,15062,0,0,1,47,136243,133707,0
"Valithria Dreamwalker rescues (Heroic Icecrown 25 player)","Valithria Dreamwalker rescues (Heroic Icecrown 25 player)",,4676,-1,-1,0,15062,0,0,1,48,136243,133709,0
"Professor Putricide kills (Heroic Icecrown 10 player)","Professor Putricide kills (Heroic Icecrown 10 player)",,4677,-1,-1,0,15062,0,0,1,50,136243,133711,0
"Professor Putricide kills (Icecrown 25 player)","Professor Putricide kills (Icecrown 25 player)",,4678,-1,-1,0,15062,0,0,1,51,136243,133713,0
"Professor Putricide kills (Heroic Icecrown 25 player)","Professor Putricide kills (Heroic Icecrown 25 player)",,4679,-1,-1,0,15062,0,0,1,52,136243,133715,0
"Blood Queen Lana'thel kills (Heroic Icecrown 10 player)","Blood Queen Lana'thel kills (Heroic Icecrown 10 player)",,4680,-1,-1,0,15062,0,0,1,54,136243,133717,0
"Blood Queen Lana'thel kills (Icecrown 25 player)","Blood Queen Lana'thel kills (Icecrown 25 player)",,4681,-1,-1,0,15062,0,0,1,55,136243,133719,0
"Blood Queen Lana'thel kills (Heroic Icecrown 25 player)","Blood Queen Lana'thel kills (Heroic Icecrown 25 player)",,4682,-1,-1,0,15062,0,0,1,56,136243,133721,0
