ID,Name_lang,HordeName_lang,Duration,EffectArg[0],EffectArg[1],EffectArg[2],EffectScalingPoints[0],EffectScalingPoints[1],EffectScalingPoints[2],IconFileDataID,ItemLevelMin,ItemLevelMax,TransmogUseConditionID,TransmogCost,EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect[0],Effect[1],Effect[2],ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
4040,+$k1 Critical Strike,,0,32,0,0,1,0,0,0,35,0,0,0,80,0,0,0,32,2521,50,290,0,5,0,0,-4,0,0,0,32
4041,+$k1 Stamina,,0,7,0,0,1,0,0,0,35,0,0,0,60,0,0,0,32,2521,50,290,0,5,0,0,-4,0,0,0,32
4042,+$k1 Versatility,,0,40,0,0,1,0,0,0,35,0,0,0,80,0,0,0,32,2521,50,290,0,5,0,0,-4,0,0,0,32
4043,+$k1 Versatility,,0,40,0,0,1,0,0,0,35,0,0,0,40,0,0,0,32,2521,50,290,0,5,0,0,-4,0,0,0,32
4044,+$k1 Dodge,,0,13,44,0,1,0,0,0,35,0,0,0,80,20,0,0,32,2521,50,290,0,5,0,0,-4,0,0,0,32
4045,+$k1 Mastery and Minor Run Speed Increase,,0,49,24090,0,1,0,0,0,35,0,0,0,108,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4046,+$k1 Critical Strike and $44797s1% Increased Critical Effect,,0,32,44797,0,1,0,0,0,35,0,0,0,108,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4047,+$k1 Intellect and 2% Reduced Threat,,0,5,32842,0,1,0,0,0,35,0,0,0,54,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4048,+$k1 Stamina and +$55283s1% Shield Block Value,,0,7,55283,0,1,0,0,0,35,0,0,0,81,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4049,+$k1 Stamina and 2% Increased Armor Value from Items,,0,7,55344,0,1,0,0,0,35,0,0,0,81,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4050,+$k1 Stamina and Reduce Spell Damage Taken by 2%,,0,7,55345,0,1,0,0,0,35,0,0,0,81,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4051,+$k1 Intellect and +$46600s1% Maximum Mana,,0,5,46600,0,1,0,0,0,35,0,0,0,54,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4052,+$k1 Versatility and 3% Increased Critical Effect,,0,40,44797,0,1,0,0,0,35,0,0,0,108,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4053,+$k1 Critical Strike and $11818s1% Spell Reflect,,0,32,11818,0,1,0,0,0,35,0,0,0,108,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4054,+$k1 Stamina and Stun Duration Reduced by 10%,,0,7,55358,0,1,0,0,0,35,0,0,0,81,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4055,+$k1 Critical Strike and Reduces Snare/Root Duration by $55378s1%,,0,32,55378,0,1,0,0,0,35,0,0,0,108,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4056,+$k1 Critical Strike and Fear Duration Reduced by $55357s1%,,0,32,55357,0,1,0,0,0,35,0,0,0,108,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4057,+$k1 Intellect and Silence Duration Reduced by 10%,,0,5,55366,0,1,0,0,0,35,0,0,0,54,0,0,0,32,0,0,290,0,5,3,0,-4,0,0,0,32
4061,+$k1 Mastery,,0,49,0,0,0.31,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4062,+$k1 Stamina and Minor Movement Speed,,0,7,24090,0,0.189,0,0,0,0,50,0,0,30,0,0,0,32,0,0,290,0,5,3,0,-1,0,0,0,32
4063,+$74190s1 All Stats,,0,74190,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,290,0,3,0,0,-4,0,0,0,0
4064,+$k1 Primary Stat,,0,71,0,0,0.31,0,0,0,0,50,0,0,56,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4065,+$k1 Haste,,0,36,0,0,0.22,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4066,Mending,,0,74194,95709,0,0,0,0,136044,0,50,0,0,0,0,0,194,0,0,0,290,0,1,3,0,0,0,0,0,0
4067,Avalanche,,0,74196,95472,0,0,0,0,135850,0,50,0,0,0,0,0,192,0,0,0,290,0,1,3,0,0,0,0,0,0
4068,+$k1 Haste,,0,36,0,0,0.35,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4069,+$k1 Haste,,0,36,0,0,0.19,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4070,+$k1 Stamina,,0,7,0,0,0.24,0,0,0,0,50,0,0,55,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4071,+$k1 Critical Strike,,0,32,0,0,0.24,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4072,+$k1 Intellect,,0,5,0,0,0.19,0,0,0,0,50,0,0,30,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4073,+$k1 Stamina,,0,7,0,0,0.35,0,0,0,0,50,0,0,16,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4074,Elemental Slayer,,0,74208,0,0,0,0,0,135820,0,50,0,0,0,0,0,198,0,0,0,290,0,1,0,0,0,0,0,0,0
4075,+$k1 Strength,,0,4,0,0,0.35,0,0,0,0,50,0,0,35,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4076,+$k1 Agility,,0,3,0,0,0.19,0,0,0,0,50,0,0,35,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4077,+$k1 Armor,,0,0,0,0,0.2,0,0,0,35,50,0,0,40,0,0,0,32,0,0,290,0,4,0,0,-1,0,0,0,32
4082,+$k1 Haste,,0,36,0,0,0.38,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4083,Hurricane,,0,74221,94747,0,0,0,0,0,0,50,0,0,0,0,0,197,0,0,0,290,0,1,3,0,0,0,0,0,0
4084,Heartsong,,0,95653,0,0,0,0,0,236261,0,50,0,0,0,0,0,200,0,0,0,290,0,3,0,0,0,0,0,0,0
4085,+$k1 Mastery,,0,49,0,0,0.26,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4086,+$k1 Dodge,,0,13,0,0,0.24,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4087,+$k1 Critical Strike,,0,32,0,0,0.26,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4088,+$k1 Versatility,,0,40,0,0,0.35,0,0,0,0,50,0,0,40,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4089,+$k1 Critical Strike,,0,32,0,0,0.24,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4090,+$k1 Stamina,,0,7,0,0,0.26,0,0,0,0,50,0,0,30,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4091,+$k1 Intellect,,0,5,0,0,0.26,0,0,0,0,50,0,0,40,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4092,+$k1 Critical Strike,,0,32,0,0,0.19,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4093,+$k1 Versatility,,0,40,0,0,0.24,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4094,+$k1 Mastery,,0,49,0,0,0.15,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4095,+$k1 Haste,,0,36,0,0,0.24,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4096,+$k1 Intellect,,0,5,0,0,0.19,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4097,Power Torrent,,0,94746,0,0,0,0,0,892446,0,50,0,0,0,0,0,196,0,0,0,290,0,3,0,0,0,0,0,0,0
4098,Windwalk,,0,74243,0,0,0,0,0,136022,0,50,0,0,0,0,0,193,0,0,0,290,0,1,0,0,0,0,0,0,0
4099,Landslide,,0,74245,0,0,0,0,0,136025,0,50,0,0,0,0,0,195,0,0,0,290,0,1,0,0,0,0,0,0,0
4100,+$k1 Critical Strike,,0,32,0,0,0.26,0,0,0,0,50,0,0,65,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4101,+$k1 Critical Strike,,0,32,0,0,0.26,0,0,0,0,50,0,0,65,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4102,+$74249s1 All Stats,,0,74249,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,290,0,3,0,0,-4,0,0,0,0
4103,+$k1 Stamina,,0,7,0,0,0.27,0,0,0,0,50,0,0,75,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4104,+$k1 Mastery and Minor Movement Speed,,0,49,24090,0,0.16,0,0,0,0,50,0,0,35,0,0,0,32,0,0,290,0,5,3,0,-1,0,0,0,32
4105,+$k1 Agility and Minor Movement Speed,,0,3,24090,0,0.155,0,0,0,0,50,0,0,25,0,0,0,32,0,0,290,0,5,3,0,-1,0,0,0,32
4106,+$k1 Strength,,0,4,0,0,0.38,0,0,0,0,50,0,0,50,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4107,+$k1 Mastery,,0,49,0,0,0.38,0,0,0,0,50,0,0,65,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4108,+$k1 Haste,,0,36,0,0,0.26,0,0,0,0,50,0,0,65,0,0,0,32,0,0,290,0,5,0,0,-1,0,0,0,32
4109,+$k1 Intellect and +$k2 Versatility,,0,5,40,0,0.16,0.11,0,0,32,50,0,0,55,45,0,0,33,0,0,142,0,5,5,0,-1,0,0,0,32
4110,+$k1 Intellect and +$k2 Versatility,,0,5,40,0,0.18,0.1,0,0,33,50,0,0,95,55,0,0,33,0,0,142,0,5,5,0,-1,0,0,0,32
4111,+$k1 Intellect and +$k2 Stamina,,0,5,7,0,0.16,0.16,0,0,32,50,0,0,55,65,0,0,33,0,0,142,0,5,5,0,-1,0,0,0,32
4112,+$k1 Intellect and +$k2 Stamina,,0,5,7,0,0.18,0.15,0,0,33,50,0,0,95,80,0,0,33,0,0,142,0,5,5,0,-1,0,0,0,32
4113,+$k1 Intellect and +$k2 Stamina,,0,5,7,0,0.3276,0.2759,0,0,0,50,0,0,95,80,0,0,33,2537,50,162,0,5,5,0,-1,0,0,0,32
4114,+$k1 Intellect and +$k2 Versatility,,0,5,40,0,0.3276,0.1897,0,0,0,50,0,0,95,55,0,0,33,2537,50,162,0,5,5,0,-1,0,0,0,32
4119,+$k1 Strength,,0,4,32,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
4120,+$k1 Stamina,,0,7,0,0,0.14,0,0,0,32,50,0,0,36,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,32
4121,+$k1 Stamina,,0,7,0,0,0.15,0,0,0,32,50,0,0,44,0,0,0,32,0,0,1,0,5,0,0,-1,0,0,0,32
4122,+$k2 Attack Power and +$k1 Critical Strike,,0,32,38,0,0.18,0.12,0,0,32,50,0,0,45,55,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,30
4123,+$k1 Mastery,,0,49,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4124,+$k1 Stamina and +$k2 Agility,,0,7,3,0,0.16,0.16,0,0,32,50,0,0,85,45,0,0,32,0,0,1,0,5,5,0,-1,0,0,0,32
4125,+$k1 Versatility,,0,40,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4126,+$k2 Attack Power and +$k1 Critical Strike,,0,32,38,0,0.1,0.18,0,0,33,50,0,0,55,95,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4127,+$k1 Stamina and +$k2 Agility,,0,7,3,0,0.15,0.18,0,0,33,50,0,0,145,55,0,0,32,0,0,1,0,5,5,0,-1,0,0,0,32
4128,+$k1 Haste,,0,36,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4129,+$k1 Versatility,,0,40,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4130,+$k1 Critical Strike,,0,32,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4131,+$k1 Critical Strike,,0,32,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4132,+$k1 Critical Strike,,0,32,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4133,+$k1 Agility,,0,3,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4134,+$k1 Stamina,,0,7,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,30
4135,+$k1 Strength,,0,4,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4136,+$k1 Strength,,0,4,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4137,+$k1 Mastery,,0,49,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4138,+$k1 Mastery,,0,49,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4139,+$k1 Parry,,0,14,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4140,+$k1 Haste,,0,36,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4141,+$k1 Critical Strike,,0,32,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4142,+$k1 Versatility,,0,40,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4143,+$k1 Intellect,,0,5,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4144,+$k1 Intellect,,0,5,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4145,+$k1 Agility,,0,3,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4146,+$k1 Haste,,0,36,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4147,+$k1 Parry,,0,14,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4148,+$k1 Parry,,0,14,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4149,+$k1 Intellect,,0,5,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4150,+$k1 Intellect,,0,5,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4151,+$k1 Critical Strike,,0,32,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4152,+$k1 Critical Strike,,0,32,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4153,+$k1 Critical Strike,,0,32,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4154,+$k1 Stamina,,0,7,0,0,0.375,0,0,0,0,0,0,0,15,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4155,+$k1 Dodge,,0,13,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4156,+$k1 Dodge,,0,13,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4157,+$k1 Dodge,,0,13,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4158,+$k1 Strength,,0,4,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4159,+$k1 Stamina,,0,7,0,0,1.125,0,0,0,0,0,0,0,45,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4160,+$k1 Critical Strike,,0,32,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4161,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
4162,+$k1 Critical Strike,,0,32,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,50
4163,+$k1 Haste,,0,36,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4164,+$k1 Haste,,0,36,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4165,+$k1 Haste,,0,36,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4166,+$k1 Dodge,,0,13,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4167,+$k1 Critical Strike,,0,32,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4168,+$k1 Haste,,0,36,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4169,+$k1 Mastery,,0,49,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4170,+$k1 Haste,,0,36,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4171,+$k1 Parry,,0,14,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4172,+$k1 Critical Strike,,0,32,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4173,+$k1 Versatility,,0,40,44,0,5.2,0,0,0,0,0,0,0,208,20,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4175,Gnomish X-Ray Scope,,0,95713,0,0,0,0,0,0,32,50,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,50
4176,+$k1 Critical Strike,,0,32,0,0,0.85,0,0,0,32,50,0,0,88,0,0,0,33,0,0,1,0,5,0,0,-1,0,0,0,30
4177,+$k1 Ranged Haste,,0,29,0,0,0.85,0,0,0,32,50,0,0,88,0,0,0,33,0,0,1,0,5,0,0,-1,0,0,0,30
4178,+$k1 Armor,,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,1,2503,50,1,0,4,0,0,0,0,0,0,50
4184,+$k1 Armor,,0,0,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,4,0,0,-4,0,0,0,32
4185,+$k1 Armor,,0,0,0,0,0.5,0,0,0,0,0,0,0,20,0,0,0,32,0,0,1,0,4,0,0,-4,0,0,0,32
4186,+$k1 Armor,,0,0,0,0,0.75,0,0,0,0,0,0,0,30,0,0,0,32,0,0,1,0,4,0,0,-4,0,0,0,32
4187,Invisibility Field,,0,84348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2503,1,1,0,7,0,0,0,0,0,0,0
4188,Grounded Plasma Shield,,0,82626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2503,1,1,0,7,0,0,0,0,0,0,0
4193,+$k1 Agility and +$k2 Mastery,,0,3,49,0,0.18,0.09,0,0,0,50,0,0,50,25,0,0,33,2511,50,1,0,5,5,0,-1,0,0,0,32
4194,+$k1 Strength and +$k2 Critical Strike,,0,4,32,0,0.18,0.09,0,0,0,50,0,0,50,25,0,0,33,2511,50,1,0,5,5,0,-1,0,0,0,32
4195,+$k1 Stamina and +$k2 Dodge,,0,7,13,0,0.26,0.09,0,0,0,50,0,0,75,25,0,0,33,2511,50,1,0,5,5,0,-1,0,0,0,32
4196,+$k1 Intellect and +$k2 Haste,,0,5,36,0,0.18,0.09,0,0,0,50,0,0,50,25,0,0,33,2511,50,1,0,5,5,0,-1,0,0,0,32
4197,+$k1 Stamina and +$k2 Dodge,,0,7,13,0,0.18,0.07,0,0,33,50,0,0,45,20,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4198,+$k1 Stamina and +$k2 Dodge,,0,7,13,0,0.2,0.08,0,0,33,50,0,0,75,25,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4199,+$k1 Intellect and +$k2 Haste,,0,5,36,0,0.18,0.07,0,0,33,50,0,0,30,20,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4200,+$k1 Intellect and +$k2 Haste,,0,5,36,0,0.2,0.08,0,0,33,50,0,0,50,25,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4201,+$k1 Strength and +$k2 Critical Strike,,0,4,32,0,0.18,0.07,0,0,33,50,0,0,30,20,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4202,+$k1 Strength and +$k2 Critical Strike,,0,4,32,0,0.2,0.08,0,0,33,50,0,0,50,25,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4203,+$k1 Agility and +$k2 Mastery,,0,3,49,0,0.1,0.07,0,0,0,50,0,0,30,20,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4204,+$k1 Agility and +$k2 Mastery,,0,3,49,0,0.2,0.08,0,0,33,50,0,0,50,25,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4205,+$k1 Agility and +$k2 Mastery,,0,3,49,0,0.18,0.07,0,0,33,50,0,0,30,20,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4206,+$k1 Stamina and +$k2 Dodge,,0,7,13,7,0.31,0.12,0,0,0,50,0,0,90,35,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4207,+$k1 Intellect and +$k2 Critical Strike,,0,5,32,7,0.2,0.12,0,0,0,50,0,0,60,35,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4208,+$k1 Strength and +$k2 Mastery,,0,4,49,7,0.2,0.12,0,0,0,50,0,0,60,35,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4209,+$k1 Agility and +$k2 Haste,,0,3,36,7,0.2,0.12,0,0,0,50,0,0,60,35,0,0,33,0,0,1,0,5,5,0,-1,0,0,0,32
4211,+$k1 Haste,,0,36,0,0,0.25,0,0,0,0,0,0,0,10,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,32
4212,+$k1 Strength,,0,4,0,0,0.875,0,0,0,0,0,0,0,7,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,25
4213,+$k1 Strength,,0,4,0,0,0.875,0,0,0,0,0,0,0,7,0,0,0,32,0,0,1,0,5,0,0,-4,0,0,0,25
4214,Cardboard Assassin,,0,94548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2503,1,1,0,7,0,0,0,0,0,0,0
4215,Elementium Spike,,0,92432,0,0,0,0,0,0,32,50,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,27,50
4216,Pyrium Spike,,0,92436,0,0,0,0,0,0,33,50,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,27,50
4217,Pyrium Weapon Chain,,0,43588,36,0,0,0.51,0,0,32,50,0,0,0,40,0,159,33,0,0,1,0,3,5,0,-1,0,0,0,32
4222,Mind Amplification Dish,,0,67799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2504,1,1,0,7,0,0,0,0,0,0,50
4223,Nitro Boosts,,0,55004,32,31,0,0,0,0,29,0,0,0,0,24,0,0,1,2504,1,1,0,7,0,0,0,0,0,0,50
4225,Fishing Lure (+$95243s1 Fishing Skill),,900,95243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,50
4227,+$k1 Agility,,0,3,0,0,1.038,0,0,0,0,50,0,0,130,0,0,201,32,0,0,1,0,5,0,0,-1,0,0,0,32
4236,+$k1 Intellect and +$k2 Armor,,0,5,0,0,0.5,0.5,0,0,35,0,0,0,20,20,0,0,32,0,0,1,0,5,4,0,-4,0,0,0,32
4237,+$k1 Agility and +$k2 Armor,,0,3,0,0,0.5,0.5,0,0,35,0,0,0,20,20,0,0,32,0,0,1,0,5,4,0,-4,0,0,0,32
4238,+$k1 Strength and +$k2 Armor,,0,4,0,0,0.5,0.5,0,0,35,0,0,0,20,20,0,0,32,0,0,1,0,5,4,0,-4,0,0,0,32
4239,+$k1 Armor,,0,0,44,0,1.3,0,0,0,0,0,0,0,52,20,0,0,32,0,0,1,0,4,0,0,-4,0,0,0,32
4244,+$k1 Armor and +$k2 Versatility,,0,0,40,0,0.5,0.5,0,0,35,0,0,0,20,20,0,0,32,0,0,1,0,4,5,0,-4,0,0,0,32
4245,+$k1 Intellect and +$k2 Armor,,0,5,0,7,0.2,0.12,0,0,0,50,0,0,60,35,0,0,33,0,0,1,0,5,4,0,-1,0,0,0,32
4246,+$k1 Agility and +$k2 Armor,,0,3,0,7,0.2,0.12,0,0,0,50,0,0,60,35,0,0,33,0,0,1,0,5,4,0,-1,0,0,0,32
4247,+$k1 Strength and +$k2 Armor,,0,4,0,7,0.2,0.12,0,0,0,50,0,0,60,35,0,0,33,0,0,1,0,5,4,0,-1,0,0,0,32
4248,+$k1 Intellect and +$k2 Armor,,0,5,0,0,0.2,0.08,0,0,33,50,0,0,50,25,0,0,33,0,0,1,0,5,4,0,-1,0,0,0,32
4249,+$k1 Strength and +$k2 Armor,,0,4,0,0,0.2,0.08,0,0,33,50,0,0,50,25,0,0,33,0,0,1,0,5,4,0,-1,0,0,0,32
4250,+$k1 Agility and +$k2 Armor,,0,3,0,0,0.2,0.08,0,0,33,50,0,0,50,25,0,0,33,0,0,1,0,5,4,0,-1,0,0,0,32
4251,+$k1 Agility and $44797s1% Increased Critical Effect,,0,3,44797,0,1,0,0,0,35,0,0,0,54,0,0,0,32,0,0,1,0,5,3,0,-4,0,0,0,32
4252,+$k1 Strength and 3% Increased Critical Effect,,0,4,44797,0,1,0,0,0,35,0,0,0,54,0,0,0,32,0,0,1,0,5,3,0,-4,0,0,0,32
4253,+$k1 Intellect and 3% Increased Critical Effect,,0,5,44797,0,1,0,0,0,35,0,0,0,54,0,0,0,32,0,0,1,0,5,3,0,-4,0,0,0,32
