Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID
"When you have two rabbits, you'll often soon have three.","|cFFFFD200Pet Battle: |rAzshara, Blade's Edge Mountains, Crystalsong Forest, Darkshore, Dun Morogh, Duskwood, Elwynn Forest, Eversong Woods, Feralas, Hillsbrad Foothills, Howling Fjord, Moonglade, Mount Hyjal, Mulgore, Nagrand, Redridge Mountains, Silvermoon City, Silverpine Forest, Stonetalon Mountains, Stormwind City, Tirisfal Glades, Western Plaguelands, Westfall, Wetlands",378,61080,0,254857,4,26,4,6,7
"Most people do not know the difference between a squirrel and a chipmunk. Most don't care.","|cFFFFD200Pet Battle: |rAmmen Vale, Ashenvale, Azshara, Blade's Edge Mountains, Crystalsong Forest, Darkshore, Duskwood, Dustwallow Marsh, Elwynn Forest, Feralas, Hillsbrad Foothills, Howling Fjord, Loch Modan, Moonglade, Mount Hyjal, Nagrand, Sholazar Basin, Silverpine Forest, Stormwind City, Terokkar Forest, Tol Barad Peninsula, Western Plaguelands, Westfall, Wetlands",379,61081,0,134322,4,26,4,6,7
"It's hard to know what's more dangerous: the teeth or the tail.","|cFFFFD200Pet Battle: |rThe Jade Forest",380,62992,0,645526,7,26,4,6,7
"Despite the name you should absolutely never, ever pet it.","|cFFFFD200Drop:|r Sack of Pet Supplies|n",381,61086,118414,644001,4,2,0,6,7
"Aptly named 'ring bandits' by the pandaren, raccoons have dexterous paws and insatiable appetites for shiny objects, especially jewelry.",,382,61087,118417,646059,4,0,-1,6,7
"It seems like a trick to the eyes, but the eternal strider can walk across water, its small feet never breaking the surface.","|cFFFFD200Pet Battle: |rVale of Eternal Blossoms",383,61088,0,643423,8,26,4,6,7
"The thick pelt of the otter makes it adaptable to any climate, but it particularly prefers frigid waters where abalone is plentiful.",,384,61089,118419,645906,8,0,-1,6,7
"It seems that mice are completely incapable of resisting cheese even in the face of imprisonment, injury, or death.","|cFFFFD200Pet Battle: |rDuskwood, Dustwallow Marsh, Grizzly Hills, Mulgore, Netherstorm, Westfall, Wetlands",385,61143,0,647701,4,26,4,6,7
"Distinct from their tree dwelling cousins, these ground squirrels make their homes on the plains of Azeroth and beyond.","|cFFFFD200Pet Battle: |rArathi Highlands, Mulgore, Nagrand, Northern Barrens, Southern Barrens, Thunder Bluff, Westfall",386,61141,0,656176,4,24,4,6,7
"Due to recent accidents, the goblin cartels have prohibited anyone from bringing snakes on a zeppelin.","|cFFFFD200Pet Battle: |rDustwallow Marsh, Eversong Woods, Feralas, Ghostlands, Howling Fjord, Loch Modan, Nagrand, Northern Stranglethorn, Sholazar Basin, Silverpine Forest, Terokkar Forest, Westfall, Zangarmarsh, Zul'Drak",387,61142,0,132211,7,26,4,6,7
"These arthropods line many Azerothian shores and seek to fulfill their one true desire: to pinch.","|cFFFFD200Pet Battle: |rAzshara, Borean Tundra, Howling Fjord, Krasarang Wilds, Twilight Highlands, Westfall",388,61158,0,132186,8,26,4,6,7
"The tiny harvester collects weeds and small grains that the larger reapers may have missed.","|cFFFFD200Pet Battle: |rWestfall",389,61160,0,134065,9,26,4,6,7
"When they look into those big brown eyes, some hunters have a hard time pulling the trigger. So they shoot from a distance.",,390,61750,0,132368,4,160,-1,6,7
"Mountain cottontails can leap up a steep incline with speed you would not believe.","|cFFFFD200Pet Battle: |rRedridge Mountains",391,61167,0,254857,4,26,4,6,7
"The rats in Redridge grow fat from feasting on the bounty of the village larders.","|cFFFFD200Pet Battle: |rRedridge Mountains",392,61168,0,134324,4,26,4,6,7
"They were here long before us and will be here long after we are gone.","|cFFFFD200Pet Battle: |rBurning Steppes, Eastern Plaguelands, Icecrown, The Hinterlands, Twilight Highlands, Un'Goro Crater",393,61384,0,294474,4,26,4,6,7
"""Little Bo Peep has lost her sheep, and doesn't know where to find them. Leave them alone, and they'll come OH MY GOD THEY'RE INSIDE THE HOUSE!""",,394,61170,0,136071,4,26,-1,6,7
"Always wear a helm in the Redridge Mountains. Buzzards view humanoid hair as excellent nesting material.","|cFFFFD200Pet Battle: |rRedridge Mountains",395,61171,0,612362,2,26,4,6,7
"Native to Duskwood, these eight-legged critters are often used as ingredients in alchemy potions.","|cFFFFD200Pet Battle: |rDuskwood",396,61253,0,132196,7,26,4,6,7
"Skunks are known as solitary creatures for reasons which are hopefully obvious.","|cFFFFD200Pet Battle: |rAmmen Vale, Azshara, Bloodmyst Isle, Duskwood, Howling Fjord, Terokkar Forest|n",397,61255,0,463569,4,26,4,6,7
"While many people believe black cats to be bad luck, black rats are held in higher esteem.","|cFFFFD200Pet Battle: |rBadlands, Duskwood, Dustwallow Marsh, Eastern Plaguelands, Thousand Needles, Twilight Highlands, Western Plaguelands, Wetlands|n",398,61257,0,134324,4,26,4,6,7
"Years ago, humans introduced these reptiles into Duskwood to cull the local rat population.","|cFFFFD200Pet Battle: |rDuskwood",399,61258,0,132211,7,26,4,6,7
"Widow spiderlings have plenty of time to explore Duskwood once they take care of their pesky family commitments.","|cFFFFD200Pet Battle: |rDuskwood|n|cFFFFD200Time: |rNight",400,61259,0,132196,7,26,4,6,7
"The low tide reveals the colonies of strand crabs and the sound of their clicking dance as they feed upon small creatures hidden in the sand.","|cFFFFD200Pet Battle: |rDarkshore, Dragonblight, Northern Stranglethorn, Swamp of Sorrows, The Cape of Stranglethorn|n",401,61312,0,132186,8,26,4,6,7
"Prefers to dwell in wet, muddy areas and feed on Sorrowmoss nectar.","|cFFFFD200Pet Battle: |rSwamp of Sorrows",402,61370,0,236193,2,26,4,6,7
"Parrots can mimic speech, but have difficulty with meaningful conversation.","|cFFFFD200Pet Battle: |rNorthern Stranglethorn, Swamp of Sorrows, The Cape of Stranglethorn, Un'Goro Crater",403,61313,0,136036,2,26,4,6,7
"Thought by many to be nothing more than the subject of children's nursery rhymes, the long-tailed mole is very much real.","|cFFFFD200Pet Battle: |rDun Morogh, Northern Stranglethorn, The Cape of Stranglethorn, Un'Goro Crater",404,61317,0,134324,4,26,4,6,7
"Stranglethorn's Gurubashi trolls often capture these powerful beasts to keep as pets... or to cook as meals.","|cFFFFD200Pet Battle: |rNorthern Stranglethorn, The Cape of Stranglethorn, Un'Goro Crater",405,61318,0,132211,7,26,4,6,7
"A hardy insect that can dwell in just about any climate, the beetle is known to thrive on battlefields after the fighting has ended.","|cFFFFD200Pet Battle: |rBadlands, Eastern Plaguelands, Felwood, Northern Stranglethorn, Silithus, The Cape of Stranglethorn, Un'Goro Crater",406,61319,0,237144,4,26,4,6,7
"This vicious species weaves elaborate webs throughout the dense jungles of Stranglethorn Vale.","|cFFFFD200Pet Battle: |rNorthern Stranglethorn, The Cape of Stranglethorn",407,61320,0,132196,7,26,4,6,7
"If a female lizard does not lay her clutch in a well camouflaged area, her eggs will likely be devoured by Lashtail Raptors.","|cFFFFD200Pet Battle: |rNorthern Stranglethorn, The Cape of Stranglethorn",408,61321,0,463491,7,26,4,6,7
"Parrots can't get enough of the fresh fish the Bloodscalp trolls eat. They're less interested in dry flatbreads.","|cFFFFD200Pet Battle: |rNorthern Stranglethorn",409,61322,0,136036,2,26,4,6,7
"Just like the rough and tumble sailors who live dockside, the wharf rats are feral, violent creatures.","|cFFFFD200Pet Battle: |rThe Cape of Stranglethorn, Tol Barad Peninsula",410,61323,0,134324,4,26,4,6,7
"Young apes quickly learn to hang from branches with their feet, leaving both hands free to fling objects at interlopers.","|cFFFFD200Pet Battle: |rThe Cape of Stranglethorn|n|cFFFFD200Weather: |rRain",411,61324,0,651242,7,26,4,6,7
"The most common of the arachnid family, these critters spin their webs in nearly every corner of Azeroth.","|cFFFFD200Pet Battle: |rAzshara, Blasted Lands, Dustwallow Marsh, Eastern Plaguelands, Ghostlands, Hillsbrad Foothills, Howling Fjord, Stonetalon Mountains, Swamp of Sorrows, The Hinterlands, The Storm Peaks, Tirisfal Glades, Winterspring, Zul'Drak",412,61327,0,132196,7,26,4,6,7
"Venom capable of killing creatures up to 100 times its own body weight.","|cFFFFD200Pet Battle: |rBlade's Edge Mountains, Blasted Lands, Burning Steppes, Eastern Plaguelands, Hellfire Peninsula, Orgrimmar, Shadowmoon Valley, Silithus, Thousand Needles, Twilight Highlands",414,61326,0,132195,7,24,4,6,7
,,884,66983,0,132242,7,48,2,6,7
,,885,65677,0,651242,7,48,4,6,7
"Drawn to heat and the smell of smoke, the fire beetle's diet consists of ash.","|cFFFFD200Pet Battle: |rBlasted Lands, Burning Steppes, Mount Hyjal, Searing Gorge, Un'Goro Crater",415,61328,0,237144,4,26,4,6,7
"Despite its snapping claws and venom-dripping tail, it is the bite of the diminutive scorpling that is the greatest threat.","|cFFFFD200Pet Battle: |rBlasted Lands",416,61329,0,132195,7,26,4,6,7
"The intrepid archaeologist Harrison Jones has a well documented fear of rats.","|cFFFFD200Pet Battle: |rArathi Highlands, Ashenvale, Azshara, Bloodmyst Isle, Crystalsong Forest, Darkshore, Desolace, Ghostlands, Hillsbrad Foothills, Howling Fjord, Loch Modan, Nagrand, Ruins of Gilneas, Silverpine Forest, Stonetalon Mountains, Swamp of Sorrows, Terokkar Forest, The Cape of Stranglethorn, The Hinterlands, Tirisfal Glades",417,61366,0,134324,4,26,4,6,7
"Brought to Orgrimmar aboard merchant ships, these short-lived reptiles are considered pests by the city's residents.","|cFFFFD200Pet Battle: |rDurotar, Northern Stranglethorn, Orgrimmar, Swamp of Sorrows, Twilight Highlands, Wetlands",418,61367,0,132211,7,26,4,6,7
"This is a small frog.","|cFFFFD200Pet Battle: |rArathi Highlands, Darnassus, Desolace, Elwynn Forest, Eversong Woods, Ghostlands, Loch Modan, Northern Barrens, Southern Barrens, Swamp of Sorrows, Teldrassil, Zangarmarsh",419,61071,0,237579,8,26,4,6,7
"The song of late summer nights is the song of toads.","|cFFFFD200Pet Battle: |rAshenvale,  Durotar, Dustwallow Marsh, Eversong Woods, Felwood, Ghostlands, Hillsbrad Foothills, Howling Fjord, Nagrand, Orgrimmar, Silverpine Forest, Swamp of Sorrows, Teldrassil, Twilight Highlands, Wetlands",420,61369,0,237579,8,26,4,6,7
"Prefers to dwell in humid, tropical areas and feed on Kingsblood nectar.","|cFFFFD200Pet Battle: |rNorthern Stranglethorn, The Cape of Stranglethorn",421,61314,0,236193,2,26,4,6,7
"When hunting or evading predators, this snake can travel on the surface of water for short distances.","|cFFFFD200Pet Battle: |rSwamp of Sorrows",422,61372,0,132211,7,26,4,6,7
"The thick exoskeleton of this adaptable arthropod allows it to thrive in harsh environments.","|cFFFFD200Pet Battle: |rBurning Steppes, Searing Gorge",423,61383,0,132186,6,26,4,6,7
"A nuisance to most, roaches' incredible survivability sets them apart from other species.","|cFFFFD200Pet Battle: |rAshenvale, Azshara, Desolace, Duskwood, Howling Fjord, Loch Modan, Northern Stranglethorn, Redridge Mountains, Stonetalon Mountains, The Cape of Stranglethorn, Thousand Needles, Tirisfal Glades|n",424,61169,0,294474,4,26,4,6,7
"This ill-tempered snake species makes its home around the fiery molten pits of the Burning Steppes.","|cFFFFD200Pet Battle: |rBurning Steppes, Shadowmoon Valley",425,61385,0,132211,7,26,4,6,7
"The rock-hard carapaces of these spiders allow them to survive in the Searing Gorge's blistering heat.","|cFFFFD200Pet Battle: |rSearing Gorge",427,61420,0,132196,7,26,4,6,7
"These blisteringly hot spiders camouflage themselves by blending in with oozing magma.","|cFFFFD200Pet Battle: |rSearing Gorge",428,61425,0,132196,7,26,4,6,7
"Beetles in the Burning Steppes roll magma into tiny balls and eat them once they cool off.","|cFFFFD200Pet Battle: |rBurning Steppes",429,61386,0,237144,4,26,4,6,7
"Tiny, autonomous machines created by the Titans to clean and maintain their mighty edifices.","|cFFFFD200Pet Battle: |rBadlands, Tanaris",430,61438,0,237144,4,26,4,6,7
"Wildhammer dwarves train young gryphons by sending them out to hunt rattlesnakes in the Twilight Highlands.","|cFFFFD200Pet Battle: |rBadlands, Tanaris, Twilight Highlands",431,61439,0,132211,7,26,4,6,7
"Less venomous but more aggressive than other breeds of scorpion.","|cFFFFD200Pet Battle: |rBadlands, Tanaris, Terokkar Forest",432,61440,0,132195,7,24,4,6,7
"The coloration of the spiky lizard allows it to blend in seamlessly with the desert sands of Silithus.","|cFFFFD200Pet Battle: |rBadlands, Silithus",433,61441,0,463491,7,26,4,6,7
"When a ram lowers his head, it means he's preparing to charge. Or he could just be tired.","|cFFFFD200Pet Battle: |rArathi Highlands, Hillsbrad Foothills, Loch Modan, Ruins of Gilneas, Wetlands",434,61456,0,132248,7,160,4,6,7
"These rams hone their fighting skills by head-butting twigs and saplings near Loch Modan.","|cFFFFD200Pet Battle: |rLoch Modan",437,61459,0,132248,7,26,4,6,7
"This snake is often seen sunning on the exposed rocks high in the Badlands.","|cFFFFD200Pet Battle: |rBadlands",438,61443,0,136040,7,26,4,6,7
"These creatures are silent, save for the occasional sigh of otherworldly despair.","|cFFFFD200Pet Battle: |rDeadwind Pass|n|cFFFFD200Time: |rEarly Morning",439,61375,0,132123,3,26,4,6,7
"The thick snow near Dun Morogh acts as camouflage for snow cubs learning to hunt.","|cFFFFD200Pet Battle: |rDun Morogh",440,61689,0,132252,7,26,4,6,7
"The alpine hare can burrow into the permafrost and hibernate for weeks or even months.","|cFFFFD200Pet Battle: |rDun Morogh, Winterspring",441,61690,0,254857,4,26,4,6,7
"Most creatures cannot withstand a fraction of the harsh conditions that roaches can thrive in.","|cFFFFD200Pet Battle: |rDun Morogh",442,61691,0,294474,4,26,4,6,7
"Despite their idyllic surroundings, grasslands cottontails hop at surprising speed when evading their pursuers.","|cFFFFD200Pet Battle: |rArathi Highlands",443,61704,0,254857,4,26,4,6,7
,,444,61708,0,577318,4,56,-1,6,7
"Twisters delight in sneaking up on unsuspecting creatures and surprising them with gusts up their nostrils.","|cFFFFD200Pet Battle: |rArathi Highlands",445,61703,0,236154,6,26,4,6,7
"Jade Oozelings glow in the dark, making them a welcome sight to workers in pitch-black mineshafts.","|cFFFFD200Pet Battle: |rThe Hinterlands",446,61718,0,134437,5,26,4,6,7
"Pay attention to deer crossings. Even a fawn will total a goblin trike.","|cFFFFD200Pet Battle: |rElwynn Forest, Teldrassil",447,61165,0,656350,4,26,4,6,7
"A carrot, a box, a stick, and some string. Wait a few hours and you'll have a hare.","|cFFFFD200Pet Battle: |rArathi Highlands, Durotar, The Hinterlands",448,61751,0,254857,4,26,4,6,7
"Distinct from their Azerothian relatives, these critters of Outland make their home in Blade's Edge Mountains.","|cFFFFD200Pet Battle: |rBlade's Edge Mountains, The Hinterlands",449,61752,0,656176,4,26,4,6,7
"The preferred habitat of this creature is woodland areas where it can safely complete its metamorphosis.","|cFFFFD200Pet Battle: |rAshenvale, Ghostlands, Hillsbrad Foothills, Howling Fjord, The Hinterlands, Tirisfal Glades",450,61753,0,651538,7,26,4,6,7
"According to the tales of the night elves, the first red-tailed chipmunk was colored so after the theft and consumption of a sacred apple.","|cFFFFD200Pet Battle: |rDarnassus, Desolace, Hillsbrad Foothills, Teldrassil",452,61757,0,134322,4,26,4,6,7
"Infested cubs still listen for the telltale buzzing of bees even though they can no longer taste honey.","|cFFFFD200Pet Battle: |rHillsbrad Foothills",453,61758,0,648803,3,26,4,6,7
"Even the rats of Lordaeron fell to the apothecaries' plague, chewing upon the tainted flesh of the dead.","|cFFFFD200Pet Battle: |rTirisfal Glades",454,61889,0,134324,4,26,4,6,7
"Undead squirrels have acquired a taste for the strange berries and mushrooms that now grow in Silverpine Forest.","|cFFFFD200Pet Battle: |rSilverpine Forest",455,61890,0,646782,3,26,4,6,7
"Curiously, this hawk uses its razor-sharp talons to peel the bark off trees as it searches for bugs, even though it has no need for sustenance.","|cFFFFD200Pet Battle: |rWestern Plaguelands",456,61826,0,648726,3,26,4,6,7
"It can swallow three times its own body weight in blood.","|cFFFFD200Pet Battle: |rEastern Plaguelands",457,61830,0,236197,7,26,4,6,7
"These small spirits find their undead neighbors to be poor company, so they typically wander Tirisfal Glades alone.","|cFFFFD200Pet Battle: |rTirisfal Glades",458,61905,0,236548,3,26,4,6,7
"After centuries of domestication, these furry critters inhabit nearly every human nation in the Eastern Kingdoms.","|cFFFFD200Pet Battle: |rArathi Highlands, Elwynn Forest, Eversong Woods, Netherstorm, Silvermoon City",459,62019,0,132167,7,26,4,6,7
"Small elemental saplings grow into treants, fierce defenders of forests and groves.","|cFFFFD200Pet Battle: |rEversong Woods",460,62020,0,132129,6,26,4,6,7
"This new arrival to Azeroth was spawned a short time ago. It seeks to thrive while awaiting its next phase of evolution.","|cFFFFD200Pet Battle: |rGhostlands",461,62022,0,651538,7,26,4,6,7
"[DEBUG] This pet comes from the magical Test Land where it frolics all day in fields of structs.","|cFFFFD200Vendor: |rQuartermaster Brazie|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rBaradin's Wardens - Honored",462,62035,89472,464160,2,32,2,6,7
"The souls of slain crabs seek vengeance against the murlocs who ate them.","|cFFFFD200Pet Battle: |rGhostlands",463,62034,0,133275,3,26,4,6,7
"You can easily locate moths if you wear expensive garments near Ammen Vale. They can't resist the delicious taste of high fashion.","|cFFFFD200Pet Battle: |rAzuremyst Isle",464,62050,0,236193,2,26,4,6,7
"These voracious carnivores first arrived on Azeroth aboard the draenei's dimensional fortress, the Exodar.","|cFFFFD200Pet Battle: |rBloodmyst Isle",465,62051,0,132194,7,26,4,6,7
"The children of Orgrimmar frequently capture these lizards as pets.  The adults of Orgrimmar frequently step on them.","|cFFFFD200Pet Battle: |rDurotar, Orgrimmar",466,62114,0,463491,7,26,4,6,7
"A desert dwelling forager attracted to areas rich with dung.","|cFFFFD200Pet Battle: |rDurotar, Orgrimmar, Uldum",467,62115,0,133570,4,26,4,6,7
"These beetles often make their homes in quarries abandoned by the Horde war machine in Durotar.","|cFFFFD200Pet Battle: |rDurotar",468,62116,0,133570,4,26,4,6,7
"An enigmatic species, said to feed off the chaotic energies of the Old Gods.","|cFFFFD200Pet Battle: |rAzshara, Deepholm, Mount Hyjal",469,62118,0,133570,4,26,4,6,7
"Twisted by the Twilight Hammer's dark magic, these sinister critters are known to feed on their own young.","|cFFFFD200Pet Battle: |rAzshara, Deepholm, Twilight Highlands",470,62117,0,132196,7,26,4,6,7
"Originally built by an irate goblin to annoy neighbors with an early morning wake-up call.","|cFFFFD200Pet Battle: |rAzshara, Orgrimmar, Winterspring|n",471,62119,0,656513,9,26,4,6,7
"Considered by most to be a significant improvement to the 4000 series, there were nonetheless serious concerns about the amount of heat they produced.","|cFFFFD200Pet Battle: |rAzshara, Stonetalon Mountains, Winterspring|n",472,62120,0,134322,9,26,4,6,7
"Turtles are feared by the naga, who consider them bad luck and give them a wide berth on the shores of Azshara.","|cFFFFD200Pet Battle: |rAzshara",473,62121,0,133936,8,26,4,6,7
"These playful feline cubs practice their hunting skills by stalking each other through the Barrens.","|cFFFFD200Pet Battle: |rNorthern Barrens",474,62129,0,132242,7,26,4,6,7
"The barbaric centaur over-hunted giraffes for decades, but it was the tauren who saved this species from extinction.","|cFFFFD200Pet Battle: |rSouthern Barrens",475,62130,0,132368,7,26,4,6,7
"Most people only see gazelles from the rear.","|cFFFFD200Pet Battle: |rDesolace, Mulgore, Northern Barrens, Southern Barrens",476,62163,0,132368,4,160,4,6,7
"Young gazelles quickly learn to flee when they hear the war cries of tauren hunters in Mulgore.  They don't hear the good hunters, unfortunately.","|cFFFFD200Pet Battle: |rMulgore",477,62176,0,132368,4,26,4,6,7
"Prefers to dwell in cool, forested areas and feed on Mageroyal nectar.","|cFFFFD200Pet Battle: |rAshenvale, Darnassus, Desolace, Moonglade, Mount Hyjal, Teldrassil",478,62177,0,236193,2,26,4,6,7
"A cousin to the Twilight Beetle, this insect has learned to feed on crystals which resonate with ancient energies.","|cFFFFD200Pet Battle: |rDeepholm",556,62925,0,237144,4,26,4,6,7
"Their proximity to the magic of the elves has caused some of them unnatural long life. And in some elfin rabbits...stranger things.","|cFFFFD200Pet Battle: |rDarnassus, Desolace, Mount Hyjal, Teldrassil",479,62178,0,254857,4,26,4,6,7
"Prized by gem crafters, the undamaged carapace of a topaz hatchling can be used to create stunning inlays for rings and bracelets.","|cFFFFD200Pet Battle: |rDeepholm, Desolace|n",480,62181,0,134395,6,26,4,6,7
"Long ago, Mount Hyjal's druids tempered this species to live in peace alongside the region's other creatures.","|cFFFFD200Pet Battle: |rBlade's Edge Mountains, Desolace, Mount Hyjal, Silithus",482,62184,0,132211,7,26,4,6,7
"There are many scholars who question whether it is a toad or not.","|cFFFFD200Pet Battle: |rDesolace",483,62185,0,237579,8,26,4,6,7
"This cunning species tunnels beneath Uldum and erupts from the ground to ensnare its prey.","|cFFFFD200Pet Battle: |rDesolace, Silithus, Tanaris, Uldum",484,62186,0,132196,7,26,4,6,7
"When these sleepy critters aren't snoozing, they use their massive claws to dig for tasty insect snacks.","|cFFFFD200Pet Battle: |rDesolace|n|cFFFFD200Time: |rNight|n",485,62187,0,464159,4,26,4,6,7
"It's called a mule because of its big ears. Also been known to transport black market bloodthistle over the border to Quel'Thalas.","|cFFFFD200Pet Battle: |rStonetalon Mountains",486,62188,0,132368,4,160,4,6,7
"Many an explorer has been entranced by the adorable nature of the alpine chipmunk, failing to notice its small teeth on frostbitten digits.","|cFFFFD200Pet Battle: |rMount Hyjal, Stonetalon Mountains, Winterspring",487,62189,0,134322,4,26,4,6,7
"Brave assassins sometimes capture these critters to use their highly toxic venom to poison weapons.","|cFFFFD200Pet Battle: |rStonetalon Mountains",488,62190,0,132211,7,26,4,6,7
"These vicious fire-breathing whelps escaped Onyxia's lair and fled into the surrounding region. Handle with extreme caution.","|cFFFFD200Pet Battle: |rDustwallow Marsh",489,62201,0,134154,1,26,4,6,7
"Originally bred by the Sandfury trolls as pets, these feral and savage felines prowl the deserts of Tanaris.","|cFFFFD200Pet Battle: |rTanaris",491,62257,0,132167,7,26,4,6,7
"A desert-dwelling insect which defends its eggs by spraying a foul, ogrelike scent.","|cFFFFD200Pet Battle: |rTanaris",492,62256,0,237144,4,26,4,6,7
"Hunts for food just below water's surface on coast of Darkshore.","|cFFFFD200Pet Battle: |rDarkshore",493,62246,0,442735,4,26,4,6,7
"These hatchlings entertain themselves by clacking their mandibles together in increasingly complex rhythms.","|cFFFFD200Pet Battle: |rTanaris|n|cFFFFD200Weather: |rSandstorm",494,62258,0,236195,7,26,4,6,7
"For every frog, a prince and princess in waiting.","|cFFFFD200Pet Battle: |rAshenvale",495,62312,0,237579,8,26,4,6,7
"Don't let their lack of a face fool you--these slimy critters are angry and just itching for a fight.","|cFFFFD200Pet Battle: |rAshenvale",496,62313,0,442735,4,26,4,6,7
"Even cockroaches were not strong enough to withstand the foul seepage of demonic corruption.","|cFFFFD200Pet Battle: |rFelwood, Shadowmoon Valley",497,62314,0,294474,4,26,4,6,7
"Prefers to dwell in corrupted woodlands and feed on Purple Lotus nectar.","|cFFFFD200Pet Battle: |rFelwood",498,62315,0,236193,2,26,4,6,7
"There are some things too dirty even for rats.","|cFFFFD200Pet Battle: |rFelwood",499,62316,0,134324,4,26,4,6,7
"These ill-tempered constructs of flame and rage sometimes rise from the remains of larger infernals who fall in battle.","|cFFFFD200Pet Battle: |rFelwood",500,62317,0,136219,5,26,4,6,7
"The dwarven explorer who first discovered the spotted bell frog could not decide between naming it after the unique spot pattern or the sound of the frog's mating ritual. She chose both.","|cFFFFD200Pet Battle: |rUn'Goro Crater",502,62370,0,237579,8,26,4,6,7
"Prefers to dwell in the shadow of Nordrassil and feed on Stormvine nectar.","|cFFFFD200Pet Battle: |rMoonglade, Mount Hyjal, Un'Goro Crater",503,62373,0,236193,2,26,4,6,7
"Diemetradons abandon their hatchlings in Un'Goro Crater to fend for themselves. Only the strongest survive.","|cFFFFD200Pet Battle: |rUn'Goro Crater",504,62375,0,134318,7,26,4,6,7
"Although most reptiles enjoy basking in sunlight, these scaly beasts love bathing in the glow of Azeroth's twin moons.","|cFFFFD200Pet Battle: |rThousand Needles",505,62255,0,463491,7,26,4,6,7
"These eight-legged critters have lurked in the shadowy cliffs of the Stonetalon Mountains for millennia.","|cFFFFD200Pet Battle: |rStonetalon Mountains",506,62191,0,132196,7,26,4,6,7
"Many owls nest high in the stone structures of Darnassus, hunting any pests that enter the night elves' city.","|cFFFFD200Pet Battle: |rTeldrassil",507,62242,0,132192,2,26,4,6,7
"The fur of the darkshore bears owes to the almost perpetual gloom they live in, and their vision in the darkness is uncanny.","|cFFFFD200Pet Battle: |rDarkshore",508,62250,0,446127,7,26,4,6,7
"These small elementals cling to the backs of larger mire beasts, picking off tasty bugs and mites.","|cFFFFD200Pet Battle: |rWetlands",509,61686,0,135049,6,26,4,6,7
"Many a young gnomish inventor has made up for the death of a beloved pet by creating a mechanical friend in its image.","|cFFFFD200Pet Battle: |rKezan, Winterspring",510,62434,0,466036,9,34,4,6,7
"Native to Azeroth's desert regions, these resilient reptiles can survive for weeks without water.","|cFFFFD200Pet Battle: |rSilithus, Uldum",511,62523,0,132211,7,26,4,6,7
"Spawn of the nefarious Shrieker Scarabs of Ahn'Qiraj, the hatchlings are much more docile (and quiet) than their parents.","|cFFFFD200Pet Battle: |rSilithus",512,62524,0,133570,4,26,4,6,7
"The squeaks used by these tiny insectoids may sound cute, but they're actually screaming for your death.","|cFFFFD200Pet Battle: |rSilithus|n|cFFFFD200Season: |rSummer",513,62526,0,236829,0,26,4,6,7
"A brash fel orc once tried to enslave these critters as his personal soldiers. Pieces of him are still scattered across Outland.","|cFFFFD200Pet Battle: |rHellfire Peninsula",514,62555,0,366938,0,26,4,6,7
"These pudgy little beings often get themselves into trouble while hunting down their favorite snack: glow caps.","|cFFFFD200Pet Battle: |rZangarmarsh",515,62564,0,134532,0,26,4,6,7
"After hatching, these twisted reptiles devour the weaker members of their clutches as an act of dominance.","|cFFFFD200Pet Battle: |rTerokkar Forest",517,62583,0,132201,7,26,4,6,7
"For ogres, comparing a female's hair to a clefthoof's shaggy coat is a term of great endearment.","|cFFFFD200Pet Battle: |rNagrand",518,62620,0,134060,7,26,4,6,7
"Born from demonic magic, these petulant little entities corrupt everything they touch with foul energies.","|cFFFFD200Pet Battle: |rShadowmoon Valley",519,62621,0,135794,6,26,4,6,7
"Adult nether rays are relatively docile, but their younglings are short-tempered and highly energetic beasts.","|cFFFFD200Pet Battle: |rNetherstorm",521,62627,0,132191,2,26,4,6,7
"Howling Fjord teems with the ever shifting cycle of life. When a creature dies, its body is quickly consumed by maggots, which in turn pass those nutrients on to a number of other creatures.","|cFFFFD200Pet Battle: |rHowling Fjord",523,62640,0,134895,7,26,4,6,7
"A key food source during the Feast of Winter Veil.","|cFFFFD200Pet Battle: |rHowling Fjord",525,62648,0,250626,2,26,4,6,7
"This grumpy species of basilisk roams the Blade's Edge Mountains, avoiding contact with other critters whenever possible.","|cFFFFD200Pet Battle: |rBlade's Edge Mountains",528,62628,0,463491,7,26,4,6,7
"There's an old vrykul saying that goes, 'Let sleeping worgs lie, unless you don't want your face anymore.'","|cFFFFD200Pet Battle: |rHowling Fjord",529,62669,0,132203,7,26,4,6,7
"These living blobs of ooze lack even the most rudimentary form of intelligence, but that doesn't mean they can't be your friend.","|cFFFFD200Pet Battle: |rBorean Tundra",530,62697,0,134438,5,26,4,6,7
"The fierce wolvar hunt these ill-tempered brutes for their horns, which are then carved into talismans and other trinkets.","|cFFFFD200Pet Battle: |rSholazar Basin",532,62816,0,236194,7,26,4,6,7
"The taunka collect the feathers of these noble birds of prey to use in crude fortunetelling ceremonies.","|cFFFFD200Pet Battle: |rGrizzly Hills",534,62819,0,132172,2,26,4,6,7
"The trolls of Zul'Drak inadvertently created these little beings while summoning water elementals to fight the Scourge.","|cFFFFD200Pet Battle: |rZul'Drak",535,62820,0,135862,6,26,4,6,7
