ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
19807,"Heroic: Ultraxion",19802,1,0,18581,9,0
19808,"Heroic: Warmaster Blackhorn",19802,1,0,18582,6,0
19811,"Don't Stand So Close to Me",19802,1,0,18585,7,0
19812,"Minutes to Midnight",19802,1,0,18586,8,0
19813,"Deck Defender",19802,1,0,18587,11,0
19814,"Maybe He'll Get Dizzy...",19802,1,0,18588,4,0
19815,"Heroic: Morchok",19802,1,0,18589,1,0
19816,"Taste the Rainbow!",19802,1,0,18655,10,0
19818,"Chromatic Champion",19802,1,0,18657,14,0
19821,Alizabal,19820,1,0,18590,1,2
19823,"Kill Ook-Ook after assaulting him with 20 Rolling Brew Barrels in Stormstout Brewery on Heroic Difficulty.",0,0,4,0,0,0
19824,Ook-Ook,19823,1,0,18407,1,2
19826,"Defeat Archbishop Benedictus in Hour of Twilight on Heroic difficulty while in a guild group.",0,0,4,0,0,0
19827,"Archbishop Benedictus",19826,1,0,18477,1,2
19829,"Kill 10 Twilight Sparks and then defeat Archbishop Benedictus in Hour of Twilight on Heroic Difficulty.",0,0,4,0,0,0
19830,"Twilight Spark",19829,10,0,18669,2,1
19831,"Archbishop Benedictus",19829,1,0,18544,1,2
19833,"Defeat Ultraxion in Dragon Soul on Heroic Difficulty.",0,1,8,0,0,0
19834,"Ultraxion (10H)",19833,1,0,18567,1,2
19835,"Ultraxion (25H)",19833,1,0,18568,2,2
19837,"Defeat Warlord Kalithresh on Heroic Difficulty while in a guild group.",0,1,8,0,0,0
19838,"Warlord Kalithresh",19837,1,0,14365,1,2
20013,Warrior,20008,1,0,15503,10,0
19840,"Defeat Warp Splinter on Heroic Difficulty while in a guild group.",0,0,4,0,0,0
19841,"Warp Splinter",19840,1,0,14368,1,2
19843,"First warlock on the realm to achieve level 85.",0,0,4,0,0,0
19844,"Level to 85",19843,85,0,5217,0,2
19846,"Loot 200,000 gold from creatures.",0,0,4,0,0,0
19847,,19846,2000000000,0,4093,0,9
19849,"Obtain 300 skill points in archaeology.",0,0,4,0,0,0
19850,"Obtain 300 skill points in archaeology.",19849,300,0,13812,1,2
19852,"Defeat Jin'do the Godbreaker in Zul'Gurub on Heroic Difficulty.",0,0,4,0,0,0
19853,"Jin'do the Godbreaker",19852,1,0,16872,1,2
19857,"Obtain the Ruthless Gladiator's Twilight Drake from Arena Season 10 of Cataclysm.",0,1,8,0,0,0
19858,,19857,1,0,18874,0,2
19859,,19857,0,0,18875,1,2
19903,"Defeat Warlord Zon'ozz in Dragon Soul on Heroic Difficulty.",0,1,8,0,0,0
19904,"Warlord Zon'ozz (10H)",19903,1,0,18573,1,2
19905,"Warlord Zon'ozz (25H)",19903,1,0,18574,2,2
19907,"Defeat Ultraxion in Dragon Soul on Normal or Heroic Difficulty without any raid member being hit by Hour of Twilight more than once.",0,0,4,0,0,0
19908,Ultraxion,19907,1,0,18391,1,2
19911,Mannoroth,19910,1,0,18543,1,2
19913,"Engage the Echo of Tyrande in End Time on Heroic Difficulty after surviving her Shadow Gauntlet without allowing the party's healer to take any damage.",0,0,4,0,0,0
19914,Tyrande,19913,1,0,18138,1,2
19916,"Defeat Daakara in Zul'Aman on Heroic Difficulty.",0,0,4,0,0,0
19917,Daakara,19916,1,0,16871,1,2
19919,"Defeat Jin'do the Godbreaker in Zul'Gurub on Heroic difficulty while in a guild group.",0,0,4,0,0,0
19920,"Jin'do the Godbreaker",19919,1,0,16865,1,2
19922,"Defeat Daakara in Zul'Aman on Heroic difficulty while in a guild group.",0,0,4,0,0,0
19923,Daakara,19922,1,0,16866,1,2
19925,"Defeat High Priestess Kilnara in Heroic Difficulty after having fed Temple Rats to 4 of Bethekk's Pride.",0,0,4,0,0,0
19926,"Defeat High Priestess Kilnara",19925,1,0,16880,2,0
19927,"4 cats fed",19925,4,0,16861,1,1
19929,"Obtain the reins of the Grey Riding Camel from Dormus the Camel-Hoarder.",0,0,4,0,0,0
19930,"Grey Riding Camel",19929,0,0,16862,1,2
19934,"Equip a superior item in every slot with a minimum item level of 450.",0,0,4,0,0,0
19935,Head,19934,1,0,18952,1,0
19936,Neck,19934,1,0,18953,2,0
19937,Shoulder,19934,1,0,18954,3,0
19938,Chest,19934,1,0,18955,4,0
19939,Waist,19934,1,0,18956,5,0
19940,Legs,19934,1,0,18957,6,0
19941,Feet,19934,1,0,18958,7,0
19942,Wrist,19934,1,0,18959,8,0
19943,Hands,19934,1,0,18960,9,0
19944,"Left Ring",19934,1,0,18961,10,0
19945,"Right Ring",19934,1,0,18962,11,0
19946,"First Trinket",19934,1,0,18963,12,0
19947,"Second Trinket",19934,1,0,18964,13,0
19948,Cloak,19934,1,0,18965,14,0
19949,Weapon,19934,1,0,18966,15,0
19951,"Equip an epic item in every slot with a minimum item level of 476.",0,0,4,0,0,0
19952,Head,19951,1,0,18937,1,0
19953,Neck,19951,1,0,18938,2,0
19954,Shoulder,19951,1,0,18939,3,0
19955,Chest,19951,1,0,18940,4,0
19956,Waist,19951,1,0,18941,5,0
19957,Legs,19951,1,0,18942,6,0
19958,Feet,19951,1,0,18943,7,0
19959,Wrist,19951,1,0,18944,8,0
19960,Hands,19951,1,0,18945,9,0
19961,"Left Ring",19951,1,0,18946,10,0
19962,"Right Ring",19951,1,0,18947,11,0
19963,"First Trinket",19951,1,0,18948,12,0
19964,"Second Trinket",19951,1,0,18949,13,0
19965,Cloak,19951,1,0,18950,14,0
19966,Weapon,19951,1,0,18951,15,0
19968,"There are even more critters in Pandaria. They also need /love.",0,0,4,0,0,0
19969,,24768,1,0,20811,0,0
19970,"Leopard Tree Frog",19968,1,8,0,8,0
19971,"Shrine Fly",19968,1,8,0,14,0
19973,"Explore Jade Forest, revealing the covered areas of the world map.",0,0,4,0,0,0
20008,"Earn the Rival title on all of the classes below.",0,0,4,0,0,0
20009,Rogue,20008,1,0,15500,7,0
20010,Paladin,20008,1,0,15498,5,0
20011,Shaman,20008,1,0,15501,8,0
20012,Warlock,20008,1,0,15502,9,0
20014,"Death Knight",20008,1,0,15494,0,0
20015,Hunter,20008,1,0,15496,2,0
20016,Mage,20008,1,0,15497,3,0
20017,Druid,20008,1,0,15495,1,0
20018,Priest,20008,1,0,15499,6,0
20020,"Help each of the following critters get revenge on the mean old fire elementals.",0,0,4,0,0,0
20021,"Alpine Songbird",20020,1,0,17826,3,0
20022,"Hyjal Bear Cub",20020,1,0,17825,2,0
20023,"Child of Tortolla",20020,1,0,17827,4,0
20024,"Angry Little Squirrel",20020,1,0,17824,1,0
20026,"Speak with the following characters during the attack on the Molten Front.",0,0,4,0,0,0
20027,"Malfurion Stormrage",20026,1,0,17878,1,0
20028,"Jarod Shadowsong",20026,1,0,17880,3,0
20029,"Dorda'en Nightweaver",20026,1,0,17882,4,0
20030,"Arthorn Windsong",20026,1,0,17884,6,0
20031,"Deldren Ravenelm",20026,1,0,17886,7,0
20032,"General Taldris Moonfall",20026,1,0,17889,8,0
20033,Matoclaw,20026,1,0,17879,2,0
20034,"Thisalee Crow",20026,1,0,17883,5,0
20036,"First person on the realm to achieve 525 skill in engineering.",0,0,4,0,0,0
20037,,20036,525,0,5722,0,2
20039,"First person on the realm to achieve 525 skill in fishing.",0,0,4,0,0,0
20040,,20039,525,0,5696,0,2
20042,"First person on the realm to achieve 525 skill in mining.",0,0,4,0,0,0
20043,,20042,525,0,5573,0,2
20045,"Reach level 85 on each of the Troll classes listed below.",0,0,4,0,0,0
20046,Druid,20045,85,0,14644,7,0
20047,"Death Knight",20045,85,0,14619,6,0
20048,Rogue,20045,85,0,14616,3,0
20049,Shaman,20045,85,0,14617,4,0
20050,Warrior,20045,85,0,14618,5,0
20051,Priest,20045,85,0,14615,2,0
20052,Hunter,20045,85,0,14613,0,0
20053,Mage,20045,85,0,14614,1,0
20054,Warlock,20045,85,0,14645,8,0
20056,"Defeat Princess Theradras while in a guild group.",0,1,8,0,0,0
20057,"Princess Theradras",20056,1,0,14332,1,2
20060,"Win 25 rated battlegrounds",20059,25,0,15289,1,1
20063,,20062,1900,0,15300,1,2
20066,,20065,2000,0,15300,1,2
20068,"Earn a battleground rating of 2300.",0,0,4,0,0,0
20069,,20068,2300,0,15300,1,2
20072,,20071,2400,0,15300,1,2
20074,"Complete the following challenges within the Molten Flow.",0,0,4,0,0,0
20075,"Kill a Flamewaker Sentinel while it is carrying someone",20074,1,0,17836,1,16
20076,"Kill a Flamewaker Shaman with his own Flamewave",20074,1,0,17835,0,16
20077,"Survive a Flamewaker Hunter's Wild Barrage without getting hit",20074,1,0,17837,2,16
20079,"Win the Darkmoon Deathmatch twelve times and receive a Master Pit Fighter trinket.",0,0,4,0,0,0
20080,,20079,1,0,18246,1,2
20082,"Throw a snowball at Baine Bloodhoof during the Feast of Winter Veil.",0,1,8,0,0,0
20083,,20082,1,0,5272,1,2
20084,,20082,1,0,9838,3,2
20085,,20082,1,0,9839,2,2
20087,"Owner of the World of Warcraft Collector's Edition Zergling pet.",0,1,8,0,0,0
20088,"Zergling Leash",20087,1,0,571,1,2
20089,Zergling,20087,0,0,6154,2,2
20091,"First rogue on the realm to achieve level 85.",0,0,4,0,0,0
20092,"Level to 85",20091,85,0,5221,0,2
20094,"Defeat Ley-Guardian Eregos on Heroic Difficulty while in a guild group.",0,0,4,0,0,0
20095,"Ley-Guardian Eregos",20094,1,0,14395,1,2
20097,"Defeat the bosses laying siege to Wyrmrest Temple in the Dragon Soul raid.",0,0,4,0,0,0
20098,,20097,1,0,18446,1,32
20099,,20097,1,0,18445,0,32
20100,,20097,1,0,18447,2,32
20101,,20097,1,0,18448,3,32
20103,"Defeat the encounters leading up to the Fall of Deathwing in the Dragon Soul raid.",0,0,4,0,0,0
20104,Ultraxion,20103,1,0,18449,1,0
20105,"Warmaster Blackhorn",20103,1,0,18450,2,0
20106,"Spine of Deathwing",20103,1,0,18451,3,0
20107,"Madness of Deathwing",20103,1,0,18452,4,0
20109,"Defeat Alizabal.",0,0,4,0,0,0
20110,Alizabal,20109,1,0,18590,1,2
20112,"Defeat Morchok in Dragon Soul on Heroic Difficulty.",0,1,8,0,0,0
20113,"Morchok (25H)",20112,1,0,18576,2,2
20114,"Morchok (10H)",20112,1,0,18575,1,2
20480,Paladin,20477,85,0,14538,1,0
20116,"Defeat Yor'sahj the Unsleeping in Dragon Soul on Heroic Difficulty.",0,1,8,0,0,0
20117,"Yor'sahj the Unsleeping (10H)",20116,1,0,18571,1,2
20118,"Yor'sahj the Unsleeping (25H)",20116,1,0,18572,2,2
20120,"Emerge victorious from the Spine of Deathwing in Dragon Soul on Heroic Difficulty.",0,1,8,0,0,0
20121,"Spine of Deathwing (10H)",20120,1,0,18563,1,2
20122,"Spine of Deathwing (25H)",20120,1,0,18564,2,2
20124,"First person on the realm to achieve 525 skill in skinning.",0,0,4,0,0,0
20125,,20124,525,0,5720,0,2
20127,"First person on the realm to achieve 525 skill in tailoring.",0,0,4,0,0,0
20128,,20127,525,0,5575,0,2
20130,"Defeat The Black Knight in the Trial of the Champion on Heroic Difficulty while in a guild group.",0,0,4,0,0,0
20131,"The Black Knight",20130,1,0,14401,1,2
20146,,20145,1100,0,15300,1,2
20148,"Overcome a 500 resource disadvantage in a match of the Battle for Gilneas and claim victory.",0,1,8,0,0,0
20149,"Overcome a 500 resource disadvantage",20148,1,0,14938,2,2
20150,"Overcome a 500 resource disadvantage",20148,1,0,14933,1,2
20152,"Defeat Commander Springvale without allowing him to receive Unholy Empowerment in Shadowfang Keep on Heroic Difficulty.",0,0,4,0,0,0
20153,"Commander Springvale",20152,1,0,16085,1,2
20155,"Defeat 12 Bloodthirsty Ghouls with Pistol Barrage and then defeat Lord Godfrey in Shadowfang Keep on Heroic Difficulty.",0,0,4,0,0,0
20156,"Bloodthirsty Ghouls killed by Pistol Barrage",20155,12,0,16544,2,1
20157,"Defeat Lord Godfrey",20155,1,0,16086,1,0
20171,"Defeat Alysrazor in the Firelands without any raid member getting hit by the following attacks.",0,0,4,0,0,0
20172,Brushfire,20171,1,0,17533,1,0
20173,"Lava Spew",20171,1,0,17535,2,0
20174,"Incendiary Cloud",20171,1,0,17536,3,0
20175,"Fiery Tornado",20171,1,0,17538,4,0
20178,,20177,0,0,17549,1,0
20180,"Complete each of the Undercity cooking daily quests.",0,0,4,0,0,0
20181,"Roach Coach",20180,1,0,17741,4,0
20182,"Lily, Oh Lily",20180,1,0,17739,2,0
20183,"Escargot A Go-Go",20180,1,0,17740,3,0
20184,"Fungus Among Us",20180,1,0,17738,1,0
20185,"Would You Like Some Flies With That?",20180,1,0,17742,5,0
20187,"Let's Do Lunch (Both Factions)",0,1,4,0,0,0
20188,"Let's Do Lunch: Stormwind",28913,0,0,63556,0,0
20189,"Let's Do Lunch: Darnassus",28911,0,0,63554,0,0
20192,"Complete at least six profession-based quests at the Darkmoon Faire.",0,6,8,0,0,0
20193,Tailoring,20192,1,0,18370,15,0
20194,Alchemy,20192,1,0,18300,1,0
20195,Archaeology,20192,1,0,18301,2,0
20196,Blacksmithing,20192,1,0,18302,3,0
20197,Cooking,20192,1,0,18303,4,0
20198,Enchanting,20192,1,0,18304,5,0
20199,Engineering,20192,1,0,18305,6,0
20200,"First Aid",20192,1,0,18306,7,0
20201,Fishing,20192,1,0,18307,8,0
20202,Herbalism,20192,1,0,18308,9,0
20203,Inscription,20192,1,0,18309,10,0
20204,Jewelcrafting,20192,1,0,18310,11,0
20205,Leatherworking,20192,1,0,18311,12,0
20206,Mining,20192,1,0,18312,13,0
20207,Skinning,20192,1,0,18313,14,0
20210,"Mutanus the Devourer",20209,1,0,18524,1,2
20212,"Destroy the final Crystal Conductor during Hagara's lightning phase on Normal or Heroic Difficulty, while all raid members are part of the final Lightning Conduit.",0,0,4,0,0,0
20213,"Holding Hands",20212,1,0,18608,1,2
20215,"Collect all 30 Golden Hoplings hidden around the Stormstout Brewery on any difficulty.",0,0,4,0,0,0
20216,"Golden Verming",20215,1,0,19015,1,2
20234,Daakara,20233,1,0,16871,1,2
20237,"Ascendant Lord Obsidius",20236,1,0,16775,1,2
20240,,20239,1600,0,15300,1,2
20242,"Purchase the 7th guild bank tab.",0,0,4,0,0,0
20243,"Purchase the 7th guild bank tab.",20242,7,0,14794,0,1
20245,"Complete the heroic Northrend dungeon achievements listed below while in a guild group.",0,0,4,0,0,0
20246,"Heroic The Nexus",20245,0,0,14220,2,0
20247,"Heroic Azjol-Nerub",20245,0,0,14222,4,0
20248,"Heroic Ahn'kahet: The Old Kingdom",20245,0,0,14223,5,0
20249,"Heroic Gundrak",20245,0,0,14226,8,0
20250,"Heroic Halls of Lightning",20245,0,0,14228,10,0
20251,"Heroic The Oculus",20245,0,0,14229,11,0
20252,"Heroic Utgarde Pinnacle",20245,0,0,14230,12,0
20253,"Heroic Trial of the Champion",20245,0,0,14415,13,0
20254,"Heroic The Violet Hold",20245,0,0,14225,7,0
20255,"Heroic Utgarde Keep",20245,0,0,14219,1,0
20256,"Heroic Pit of Saron",20245,0,0,14417,15,0
20257,"Heroic Halls of Reflection",20245,0,0,14418,16,0
20258,"Heroic Drak'Tharon Keep",20245,0,0,14224,6,0
20259,"Heroic Halls of Stone",20245,0,0,14227,9,0
20260,"Heroic Caverns of Time: Stratholme",20245,0,0,14221,3,0
20261,"Heroic Forge of Souls",20245,0,0,14416,14,0
20263,"Obtain 600 skill points in Fishing, First Aid, Cooking, and Archaeology.",0,0,4,0,0,0
20264,"Zen Master Fisherman",20263,600,0,5696,0,0
20265,"Zen Master Medic",20263,600,0,5592,1,0
20266,"Zen Master Cook",20263,600,0,5701,2,0
20267,"Zen Master Archaeologist",20263,600,0,13812,3,0
20287,"Complete the Leyara quests in Mount Hyjal and the Molten Front.",0,0,4,0,0,0
20288,"A Ritual of Flame",20287,1,0,17794,1,0
20289,Leyara,20287,1,0,17795,2,0
20290,"Into the Depths",20287,1,0,17796,3,0
20292,"Complete the Regrowth and Molten Front achievements listed below.",0,0,4,0,0,0
20293,"And the Meek Shall Inherit Kalimdor",20292,0,0,17869,6,0
20294,"Master of the Molten Flow",20292,0,0,17874,11,0
20295,"Flawless Victory",20292,0,0,17873,10,0
20296,"Ludicrous Speed",20292,0,0,17868,5,0
20297,"Legacy of Leyara",20292,0,0,17864,1,0
20298,"Gang War",20292,0,0,17870,7,0
20299,"Have... Have We Met?",20292,0,0,17871,8,0
20300,"The Molten Front Offensive",20292,0,0,17865,2,0
20301,"The Fiery Lords of Sethria's Roost",20292,0,0,17866,3,0
20302,"Infernal Ambassadors",20292,0,0,17872,9,0
20303,"King of the Spider-Hill",20292,0,0,17875,12,0
20304,"Fireside Chat",20292,0,0,17867,4,0
20305,"Death From Above",20292,0,0,17876,13,0
20306,"Ready for Raiding II",20292,0,0,17877,14,0
20308,"Obtain the Vicious Gladiator's Twilight Drake from Arena Season 9 of Cataclysm.",0,1,8,0,0,0
20309,,20308,1,0,18145,1,2
20310,,20308,0,0,18146,2,2
20312,"Proud owner of the 2009 Vintage Winter Veil gift, the Red Rider Air Rifle.",0,0,4,0,0,0
20313,,20312,1,0,13256,1,2
20315,"Defeat Peroth'arn in Well of Eternity on Heroic Difficulty without any party member being detected by an Eye of Peroth'arn.",0,0,4,0,0,0
20316,,20315,1,0,18618,1,2
20340,,20339,1,0,15281,1,2
20342,"Allow all three of Corla's zealots to evolve, then defeat Corla after slaying the evolved zealots in Blackrock Caverns on Heroic Difficulty.",0,0,4,0,0,0
20343,"Corla, Herald of Twilight",20342,1,0,15944,1,2
20346,"Frosty's Collar",20345,1,0,15365,1,2
20347,Frosty,20345,0,0,15366,0,2
20350,,20349,2300,0,15300,1,2
20352,"Earn the Duelist title on all of the classes below.",0,0,4,0,0,0
20353,Mage,20352,1,0,15507,3,0
20354,Shaman,20352,1,0,15511,8,0
20355,"Death Knight",20352,1,0,15504,0,0
20356,Druid,20352,1,0,15505,1,0
20357,Hunter,20352,1,0,15506,2,0
20358,Paladin,20352,1,0,15508,5,0
20359,Priest,20352,1,0,15509,6,0
20360,Warlock,20352,1,0,15512,9,0
20361,Warrior,20352,1,0,15513,10,0
20362,Rogue,20352,1,0,15510,7,0
20364,"Deaths at Level 4 <DND>",0,0,4,0,0,0
20365,,20364,0,0,16403,1,2
20367,"Quests at Level 9 <DND>",0,0,4,0,0,0
20368,"Quests at Level 9 <DND>",20367,0,0,16468,1,2
20370,"Deaths at Level 61-70 <DND>",0,0,4,0,0,0
20371,,20370,0,0,16424,1,2
20373,"Complete 50 guild dungeon challenges.",0,0,4,0,0,0
20374,,20373,50,0,17009,0,1
20377,Rajh,20376,1,0,16785,1,2
20379,"Defeat Halazzi in Zul'Aman on Heroic Difficulty without killing any of his totems.",0,0,4,0,0,0
20380,"Halazzi (Lynx)",20379,1,0,16818,1,2
20383,"Jin'do the Godbreaker",20382,1,0,16872,1,2
20385,"Visit the Candy Buckets in Northrend.",0,0,4,0,0,0
20386,"Sholazar Basin, Nesingwary Base Camp",20385,1,0,17681,17,0
20387,"Borean Tundra, Fizzcrank Airstrip",20385,1,0,17660,1,0
20388,"Borean Tundra, Valiance Keep",20385,1,0,17662,3,0
20389,"Dragonblight, Wintergarde Keep",20385,1,0,17668,9,0
20390,"Howling Fjord, Fort Wildervar",20385,1,0,17672,13,0
20391,"Dragonblight, Stars' Rest",20385,1,0,17667,8,0
20392,"Grizzly Hills, Amberpine Lodge",20385,1,0,17670,11,0
20393,"Howling Fjord, Westguard Keep",20385,1,0,17675,16,0
20394,"Storm Peaks, Bouldercrag's Refuge",20385,1,0,17676,18,0
20395,"Borean Tundra, Unu'pe",20385,1,0,17661,2,0
20396,"Dalaran, The Legerdemain Lounge",20385,1,0,17663,4,0
20397,"Dalaran, Silver Enclave",20385,1,0,17664,5,0
20398,"Dalaran, The Underbelly",20385,1,0,17665,6,0
20399,"Dragonblight, Moa'ki Harbor",20385,1,0,17666,7,0
20400,"Grizzly Hills, Westfall Brigade",20385,1,0,17671,12,0
20401,"Howling Fjord, Valgarde",20385,1,0,17674,15,0
20402,"Storm Peaks, K3",20385,1,0,17678,20,0
20403,"Storm Peaks, Frosthold",20385,1,0,17677,19,0
20404,"Zul'Drak, Zim'Torga",20385,1,0,17680,22,0
20405,"Dragonblight, Wyrmrest Temple",20385,1,0,17669,10,0
20406,"Howling Fjord, Kamagua",20385,1,0,17673,14,0
20407,"Zul'Drak, The Argent Stand",20385,1,0,17679,21,0
20410,"Twilight Highlands, The Krazzworks",20409,1,0,17711,7,0
20411,"Mount Hyjal, Nordrassil",20409,1,0,17684,3,0
20412,"Twilight Highlands, Bloodgulch",20409,1,0,17708,5,0
20413,"Uldum, Oasis of Vir'sar",20409,1,0,17690,8,0
20414,"Deepholm, Temple of Earth",20409,1,0,17704,1,0
20415,"Twilight Highlands, Crushblow",20409,1,0,17709,6,0
20416,"Uldum, Ramkahen",20409,1,0,17691,9,0
20417,"Vashj'ir, Legion's Rest",20409,1,0,17714,11,0
20418,"Vashj'ir, Deepmist Grotto",20409,1,0,17693,10,0
20419,"Vashj'ir, Silver Tide Hollow",20409,1,0,17694,12,0
20420,"Vashj'ir, Tenebrous Cavern",20409,1,0,17717,13,0
20421,"Mount Hyjal, Grove of Aessina",20409,1,0,17683,2,0
20422,"Mount Hyjal, Shrine of Aviana",20409,1,0,17685,4,0
20424,"Proud owner of the 2010 Vintage Winter Veil gift, the MiniZep Controller.",0,0,4,0,0,0
20425,,20424,1,0,18349,1,2
20427,"Proud owner of the 2011 Vintage Winter Veil gift, the Gaudy Winter Veil Sweater.",0,0,4,0,0,0
20428,,20427,1,0,18350,1,2
20430,"Loot 100,000 gold from creatures.",0,0,4,0,0,0
20431,,20430,1000000000,0,4093,0,9
20434,,20433,1300,0,15300,1,2
20437,"Warmaster Blackhorn (25H)",20436,1,0,18566,2,2
20438,"Warmaster Blackhorn (10H)",20436,1,0,18565,1,2
20441,"Heroic Drak'Tharon Keep",20440,0,0,14224,6,0
20442,"Heroic Halls of Reflection",20440,0,0,14418,16,0
20443,"Heroic Halls of Stone",20440,0,0,14227,9,0
20444,"Heroic Halls of Lightning",20440,0,0,14228,10,0
20445,"Heroic The Oculus",20440,0,0,14229,11,0
20446,"Heroic Trial of the Champion",20440,0,0,14431,13,0
20447,"Heroic Forge of Souls",20440,0,0,14416,14,0
20448,"Heroic The Violet Hold",20440,0,0,14225,7,0
20449,"Heroic The Nexus",20440,0,0,14220,2,0
20450,"Heroic Caverns of Time: Stratholme",20440,0,0,14221,3,0
20451,"Heroic Azjol-Nerub",20440,0,0,14222,4,0
20452,"Heroic Utgarde Pinnacle",20440,0,0,14230,12,0
20453,"Heroic Pit of Saron",20440,0,0,14417,15,0
20454,"Heroic Utgarde Keep",20440,0,0,14219,1,0
20455,"Heroic Gundrak",20440,0,0,14226,8,0
20456,"Heroic Ahn'kahet: The Old Kingdom",20440,0,0,14223,5,0
20459,"Thorium Brotherhood",20458,42000,0,15946,17,0
20460,Therazane,20458,42000,0,14517,1,0
20461,Ramkahen,20458,42000,0,14518,2,0
20462,"Wildhammer Clan",20458,42000,0,13671,3,0
20463,"The Earthen Ring",20458,42000,0,14520,4,0
20464,"Guardians of Hyjal",20458,42000,0,14521,5,0
20465,"The Wyrmrest Accord",20458,42000,0,4741,6,0
20466,"Argent Dawn",20458,42000,0,2020,16,0
20467,"Keepers of Time",20458,42000,0,4765,14,0
20468,"Shattered Sun Offensive",20458,42000,0,4761,15,0
20469,"Knights of the Ebon Blade",20458,42000,0,4743,7,0
20470,"Argent Crusade",20458,42000,0,4737,8,0
20471,"Lower City",20458,42000,0,4759,10,0
20472,"The Sha'tar",20458,42000,0,4764,11,0
20473,"Cenarion Expedition",20458,42000,0,4751,12,0
20474,"Honor Hold",20458,42000,0,5336,13,0
20475,"Kirin Tor",20458,42000,0,4742,9,0
20477,"Reach level 85 on each of the Human classes listed below.",0,0,4,0,0,0
20478,"Death Knight",20477,85,0,14543,6,0
20479,Mage,20477,85,0,14537,0,0
20481,Priest,20477,85,0,14539,2,0
20482,Rogue,20477,85,0,14540,3,0
20483,Warrior,20477,85,0,14541,4,0
20484,Warlock,20477,85,0,14542,5,0
20485,Hunter,20477,85,0,14648,7,0
20487,"Reach level 85 on each of the Goblin classes listed below.",0,0,4,0,0,0
20488,"Death Knight",20487,85,0,14637,5,0
20489,Mage,20487,85,0,14633,1,0
20490,Priest,20487,85,0,14634,2,0
20491,Rogue,20487,85,0,14635,3,0
20492,Warlock,20487,85,0,14636,4,0
20493,Warrior,20487,85,0,14638,6,0
20494,Shaman,20487,85,0,14639,7,0
20495,Hunter,20487,85,0,14640,8,0
20497,"Get an honorable kill on each of the level 85 Orc classes listed below.",0,0,4,0,0,0
20498,Warlock,20497,1,0,14660,6,0
20499,Rogue,20497,1,0,14658,4,0
20500,"Death Knight",20497,1,0,14655,1,0
20501,Hunter,20497,1,0,14656,2,0
20502,Mage,20497,1,0,14657,3,0
20503,Shaman,20497,1,0,14659,5,0
20504,Warrior,20497,1,0,14661,7,0
20506,"Complete each Fish or Cut Bait achievement.",0,0,4,0,0,0
20507,"Fish or Cut Bait: Ironforge",29030,0,0,63610,0,0
20508,"Fish or Cut Bait: Darnassus",29028,0,0,63609,0,0
20509,"Fish or Cut Bait: Stormwind",29032,0,0,63611,0,0
20512,"Fish or Cut Bait: Orgrimmar",20511,0,0,63510,1,0
20513,"Fish or Cut Bait: Undercity",20511,0,0,63512,3,0
20514,"Fish or Cut Bait: Thunder Bluff",20511,0,0,63511,2,0
20516,"Launch off Darkmoon Fireworks in every friendly capital city.",0,0,4,0,0,0
20517,Dalaran,20516,1,0,18294,1,0
20518,Orgrimmar,20516,1,0,18295,2,0
20519,"Shattrath City",20516,1,0,18298,3,0
20520,"Thunder Bluff",20516,1,0,18297,5,0
20521,"Silvermoon City",20516,1,0,18296,4,0
20522,Undercity,20516,1,0,18299,6,0
20524,"Attend the Darkmoon Faire.",0,0,4,0,0,0
20525,,20524,1,0,18233,1,2
20527,"Turn in all five dungeon Darkmoon Artifacts.",0,0,4,0,0,0
20528,"Ornate Weapon",20527,1,0,18648,5,0
20529,"A Treatise on Strategy",20527,1,0,18644,1,0
20530,"Monstrous Egg",20527,1,0,18646,3,0
20531,"Imbued Crystal",20527,1,0,18645,2,0
20532,"Mysterious Grimoire",20527,1,0,18647,4,0
20534,"Score a Quick Shot at the Shooting Gallery.",0,0,4,0,0,0
20535,,20534,1,0,18244,1,2
20537,"Logged in during WoW's 8th Anniversary.",0,0,4,0,0,0
20538,"Logged in during 8th anniversary event",20537,1,0,18500,1,2
20540,"Get an honorable kill on each of the level 85 Night Elf classes listed below.",0,0,4,0,0,0
20541,Hunter,20540,1,0,14716,2,0
20542,Rogue,20540,1,0,14718,4,0
20543,Druid,20540,1,0,14719,5,0
20544,Warrior,20540,1,0,14720,6,0
20545,Priest,20540,1,0,14721,7,0
20546,"Death Knight",20540,1,0,14715,1,0
20547,Mage,20540,1,0,14717,3,0
20549,"Obtain E'ko from the following creatures in Winterspring.",0,0,4,0,0,0
20550,Wildkin,20549,1,0,16177,2,0
20551,"Shardtooth Bears",20549,1,0,16178,3,0
20552,Frostsabers,20549,1,0,16180,5,0
20553,"Chillwind Chimaera",20549,1,0,16181,6,0
20554,"Ice Thistle Yeti",20549,1,0,16182,7,0
20555,"Frostmaul Giants",20549,1,0,16179,4,0
20556,"Winterspring Furbolg",20549,1,0,15632,1,0
20558,"Defeat Rajh in Halls of Origination on Heroic Difficulty.",0,0,4,0,0,0
20559,Rajh,20558,1,0,16786,1,2
20561,"Defeat Keli'dan the Breaker on Heroic Difficulty while in a guild group.",0,0,4,0,0,0
20562,"Keli'dan the Breaker",20561,1,0,14356,1,2
20565,"Win Tol Barad 25 times",20564,25,0,15464,1,1
